InventoryBalanceSnapshotKey,SnapshotDateKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryConsignmentOwnerKey,InventoryStockStatusKey,UnitOfMeasureKey,OnHandQuantity,AvailableQuantity,ReservedQuantity,InventoryValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
5603,20260621,301,325,456,469,364,333,2,2,922.2000,922.2000,922.2000,7686.1100,1,1,2026-08-24T00:00:00.000
5604,20260719,439,119,310,6,282,129,4,4,922.9000,922.9000,922.9000,7687.4800,1,1,2026-08-24T00:00:00.000
5605,20260713,299,246,487,399,141,144,9,5,923.6000,923.6000,923.6000,7688.8500,1,1,2026-08-24T00:00:00.000
5606,20260628,220,27,123,273,4,84,4,6,924.3000,924.3000,924.3000,7690.2200,1,1,2026-08-24T00:00:00.000
5607,20260628,248,77,79,29,366,296,3,5,925.0000,925.0000,925.0000,7691.5900,1,1,2026-08-24T00:00:00.000
5608,20260626,120,271,57,258,389,374,7,5,925.7000,925.7000,925.7000,7692.9600,1,1,2026-08-24T00:00:00.000
5609,20260724,28,27,433,403,239,366,4,3,926.4000,926.4000,926.4000,7694.3300,1,1,2026-08-24T00:00:00.000
5610,20260807,169,145,469,-1,-1,-1,10,1,927.1000,927.1000,927.1000,7695.7000,1,1,2026-08-24T00:00:00.000
5611,20260805,487,181,342,215,495,243,1,2,927.8000,927.8000,927.8000,7697.0700,1,1,2026-08-24T00:00:00.000
5612,20260603,81,210,61,58,21,171,5,1,928.5000,928.5000,928.5000,7698.4400,1,1,2026-08-24T00:00:00.000
5613,20260716,482,283,136,180,56,78,8,1,929.2000,929.2000,929.2000,7699.8100,1,1,2026-08-24T00:00:00.000
5614,20260809,316,218,3,257,472,487,10,5,929.9000,929.9000,929.9000,7701.1800,1,1,2026-08-24T00:00:00.000
5615,20260605,313,229,99,356,353,500,9,2,930.6000,930.6000,930.6000,7702.5500,1,1,2026-08-24T00:00:00.000
5616,20260817,350,7,390,236,196,195,8,3,931.3000,931.3000,931.3000,7703.9200,1,1,2026-08-24T00:00:00.000
5617,20260812,239,145,343,218,207,23,4,1,932.0000,932.0000,932.0000,7705.2900,1,1,2026-08-24T00:00:00.000
5618,20260804,491,36,199,283,331,65,3,7,932.7000,932.7000,932.7000,7706.6600,1,1,2026-08-24T00:00:00.000
5619,20260821,358,314,485,191,374,185,8,5,933.4000,933.4000,933.4000,7708.0300,1,1,2026-08-24T00:00:00.000
5620,20260605,175,300,373,21,73,369,4,1,934.1000,934.1000,934.1000,7709.4000,1,1,2026-08-24T00:00:00.000
5621,20260617,367,148,145,198,308,461,7,6,934.8000,934.8000,934.8000,7710.7700,1,1,2026-08-24T00:00:00.000
5622,20260817,289,187,41,36,311,138,10,6,935.5000,935.5000,935.5000,7712.1400,1,1,2026-08-24T00:00:00.000
5623,20260807,26,158,433,391,491,407,9,7,936.2000,936.2000,936.2000,7713.5100,1,1,2026-08-24T00:00:00.000
5624,20260603,153,144,491,77,274,174,9,4,936.9000,936.9000,936.9000,7714.8800,1,1,2026-08-24T00:00:00.000
5625,20260611,202,172,329,97,380,10,5,6,937.6000,937.6000,937.6000,7716.2500,1,1,2026-08-24T00:00:00.000
5626,20260617,389,168,120,271,210,316,7,2,938.3000,938.3000,938.3000,7717.6200,1,1,2026-08-24T00:00:00.000
5627,20260715,47,90,243,-1,-1,-1,8,5,939.0000,939.0000,939.0000,7718.9900,1,1,2026-08-24T00:00:00.000
5628,20260807,352,348,217,259,332,302,9,1,939.7000,939.7000,939.7000,7720.3600,1,1,2026-08-24T00:00:00.000
5629,20260617,336,170,461,246,437,378,1,7,940.4000,940.4000,940.4000,7721.7300,1,1,2026-08-24T00:00:00.000
5630,20260607,250,285,427,165,329,267,3,6,941.1000,941.1000,941.1000,7723.1000,1,1,2026-08-24T00:00:00.000
5631,20260629,284,186,34,236,338,282,8,4,941.8000,941.8000,941.8000,7724.4700,1,1,2026-08-24T00:00:00.000
5632,20260624,315,10,82,222,499,191,2,2,942.5000,942.5000,942.5000,7725.8400,1,1,2026-08-24T00:00:00.000
5633,20260617,132,142,140,307,229,11,1,3,943.2000,943.2000,943.2000,7727.2100,1,1,2026-08-24T00:00:00.000
5634,20260816,77,343,335,31,424,5,8,2,943.9000,943.9000,943.9000,7728.5800,1,1,2026-08-24T00:00:00.000
5635,20260728,499,328,22,30,296,183,10,5,944.6000,944.6000,944.6000,7729.9500,1,1,2026-08-24T00:00:00.000
5636,20260610,9,183,445,465,351,334,3,1,945.3000,945.3000,945.3000,7731.3200,1,1,2026-08-24T00:00:00.000
5637,20260612,442,284,480,346,67,87,3,1,946.0000,946.0000,946.0000,7732.6900,1,1,2026-08-24T00:00:00.000
5638,20260726,449,256,425,100,414,22,5,3,946.7000,946.7000,946.7000,7734.0600,1,1,2026-08-24T00:00:00.000
5639,20260811,68,72,116,492,307,335,9,4,947.4000,947.4000,947.4000,7735.4300,1,1,2026-08-24T00:00:00.000
5640,20260706,329,78,267,134,430,430,9,3,948.1000,948.1000,948.1000,7736.8000,1,1,2026-08-24T00:00:00.000
5641,20260726,185,144,443,28,104,203,9,4,948.8000,948.8000,948.8000,7738.1700,1,1,2026-08-24T00:00:00.000
5642,20260604,290,173,178,292,109,352,1,6,949.5000,949.5000,949.5000,7739.5400,1,1,2026-08-24T00:00:00.000
5643,20260822,397,260,187,218,361,412,8,2,950.2000,950.2000,950.2000,7740.9100,1,1,2026-08-24T00:00:00.000
5644,20260705,447,132,465,-1,-1,-1,5,7,950.9000,950.9000,950.9000,7742.2800,1,1,2026-08-24T00:00:00.000
5645,20260625,127,146,165,16,306,284,7,2,951.6000,951.6000,951.6000,7743.6500,1,1,2026-08-24T00:00:00.000
5646,20260802,407,197,148,166,211,246,9,3,952.3000,952.3000,952.3000,7745.0200,1,1,2026-08-24T00:00:00.000
5647,20260627,261,168,349,394,56,151,10,5,953.0000,953.0000,953.0000,7746.3900,1,1,2026-08-24T00:00:00.000
5648,20260823,364,14,122,278,188,469,5,4,953.7000,953.7000,953.7000,7747.7600,1,1,2026-08-24T00:00:00.000
5649,20260531,178,67,139,312,302,385,1,5,954.4000,954.4000,954.4000,7749.1300,1,1,2026-08-24T00:00:00.000
5650,20260719,330,7,251,21,195,289,4,2,955.1000,955.1000,955.1000,7750.5000,1,1,2026-08-24T00:00:00.000
5651,20260815,450,53,307,244,92,408,5,7,955.8000,955.8000,955.8000,7751.8700,1,1,2026-08-24T00:00:00.000
5652,20260725,321,176,8,353,236,317,7,3,956.5000,956.5000,956.5000,7753.2400,1,1,2026-08-24T00:00:00.000
5653,20260528,448,275,197,234,123,297,9,3,957.2000,957.2000,957.2000,7754.6100,1,1,2026-08-24T00:00:00.000
5654,20260605,176,21,247,372,218,266,8,4,957.9000,957.9000,957.9000,7755.9800,1,1,2026-08-24T00:00:00.000
5655,20260816,434,245,275,108,272,89,5,6,958.6000,958.6000,958.6000,7757.3500,1,1,2026-08-24T00:00:00.000
5656,20260630,422,219,421,368,495,319,9,3,959.3000,959.3000,959.3000,7758.7200,1,1,2026-08-24T00:00:00.000
5657,20260625,298,122,199,304,373,324,8,5,960.0000,960.0000,960.0000,7760.0900,1,1,2026-08-24T00:00:00.000
5658,20260712,355,83,446,385,347,363,3,1,960.7000,960.7000,960.7000,7761.4600,1,1,2026-08-24T00:00:00.000
5659,20260721,122,190,331,425,429,384,4,2,961.4000,961.4000,961.4000,7762.8300,1,1,2026-08-24T00:00:00.000
5660,20260707,170,117,254,405,62,29,10,1,962.1000,962.1000,962.1000,7764.2000,1,1,2026-08-24T00:00:00.000
5661,20260810,388,230,241,-1,-1,-1,7,5,962.8000,962.8000,962.8000,7765.5700,1,1,2026-08-24T00:00:00.000
5662,20260710,40,321,409,360,216,125,8,4,963.5000,963.5000,963.5000,7766.9400,1,1,2026-08-24T00:00:00.000
5663,20260608,78,71,449,483,312,360,7,7,964.2000,964.2000,964.2000,7768.3100,1,1,2026-08-24T00:00:00.000
5664,20260804,460,234,76,278,268,111,6,7,964.9000,964.9000,964.9000,7769.6800,1,1,2026-08-24T00:00:00.000
5665,20260529,233,196,48,18,427,23,6,7,965.6000,965.6000,965.6000,7771.0500,1,1,2026-08-24T00:00:00.000
5666,20260814,114,92,59,214,448,79,6,4,966.3000,966.3000,966.3000,7772.4200,1,1,2026-08-24T00:00:00.000
5667,20260723,195,12,245,197,109,327,9,4,967.0000,967.0000,967.0000,7773.7900,1,1,2026-08-24T00:00:00.000
5668,20260703,443,101,423,139,111,281,10,4,967.7000,967.7000,967.7000,7775.1600,1,1,2026-08-24T00:00:00.000
5669,20260811,242,217,313,103,296,443,4,4,968.4000,968.4000,968.4000,7776.5300,1,1,2026-08-24T00:00:00.000
5670,20260809,459,270,312,118,475,284,1,2,969.1000,969.1000,969.1000,7777.9000,1,1,2026-08-24T00:00:00.000
5671,20260725,490,289,317,350,5,338,5,1,969.8000,969.8000,969.8000,7779.2700,1,1,2026-08-24T00:00:00.000
5672,20260630,143,89,33,13,302,345,5,5,970.5000,970.5000,970.5000,7780.6400,1,1,2026-08-24T00:00:00.000
5673,20260816,316,92,329,80,230,339,8,7,971.2000,971.2000,971.2000,7782.0100,1,1,2026-08-24T00:00:00.000
5674,20260819,128,12,77,450,116,93,6,3,971.9000,971.9000,971.9000,7783.3800,1,1,2026-08-24T00:00:00.000
5675,20260702,82,83,212,478,444,497,1,3,972.6000,972.6000,972.6000,7784.7500,1,1,2026-08-24T00:00:00.000
5676,20260620,93,325,306,167,126,448,7,1,973.3000,973.3000,973.3000,7786.1200,1,1,2026-08-24T00:00:00.000
5677,20260712,203,272,43,478,488,135,2,1,974.0000,974.0000,974.0000,7787.4900,1,1,2026-08-24T00:00:00.000
5678,20260611,243,281,458,-1,-1,-1,10,5,974.7000,974.7000,974.7000,7788.8600,1,1,2026-08-24T00:00:00.000
5679,20260707,489,183,146,216,355,261,6,4,975.4000,975.4000,975.4000,7790.2300,1,1,2026-08-24T00:00:00.000
5680,20260822,410,238,393,37,433,348,1,4,976.1000,976.1000,976.1000,7791.6000,1,1,2026-08-24T00:00:00.000
5681,20260611,247,178,256,78,448,132,6,1,976.8000,976.8000,976.8000,7792.9700,1,1,2026-08-24T00:00:00.000
5682,20260719,341,61,259,82,323,437,8,6,977.5000,977.5000,977.5000,7794.3400,1,1,2026-08-24T00:00:00.000
5683,20260728,120,172,396,111,331,419,5,4,978.2000,978.2000,978.2000,7795.7100,1,1,2026-08-24T00:00:00.000
5684,20260615,183,261,99,413,336,48,4,6,978.9000,978.9000,978.9000,7797.0800,1,1,2026-08-24T00:00:00.000
5685,20260607,276,349,75,8,136,204,8,3,979.6000,979.6000,979.6000,7798.4500,1,1,2026-08-24T00:00:00.000
5686,20260807,290,57,395,458,47,421,4,1,980.3000,980.3000,980.3000,7799.8200,1,1,2026-08-24T00:00:00.000
5687,20260702,328,65,317,222,282,426,7,2,981.0000,981.0000,981.0000,7801.1900,1,1,2026-08-24T00:00:00.000
5688,20260714,493,75,188,155,340,481,9,7,981.7000,981.7000,981.7000,7802.5600,1,1,2026-08-24T00:00:00.000
5689,20260614,389,90,94,45,154,93,3,5,982.4000,982.4000,982.4000,7803.9300,1,1,2026-08-24T00:00:00.000
5690,20260618,201,323,407,1,236,204,4,4,983.1000,983.1000,983.1000,7805.3000,1,1,2026-08-24T00:00:00.000
5691,20260619,136,274,366,397,319,101,10,4,983.8000,983.8000,983.8000,7806.6700,1,1,2026-08-24T00:00:00.000
5692,20260815,70,268,347,232,341,273,7,4,984.5000,984.5000,984.5000,7808.0400,1,1,2026-08-24T00:00:00.000
5693,20260725,176,9,469,246,1,357,6,1,985.2000,985.2000,985.2000,7809.4100,1,1,2026-08-24T00:00:00.000
5694,20260715,245,302,87,437,30,487,6,4,985.9000,985.9000,985.9000,7810.7800,1,1,2026-08-24T00:00:00.000
5695,20260627,227,139,168,-1,-1,-1,7,7,986.6000,986.6000,986.6000,7812.1500,1,1,2026-08-24T00:00:00.000
5696,20260627,174,293,103,315,32,468,2,2,987.3000,987.3000,987.3000,7813.5200,1,1,2026-08-24T00:00:00.000
5697,20260707,38,247,188,453,341,14,4,2,988.0000,988.0000,988.0000,7814.8900,1,1,2026-08-24T00:00:00.000
5698,20260620,20,87,6,266,30,107,2,1,988.7000,988.7000,988.7000,7816.2600,1,1,2026-08-24T00:00:00.000
5699,20260613,44,50,216,48,460,164,6,7,989.4000,989.4000,989.4000,7817.6300,1,1,2026-08-24T00:00:00.000
5700,20260709,427,293,311,246,442,215,8,5,990.1000,990.1000,990.1000,7819.0000,1,1,2026-08-24T00:00:00.000
5701,20260619,114,337,68,285,225,475,6,1,990.8000,990.8000,990.8000,7820.3700,1,1,2026-08-24T00:00:00.000
5702,20260626,491,5,490,349,18,49,5,2,991.5000,991.5000,991.5000,7821.7400,1,1,2026-08-24T00:00:00.000
5703,20260721,397,16,328,458,319,148,9,1,992.2000,992.2000,992.2000,7823.1100,1,1,2026-08-24T00:00:00.000
5704,20260530,205,29,148,430,99,34,10,1,992.9000,992.9000,992.9000,7824.4800,1,1,2026-08-24T00:00:00.000
5705,20260701,263,242,251,443,399,245,6,6,993.6000,993.6000,993.6000,7825.8500,1,1,2026-08-24T00:00:00.000
5706,20260819,336,3,265,349,414,261,8,3,994.3000,994.3000,994.3000,7827.2200,1,1,2026-08-24T00:00:00.000
5707,20260611,15,194,437,375,385,20,2,1,995.0000,995.0000,995.0000,7828.5900,1,1,2026-08-24T00:00:00.000
5708,20260718,126,63,313,132,9,68,9,2,995.7000,995.7000,995.7000,7829.9600,1,1,2026-08-24T00:00:00.000
5709,20260620,123,55,97,357,216,352,1,5,996.4000,996.4000,996.4000,7831.3300,1,1,2026-08-24T00:00:00.000
5710,20260821,205,100,284,91,465,355,10,4,997.1000,997.1000,997.1000,7832.7000,1,1,2026-08-24T00:00:00.000
5711,20260804,3,292,56,186,118,228,3,2,997.8000,997.8000,997.8000,7834.0700,1,1,2026-08-24T00:00:00.000
5712,20260603,137,305,444,-1,-1,-1,9,6,998.5000,998.5000,998.5000,7835.4400,1,1,2026-08-24T00:00:00.000
5713,20260530,483,25,152,111,302,102,1,1,999.2000,999.2000,999.2000,7836.8100,1,1,2026-08-24T00:00:00.000
5714,20260622,441,323,58,337,495,381,10,7,999.9000,999.9000,999.9000,7838.1800,1,1,2026-08-24T00:00:00.000
5715,20260716,244,15,220,202,88,477,9,5,0.6000,0.6000,0.6000,7839.5500,1,1,2026-08-24T00:00:00.000
5716,20260602,417,119,487,59,397,243,8,6,1.3000,1.3000,1.3000,7840.9200,1,1,2026-08-24T00:00:00.000
5717,20260602,255,217,271,300,286,203,4,7,2.0000,2.0000,2.0000,7842.2900,1,1,2026-08-24T00:00:00.000
5718,20260609,334,199,214,6,19,301,4,7,2.7000,2.7000,2.7000,7843.6600,1,1,2026-08-24T00:00:00.000
5719,20260821,376,54,329,261,219,330,7,1,3.4000,3.4000,3.4000,7845.0300,1,1,2026-08-24T00:00:00.000
5720,20260621,323,216,257,176,34,394,10,3,4.1000,4.1000,4.1000,7846.4000,1,1,2026-08-24T00:00:00.000
5721,20260616,313,210,338,84,369,287,7,7,4.8000,4.8000,4.8000,7847.7700,1,1,2026-08-24T00:00:00.000
5722,20260625,482,117,161,227,471,425,7,6,5.5000,5.5000,5.5000,7849.1400,1,1,2026-08-24T00:00:00.000
5723,20260605,401,274,164,477,444,421,10,4,6.2000,6.2000,6.2000,7850.5100,1,1,2026-08-24T00:00:00.000
5724,20260717,160,150,64,368,208,218,2,4,6.9000,6.9000,6.9000,7851.8800,1,1,2026-08-24T00:00:00.000
5725,20260705,206,115,470,452,282,202,5,1,7.6000,7.6000,7.6000,7853.2500,1,1,2026-08-24T00:00:00.000
5726,20260707,334,243,37,258,199,218,10,1,8.3000,8.3000,8.3000,7854.6200,1,1,2026-08-24T00:00:00.000
5727,20260810,55,11,36,88,69,359,3,4,9.0000,9.0000,9.0000,7855.9900,1,1,2026-08-24T00:00:00.000
5728,20260614,15,132,362,243,297,114,4,7,9.7000,9.7000,9.7000,7857.3600,1,1,2026-08-24T00:00:00.000
5729,20260705,333,200,386,-1,-1,-1,4,7,10.4000,10.4000,10.4000,7858.7300,1,1,2026-08-24T00:00:00.000
5730,20260817,273,19,432,95,280,200,1,1,11.1000,11.1000,11.1000,7860.1000,1,1,2026-08-24T00:00:00.000
5731,20260621,489,144,377,458,438,204,8,7,11.8000,11.8000,11.8000,7861.4700,1,1,2026-08-24T00:00:00.000
5732,20260530,331,81,322,74,49,194,2,6,12.5000,12.5000,12.5000,7862.8400,1,1,2026-08-24T00:00:00.000
5733,20260531,352,244,279,489,477,136,3,2,13.2000,13.2000,13.2000,7864.2100,1,1,2026-08-24T00:00:00.000
5734,20260620,120,129,146,397,223,232,8,4,13.9000,13.9000,13.9000,7865.5800,1,1,2026-08-24T00:00:00.000
5735,20260729,54,72,144,220,260,376,6,5,14.6000,14.6000,14.6000,7866.9500,1,1,2026-08-24T00:00:00.000
5736,20260712,120,338,418,277,360,185,6,1,15.3000,15.3000,15.3000,7868.3200,1,1,2026-08-24T00:00:00.000
5737,20260724,109,313,296,216,178,280,5,4,16.0000,16.0000,16.0000,7869.6900,1,1,2026-08-24T00:00:00.000
5738,20260821,243,145,176,16,154,295,5,1,16.7000,16.7000,16.7000,7871.0600,1,1,2026-08-24T00:00:00.000
5739,20260815,374,313,51,5,498,116,3,1,17.4000,17.4000,17.4000,7872.4300,1,1,2026-08-24T00:00:00.000
5740,20260714,464,248,418,221,393,121,5,1,18.1000,18.1000,18.1000,7873.8000,1,1,2026-08-24T00:00:00.000
5741,20260721,229,136,195,54,456,83,8,1,18.8000,18.8000,18.8000,7875.1700,1,1,2026-08-24T00:00:00.000
5742,20260706,402,40,259,110,209,107,8,2,19.5000,19.5000,19.5000,7876.5400,1,1,2026-08-24T00:00:00.000
5743,20260606,141,86,9,217,277,303,9,7,20.2000,20.2000,20.2000,7877.9100,1,1,2026-08-24T00:00:00.000
5744,20260607,445,308,381,130,81,161,5,4,20.9000,20.9000,20.9000,7879.2800,1,1,2026-08-24T00:00:00.000
5745,20260618,135,265,90,90,372,152,3,5,21.6000,21.6000,21.6000,7880.6500,1,1,2026-08-24T00:00:00.000
5746,20260626,173,52,481,-1,-1,-1,10,5,22.3000,22.3000,22.3000,7882.0200,1,1,2026-08-24T00:00:00.000
5747,20260614,145,218,321,98,248,250,6,2,23.0000,23.0000,23.0000,7883.3900,1,1,2026-08-24T00:00:00.000
5748,20260607,431,288,189,219,410,465,4,4,23.7000,23.7000,23.7000,7884.7600,1,1,2026-08-24T00:00:00.000
5749,20260630,318,124,397,287,172,297,9,6,24.4000,24.4000,24.4000,7886.1300,1,1,2026-08-24T00:00:00.000
5750,20260615,352,327,329,71,123,295,5,4,25.1000,25.1000,25.1000,7887.5000,1,1,2026-08-24T00:00:00.000
5751,20260616,70,24,219,209,34,428,2,3,25.8000,25.8000,25.8000,7888.8700,1,1,2026-08-24T00:00:00.000
5752,20260601,6,326,305,70,411,197,4,5,26.5000,26.5000,26.5000,7890.2400,1,1,2026-08-24T00:00:00.000
5753,20260602,133,218,315,314,133,280,5,5,27.2000,27.2000,27.2000,7891.6100,1,1,2026-08-24T00:00:00.000
5754,20260605,448,94,378,105,418,124,9,1,27.9000,27.9000,27.9000,7892.9800,1,1,2026-08-24T00:00:00.000
5755,20260703,278,324,306,474,222,465,10,4,28.6000,28.6000,28.6000,7894.3500,1,1,2026-08-24T00:00:00.000
5756,20260622,184,112,278,4,471,204,8,5,29.3000,29.3000,29.3000,7895.7200,1,1,2026-08-24T00:00:00.000
5757,20260705,289,343,194,407,181,433,9,6,30.0000,30.0000,30.0000,7897.0900,1,1,2026-08-24T00:00:00.000
5758,20260806,284,38,260,246,257,141,8,5,30.7000,30.7000,30.7000,7898.4600,1,1,2026-08-24T00:00:00.000
5759,20260815,317,280,419,383,228,94,4,5,31.4000,31.4000,31.4000,7899.8300,1,1,2026-08-24T00:00:00.000
5760,20260817,490,278,470,32,51,56,10,2,32.1000,32.1000,32.1000,7901.2000,1,1,2026-08-24T00:00:00.000
5761,20260809,407,332,99,260,166,158,6,4,32.8000,32.8000,32.8000,7902.5700,1,1,2026-08-24T00:00:00.000
5762,20260804,497,199,332,335,82,87,5,6,33.5000,33.5000,33.5000,7903.9400,1,1,2026-08-24T00:00:00.000
5763,20260614,32,45,330,-1,-1,-1,10,4,34.2000,34.2000,34.2000,7905.3100,1,1,2026-08-24T00:00:00.000
5764,20260730,339,253,216,181,21,363,6,5,34.9000,34.9000,34.9000,7906.6800,1,1,2026-08-24T00:00:00.000
5765,20260721,237,302,30,445,373,470,5,4,35.6000,35.6000,35.6000,7908.0500,1,1,2026-08-24T00:00:00.000
5766,20260730,73,292,93,159,31,48,9,4,36.3000,36.3000,36.3000,7909.4200,1,1,2026-08-24T00:00:00.000
5767,20260817,320,186,154,294,92,115,7,1,37.0000,37.0000,37.0000,7910.7900,1,1,2026-08-24T00:00:00.000
5768,20260620,356,141,56,9,398,10,10,6,37.7000,37.7000,37.7000,7912.1600,1,1,2026-08-24T00:00:00.000
5769,20260630,189,268,307,151,155,328,4,2,38.4000,38.4000,38.4000,7913.5300,1,1,2026-08-24T00:00:00.000
5770,20260815,224,183,140,433,454,94,9,5,39.1000,39.1000,39.1000,7914.9000,1,1,2026-08-24T00:00:00.000
5771,20260809,320,110,88,408,147,411,10,1,39.8000,39.8000,39.8000,7916.2700,1,1,2026-08-24T00:00:00.000
5772,20260626,206,252,231,176,415,1,6,3,40.5000,40.5000,40.5000,7917.6400,1,1,2026-08-24T00:00:00.000
5773,20260623,223,217,278,50,124,499,1,1,41.2000,41.2000,41.2000,7919.0100,1,1,2026-08-24T00:00:00.000
5774,20260821,188,28,49,462,196,353,5,1,41.9000,41.9000,41.9000,7920.3800,1,1,2026-08-24T00:00:00.000
5775,20260720,443,108,486,121,315,177,2,7,42.6000,42.6000,42.6000,7921.7500,1,1,2026-08-24T00:00:00.000
5776,20260701,500,77,113,182,23,375,2,7,43.3000,43.3000,43.3000,7923.1200,1,1,2026-08-24T00:00:00.000
5777,20260709,232,323,26,300,441,203,2,7,44.0000,44.0000,44.0000,7924.4900,1,1,2026-08-24T00:00:00.000
5778,20260724,31,179,498,287,465,92,1,4,44.7000,44.7000,44.7000,7925.8600,1,1,2026-08-24T00:00:00.000
5779,20260706,330,185,213,158,214,62,3,4,45.4000,45.4000,45.4000,7927.2300,1,1,2026-08-24T00:00:00.000
5780,20260630,59,53,207,-1,-1,-1,4,4,46.1000,46.1000,46.1000,7928.6000,1,1,2026-08-24T00:00:00.000
5781,20260707,25,208,450,403,229,159,6,2,46.8000,46.8000,46.8000,7929.9700,1,1,2026-08-24T00:00:00.000
5782,20260605,114,120,491,265,263,128,6,6,47.5000,47.5000,47.5000,7931.3400,1,1,2026-08-24T00:00:00.000
5783,20260601,360,315,264,239,96,466,7,5,48.2000,48.2000,48.2000,7932.7100,1,1,2026-08-24T00:00:00.000
5784,20260814,332,175,232,490,12,8,10,4,48.9000,48.9000,48.9000,7934.0800,1,1,2026-08-24T00:00:00.000
5785,20260725,499,300,245,18,249,228,2,2,49.6000,49.6000,49.6000,7935.4500,1,1,2026-08-24T00:00:00.000
5786,20260615,373,323,13,460,442,193,1,4,50.3000,50.3000,50.3000,7936.8200,1,1,2026-08-24T00:00:00.000
5787,20260528,102,82,320,295,413,123,6,7,51.0000,51.0000,51.0000,7938.1900,1,1,2026-08-24T00:00:00.000
5788,20260731,7,164,179,465,114,451,5,6,51.7000,51.7000,51.7000,7939.5600,1,1,2026-08-24T00:00:00.000
5789,20260725,48,124,215,5,378,227,9,6,52.4000,52.4000,52.4000,7940.9300,1,1,2026-08-24T00:00:00.000
5790,20260801,148,298,408,21,462,475,4,4,53.1000,53.1000,53.1000,7942.3000,1,1,2026-08-24T00:00:00.000
5791,20260726,354,105,415,435,370,369,4,5,53.8000,53.8000,53.8000,7943.6700,1,1,2026-08-24T00:00:00.000
5792,20260802,458,244,398,47,458,174,9,1,54.5000,54.5000,54.5000,7945.0400,1,1,2026-08-24T00:00:00.000
5793,20260814,28,152,236,315,399,90,3,6,55.2000,55.2000,55.2000,7946.4100,1,1,2026-08-24T00:00:00.000
5794,20260727,211,55,482,276,161,50,1,5,55.9000,55.9000,55.9000,7947.7800,1,1,2026-08-24T00:00:00.000
5795,20260808,331,176,468,47,490,177,5,7,56.6000,56.6000,56.6000,7949.1500,1,1,2026-08-24T00:00:00.000
5796,20260820,376,315,244,31,403,221,9,4,57.3000,57.3000,57.3000,7950.5200,1,1,2026-08-24T00:00:00.000
5797,20260721,465,25,343,-1,-1,-1,8,6,58.0000,58.0000,58.0000,7951.8900,1,1,2026-08-24T00:00:00.000
5798,20260529,369,203,311,266,177,290,1,2,58.7000,58.7000,58.7000,7953.2600,1,1,2026-08-24T00:00:00.000
5799,20260619,426,143,311,364,229,184,8,4,59.4000,59.4000,59.4000,7954.6300,1,1,2026-08-24T00:00:00.000
5800,20260817,203,271,117,84,37,351,6,3,60.1000,60.1000,60.1000,7956.0000,1,1,2026-08-24T00:00:00.000
5801,20260817,295,224,394,228,381,440,6,4,60.8000,60.8000,60.8000,7957.3700,1,1,2026-08-24T00:00:00.000
5802,20260627,14,105,465,163,435,377,8,5,61.5000,61.5000,61.5000,7958.7400,1,1,2026-08-24T00:00:00.000
5803,20260621,336,297,289,232,72,346,7,2,62.2000,62.2000,62.2000,7960.1100,1,1,2026-08-24T00:00:00.000
5804,20260618,76,155,221,102,375,297,5,2,62.9000,62.9000,62.9000,7961.4800,1,1,2026-08-24T00:00:00.000
5805,20260602,138,308,115,364,99,306,9,6,63.6000,63.6000,63.6000,7962.8500,1,1,2026-08-24T00:00:00.000
5806,20260621,171,122,116,108,381,338,1,3,64.3000,64.3000,64.3000,7964.2200,1,1,2026-08-24T00:00:00.000
5807,20260623,34,4,408,155,449,336,7,3,65.0000,65.0000,65.0000,7965.5900,1,1,2026-08-24T00:00:00.000
5808,20260810,408,194,331,152,4,342,3,5,65.7000,65.7000,65.7000,7966.9600,1,1,2026-08-24T00:00:00.000
5809,20260612,269,62,484,249,175,59,10,5,66.4000,66.4000,66.4000,7968.3300,1,1,2026-08-24T00:00:00.000
5810,20260714,252,158,328,44,7,95,1,5,67.1000,67.1000,67.1000,7969.7000,1,1,2026-08-24T00:00:00.000
5811,20260723,318,68,192,149,234,25,1,7,67.8000,67.8000,67.8000,7971.0700,1,1,2026-08-24T00:00:00.000
5812,20260705,59,45,84,475,232,462,8,1,68.5000,68.5000,68.5000,7972.4400,1,1,2026-08-24T00:00:00.000
5813,20260701,355,238,407,24,426,450,3,4,69.2000,69.2000,69.2000,7973.8100,1,1,2026-08-24T00:00:00.000
5814,20260527,102,93,493,-1,-1,-1,7,1,69.9000,69.9000,69.9000,7975.1800,1,1,2026-08-24T00:00:00.000
