PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
3115,20260818,20260714,20260618,34740,283,84,22,241,130,2,5,5,PGR003115,3115,180.6000,180.6000,180.6000,4277.5500,1,1,2026-08-24T00:00:00.000
3116,20260723,20260713,20260704,3900,179,33,69,42,179,4,1,4,PGR003116,3116,181.3000,181.3000,181.3000,4278.9200,1,1,2026-08-24T00:00:00.000
3117,20260606,20260806,20260611,13500,3,291,105,137,488,3,6,3,PGR003117,3117,182.0000,182.0000,182.0000,4280.2900,1,1,2026-08-24T00:00:00.000
3118,20260715,20260531,20260707,13440,4,285,243,290,157,8,7,5,PGR003118,3118,182.7000,182.7000,182.7000,4281.6600,1,1,2026-08-24T00:00:00.000
3119,20260629,20260820,20260713,47700,419,491,71,136,304,5,2,5,PGR003119,3119,183.4000,183.4000,183.4000,4283.0300,1,1,2026-08-24T00:00:00.000
3120,20260614,20260817,20260808,38700,405,364,239,158,444,7,4,3,PGR003120,3120,184.1000,184.1000,184.1000,4284.4000,1,1,2026-08-24T00:00:00.000
3121,20260601,20260611,20260808,75180,183,492,429,50,469,7,5,1,PGR003121,3121,184.8000,184.8000,184.8000,4285.7700,1,1,2026-08-24T00:00:00.000
3122,20260608,20260824,20260823,29640,270,232,280,75,130,7,7,1,PGR003122,3122,185.5000,185.5000,185.5000,4287.1400,1,1,2026-08-24T00:00:00.000
3123,20260815,20260702,20260708,61860,71,152,78,97,7,3,7,5,PGR003123,3123,186.2000,186.2000,186.2000,4288.5100,1,1,2026-08-24T00:00:00.000
3124,20260603,20260819,20260730,32760,276,431,351,124,111,8,7,2,PGR003124,3124,186.9000,186.9000,186.9000,4289.8800,1,1,2026-08-24T00:00:00.000
3125,20260613,20260612,20260802,53460,121,117,404,221,90,3,7,4,PGR003125,3125,187.6000,187.6000,187.6000,4291.2500,1,1,2026-08-24T00:00:00.000
3126,20260630,20260602,20260624,47340,387,25,426,349,220,3,2,1,PGR003126,3126,188.3000,188.3000,188.3000,4292.6200,1,1,2026-08-24T00:00:00.000
3127,20260630,20260707,20260704,76800,185,100,296,174,43,3,6,5,PGR003127,3127,189.0000,189.0000,189.0000,4293.9900,1,1,2026-08-24T00:00:00.000
3128,20260629,20260530,20260606,58260,260,195,-1,156,-1,5,5,3,PGR003128,3128,189.7000,189.7000,189.7000,4295.3600,1,1,2026-08-24T00:00:00.000
3129,20260710,20260806,20260724,60,163,442,30,174,206,6,5,4,PGR003129,3129,190.4000,190.4000,190.4000,4296.7300,1,1,2026-08-24T00:00:00.000
3130,20260721,20260803,20260730,44340,282,282,82,34,283,5,7,5,PGR003130,3130,191.1000,191.1000,191.1000,4298.1000,1,1,2026-08-24T00:00:00.000
3131,20260724,20260528,20260619,78960,295,90,371,101,133,4,5,5,PGR003131,3131,191.8000,191.8000,191.8000,4299.4700,1,1,2026-08-24T00:00:00.000
3132,20260717,20260614,20260710,56760,312,271,20,263,355,8,4,1,PGR003132,3132,192.5000,192.5000,192.5000,4300.8400,1,1,2026-08-24T00:00:00.000
3133,20260819,20260729,20260703,85500,239,76,64,210,148,7,6,3,PGR003133,3133,193.2000,193.2000,193.2000,4302.2100,1,1,2026-08-24T00:00:00.000
3134,20260628,20260624,20260711,30060,332,405,157,80,474,1,3,4,PGR003134,3134,193.9000,193.9000,193.9000,4303.5800,1,1,2026-08-24T00:00:00.000
3135,20260707,20260815,20260810,60900,18,105,211,249,21,8,4,3,PGR003135,3135,194.6000,194.6000,194.6000,4304.9500,1,1,2026-08-24T00:00:00.000
3136,20260605,20260706,20260815,21840,150,449,354,281,109,1,5,2,PGR003136,3136,195.3000,195.3000,195.3000,4306.3200,1,1,2026-08-24T00:00:00.000
3137,20260615,20260824,20260805,2820,460,272,254,126,238,3,6,4,PGR003137,3137,196.0000,196.0000,196.0000,4307.6900,1,1,2026-08-24T00:00:00.000
3138,20260713,20260729,20260602,68880,441,111,385,253,142,6,7,2,PGR003138,3138,196.7000,196.7000,196.7000,4309.0600,1,1,2026-08-24T00:00:00.000
3139,20260729,20260817,20260707,80580,42,266,64,298,290,2,4,2,PGR003139,3139,197.4000,197.4000,197.4000,4310.4300,1,1,2026-08-24T00:00:00.000
3140,20260724,20260621,20260704,5340,397,373,383,9,452,7,1,3,PGR003140,3140,198.1000,198.1000,198.1000,4311.8000,1,1,2026-08-24T00:00:00.000
3141,20260817,20260620,20260729,21600,208,130,65,234,122,5,3,2,PGR003141,3141,198.8000,198.8000,198.8000,4313.1700,1,1,2026-08-24T00:00:00.000
3142,20260624,20260603,20260720,26580,451,25,346,162,340,5,6,1,PGR003142,3142,199.5000,199.5000,199.5000,4314.5400,1,1,2026-08-24T00:00:00.000
3143,20260625,20260628,20260807,81900,213,322,14,8,231,2,5,3,PGR003143,3143,200.2000,200.2000,200.2000,4315.9100,1,1,2026-08-24T00:00:00.000
3144,20260722,20260616,20260816,26820,117,135,319,225,470,6,2,3,PGR003144,3144,200.9000,200.9000,200.9000,4317.2800,1,1,2026-08-24T00:00:00.000
3145,20260714,20260620,20260723,79200,142,124,-1,22,-1,4,5,4,PGR003145,3145,201.6000,201.6000,201.6000,4318.6500,1,1,2026-08-24T00:00:00.000
3146,20260813,20260612,20260612,36480,405,278,271,261,101,3,3,2,PGR003146,3146,202.3000,202.3000,202.3000,4320.0200,1,1,2026-08-24T00:00:00.000
3147,20260529,20260809,20260606,73860,141,35,193,238,417,7,3,1,PGR003147,3147,203.0000,203.0000,203.0000,4321.3900,1,1,2026-08-24T00:00:00.000
3148,20260701,20260728,20260706,23760,340,466,453,213,325,1,2,5,PGR003148,3148,203.7000,203.7000,203.7000,4322.7600,1,1,2026-08-24T00:00:00.000
3149,20260713,20260731,20260725,59400,42,153,391,177,172,7,6,2,PGR003149,3149,204.4000,204.4000,204.4000,4324.1300,1,1,2026-08-24T00:00:00.000
3150,20260809,20260619,20260802,16980,301,216,378,156,329,1,4,1,PGR003150,3150,205.1000,205.1000,205.1000,4325.5000,1,1,2026-08-24T00:00:00.000
3151,20260819,20260704,20260706,13140,392,464,244,239,29,4,3,1,PGR003151,3151,205.8000,205.8000,205.8000,4326.8700,1,1,2026-08-24T00:00:00.000
3152,20260814,20260718,20260604,57300,170,240,131,198,59,4,6,2,PGR003152,3152,206.5000,206.5000,206.5000,4328.2400,1,1,2026-08-24T00:00:00.000
3153,20260607,20260622,20260703,19380,435,228,383,267,163,8,1,3,PGR003153,3153,207.2000,207.2000,207.2000,4329.6100,1,1,2026-08-24T00:00:00.000
3154,20260619,20260805,20260705,33240,246,70,163,163,15,5,1,3,PGR003154,3154,207.9000,207.9000,207.9000,4330.9800,1,1,2026-08-24T00:00:00.000
3155,20260808,20260816,20260818,70860,204,118,45,193,316,7,3,2,PGR003155,3155,208.6000,208.6000,208.6000,4332.3500,1,1,2026-08-24T00:00:00.000
3156,20260630,20260708,20260814,3000,480,323,419,60,145,4,1,4,PGR003156,3156,209.3000,209.3000,209.3000,4333.7200,1,1,2026-08-24T00:00:00.000
3157,20260820,20260716,20260818,39660,455,404,193,269,40,1,7,2,PGR003157,3157,210.0000,210.0000,210.0000,4335.0900,1,1,2026-08-24T00:00:00.000
3158,20260703,20260624,20260721,120,135,318,247,52,163,2,6,1,PGR003158,3158,210.7000,210.7000,210.7000,4336.4600,1,1,2026-08-24T00:00:00.000
3159,20260727,20260703,20260607,24360,186,391,239,66,466,4,5,1,PGR003159,3159,211.4000,211.4000,211.4000,4337.8300,1,1,2026-08-24T00:00:00.000
3160,20260721,20260722,20260602,54420,290,9,223,209,327,7,5,3,PGR003160,3160,212.1000,212.1000,212.1000,4339.2000,1,1,2026-08-24T00:00:00.000
3161,20260805,20260824,20260713,71760,444,76,44,300,397,6,7,2,PGR003161,3161,212.8000,212.8000,212.8000,4340.5700,1,1,2026-08-24T00:00:00.000
3162,20260815,20260619,20260706,65580,181,100,-1,6,-1,4,5,3,PGR003162,3162,213.5000,213.5000,213.5000,4341.9400,1,1,2026-08-24T00:00:00.000
3163,20260716,20260629,20260611,11280,67,175,122,265,401,5,5,1,PGR003163,3163,214.2000,214.2000,214.2000,4343.3100,1,1,2026-08-24T00:00:00.000
3164,20260824,20260810,20260616,30720,451,42,486,115,238,8,1,2,PGR003164,3164,214.9000,214.9000,214.9000,4344.6800,1,1,2026-08-24T00:00:00.000
3165,20260703,20260625,20260722,32220,79,412,108,213,401,2,4,3,PGR003165,3165,215.6000,215.6000,215.6000,4346.0500,1,1,2026-08-24T00:00:00.000
3166,20260619,20260619,20260626,51960,120,347,52,35,406,8,4,3,PGR003166,3166,216.3000,216.3000,216.3000,4347.4200,1,1,2026-08-24T00:00:00.000
3167,20260616,20260812,20260621,33300,435,374,90,44,393,8,2,3,PGR003167,3167,217.0000,217.0000,217.0000,4348.7900,1,1,2026-08-24T00:00:00.000
3168,20260710,20260723,20260617,10200,395,68,241,137,442,6,3,5,PGR003168,3168,217.7000,217.7000,217.7000,4350.1600,1,1,2026-08-24T00:00:00.000
3169,20260714,20260615,20260703,26820,74,331,451,253,52,8,1,3,PGR003169,3169,218.4000,218.4000,218.4000,4351.5300,1,1,2026-08-24T00:00:00.000
3170,20260528,20260821,20260808,68160,70,273,193,207,294,3,5,1,PGR003170,3170,219.1000,219.1000,219.1000,4352.9000,1,1,2026-08-24T00:00:00.000
3171,20260721,20260605,20260814,82020,305,36,6,88,121,8,2,3,PGR003171,3171,219.8000,219.8000,219.8000,4354.2700,1,1,2026-08-24T00:00:00.000
3172,20260630,20260804,20260627,79380,365,229,389,21,139,1,3,1,PGR003172,3172,220.5000,220.5000,220.5000,4355.6400,1,1,2026-08-24T00:00:00.000
3173,20260629,20260811,20260721,72720,381,81,395,331,117,7,1,3,PGR003173,3173,221.2000,221.2000,221.2000,4357.0100,1,1,2026-08-24T00:00:00.000
3174,20260803,20260701,20260612,24900,281,294,317,63,187,4,1,3,PGR003174,3174,221.9000,221.9000,221.9000,4358.3800,1,1,2026-08-24T00:00:00.000
3175,20260813,20260808,20260722,44640,168,433,163,256,245,3,4,3,PGR003175,3175,222.6000,222.6000,222.6000,4359.7500,1,1,2026-08-24T00:00:00.000
3176,20260705,20260730,20260725,37080,440,220,359,349,258,8,2,1,PGR003176,3176,223.3000,223.3000,223.3000,4361.1200,1,1,2026-08-24T00:00:00.000
3177,20260816,20260701,20260824,75360,170,283,224,28,118,6,5,3,PGR003177,3177,224.0000,224.0000,224.0000,4362.4900,1,1,2026-08-24T00:00:00.000
3178,20260603,20260823,20260720,35820,219,37,276,212,3,7,4,3,PGR003178,3178,224.7000,224.7000,224.7000,4363.8600,1,1,2026-08-24T00:00:00.000
3179,20260530,20260703,20260708,64440,264,355,-1,277,-1,8,7,4,PGR003179,3179,225.4000,225.4000,225.4000,4365.2300,1,1,2026-08-24T00:00:00.000
3180,20260806,20260601,20260805,14700,403,243,226,60,415,2,2,2,PGR003180,3180,226.1000,226.1000,226.1000,4366.6000,1,1,2026-08-24T00:00:00.000
3181,20260619,20260802,20260527,60000,134,129,9,238,412,5,7,5,PGR003181,3181,226.8000,226.8000,226.8000,4367.9700,1,1,2026-08-24T00:00:00.000
3182,20260718,20260726,20260708,46860,362,396,445,132,212,6,6,4,PGR003182,3182,227.5000,227.5000,227.5000,4369.3400,1,1,2026-08-24T00:00:00.000
3183,20260719,20260701,20260531,63180,228,251,199,247,148,7,5,5,PGR003183,3183,228.2000,228.2000,228.2000,4370.7100,1,1,2026-08-24T00:00:00.000
3184,20260813,20260628,20260608,49980,284,332,478,2,207,7,5,1,PGR003184,3184,228.9000,228.9000,228.9000,4372.0800,1,1,2026-08-24T00:00:00.000
3185,20260713,20260710,20260724,52020,3,412,226,199,237,3,2,4,PGR003185,3185,229.6000,229.6000,229.6000,4373.4500,1,1,2026-08-24T00:00:00.000
3186,20260622,20260703,20260527,9360,268,183,295,105,284,8,6,4,PGR003186,3186,230.3000,230.3000,230.3000,4374.8200,1,1,2026-08-24T00:00:00.000
3187,20260702,20260630,20260613,19380,102,39,114,350,162,3,1,4,PGR003187,3187,231.0000,231.0000,231.0000,4376.1900,1,1,2026-08-24T00:00:00.000
3188,20260626,20260609,20260701,22920,373,244,218,206,77,8,3,2,PGR003188,3188,231.7000,231.7000,231.7000,4377.5600,1,1,2026-08-24T00:00:00.000
3189,20260808,20260809,20260725,15360,39,207,24,188,281,3,6,5,PGR003189,3189,232.4000,232.4000,232.4000,4378.9300,1,1,2026-08-24T00:00:00.000
3190,20260819,20260615,20260710,62160,113,175,63,332,364,1,2,5,PGR003190,3190,233.1000,233.1000,233.1000,4380.3000,1,1,2026-08-24T00:00:00.000
3191,20260618,20260715,20260727,46860,49,298,141,178,107,1,1,2,PGR003191,3191,233.8000,233.8000,233.8000,4381.6700,1,1,2026-08-24T00:00:00.000
3192,20260814,20260819,20260706,64920,318,245,290,31,408,1,1,4,PGR003192,3192,234.5000,234.5000,234.5000,4383.0400,1,1,2026-08-24T00:00:00.000
3193,20260620,20260621,20260610,5580,321,181,377,331,176,4,1,3,PGR003193,3193,235.2000,235.2000,235.2000,4384.4100,1,1,2026-08-24T00:00:00.000
3194,20260627,20260713,20260624,68640,379,102,133,331,154,7,4,3,PGR003194,3194,235.9000,235.9000,235.9000,4385.7800,1,1,2026-08-24T00:00:00.000
3195,20260608,20260624,20260803,35520,347,199,31,149,36,3,5,2,PGR003195,3195,236.6000,236.6000,236.6000,4387.1500,1,1,2026-08-24T00:00:00.000
3196,20260821,20260803,20260608,52380,145,162,-1,106,-1,2,6,5,PGR003196,3196,237.3000,237.3000,237.3000,4388.5200,1,1,2026-08-24T00:00:00.000
3197,20260721,20260727,20260718,35160,42,487,280,279,207,3,1,1,PGR003197,3197,238.0000,238.0000,238.0000,4389.8900,1,1,2026-08-24T00:00:00.000
3198,20260819,20260531,20260724,60600,430,185,178,23,9,3,4,4,PGR003198,3198,238.7000,238.7000,238.7000,4391.2600,1,1,2026-08-24T00:00:00.000
3199,20260710,20260620,20260623,76080,158,144,46,153,463,3,5,4,PGR003199,3199,239.4000,239.4000,239.4000,4392.6300,1,1,2026-08-24T00:00:00.000
3200,20260607,20260729,20260801,46980,270,33,219,187,32,7,4,1,PGR003200,3200,240.1000,240.1000,240.1000,4394.0000,1,1,2026-08-24T00:00:00.000
3201,20260601,20260614,20260815,64500,8,424,166,17,139,6,6,5,PGR003201,3201,240.8000,240.8000,240.8000,4395.3700,1,1,2026-08-24T00:00:00.000
3202,20260703,20260528,20260819,47100,442,75,222,237,150,2,7,2,PGR003202,3202,241.5000,241.5000,241.5000,4396.7400,1,1,2026-08-24T00:00:00.000
3203,20260528,20260608,20260611,24480,42,223,479,241,72,4,1,2,PGR003203,3203,242.2000,242.2000,242.2000,4398.1100,1,1,2026-08-24T00:00:00.000
3204,20260701,20260717,20260808,57780,153,401,198,289,116,5,1,4,PGR003204,3204,242.9000,242.9000,242.9000,4399.4800,1,1,2026-08-24T00:00:00.000
3205,20260702,20260614,20260621,29760,451,402,351,23,59,4,3,1,PGR003205,3205,243.6000,243.6000,243.6000,4400.8500,1,1,2026-08-24T00:00:00.000
3206,20260620,20260730,20260715,47100,227,437,172,268,185,6,3,1,PGR003206,3206,244.3000,244.3000,244.3000,4402.2200,1,1,2026-08-24T00:00:00.000
3207,20260710,20260731,20260628,64560,264,290,279,228,33,5,7,1,PGR003207,3207,245.0000,245.0000,245.0000,4403.5900,1,1,2026-08-24T00:00:00.000
3208,20260803,20260618,20260803,43080,249,277,399,139,343,8,5,5,PGR003208,3208,245.7000,245.7000,245.7000,4404.9600,1,1,2026-08-24T00:00:00.000
3209,20260807,20260701,20260720,85740,157,231,115,271,131,3,2,2,PGR003209,3209,246.4000,246.4000,246.4000,4406.3300,1,1,2026-08-24T00:00:00.000
3210,20260803,20260823,20260817,84000,34,424,398,67,294,7,7,3,PGR003210,3210,247.1000,247.1000,247.1000,4407.7000,1,1,2026-08-24T00:00:00.000
3211,20260608,20260804,20260731,6720,190,123,131,118,96,8,7,3,PGR003211,3211,247.8000,247.8000,247.8000,4409.0700,1,1,2026-08-24T00:00:00.000
3212,20260602,20260714,20260729,82980,409,81,154,269,340,5,4,5,PGR003212,3212,248.5000,248.5000,248.5000,4410.4400,1,1,2026-08-24T00:00:00.000
3213,20260623,20260713,20260810,54120,52,30,-1,201,-1,1,4,4,PGR003213,3213,249.2000,249.2000,249.2000,4411.8100,1,1,2026-08-24T00:00:00.000
3214,20260617,20260824,20260629,8520,390,382,3,142,461,1,3,2,PGR003214,3214,249.9000,249.9000,249.9000,4413.1800,1,1,2026-08-24T00:00:00.000
3215,20260530,20260712,20260604,26700,489,68,436,80,31,5,3,5,PGR003215,3215,250.6000,250.6000,250.6000,4414.5500,1,1,2026-08-24T00:00:00.000
3216,20260719,20260819,20260623,26220,211,107,324,70,419,6,4,3,PGR003216,3216,251.3000,251.3000,251.3000,4415.9200,1,1,2026-08-24T00:00:00.000
3217,20260702,20260624,20260813,21600,409,99,275,26,420,2,2,2,PGR003217,3217,252.0000,252.0000,252.0000,4417.2900,1,1,2026-08-24T00:00:00.000
3218,20260807,20260714,20260705,26400,334,248,82,12,357,6,7,3,PGR003218,3218,252.7000,252.7000,252.7000,4418.6600,1,1,2026-08-24T00:00:00.000
3219,20260626,20260816,20260616,71040,352,167,465,112,442,1,2,2,PGR003219,3219,253.4000,253.4000,253.4000,4420.0300,1,1,2026-08-24T00:00:00.000
3220,20260703,20260808,20260802,12000,54,259,254,251,186,8,1,1,PGR003220,3220,254.1000,254.1000,254.1000,4421.4000,1,1,2026-08-24T00:00:00.000
3221,20260613,20260613,20260605,21720,99,164,316,216,92,4,2,5,PGR003221,3221,254.8000,254.8000,254.8000,4422.7700,1,1,2026-08-24T00:00:00.000
3222,20260726,20260624,20260613,75300,130,87,111,158,190,1,5,3,PGR003222,3222,255.5000,255.5000,255.5000,4424.1400,1,1,2026-08-24T00:00:00.000
3223,20260614,20260727,20260723,69780,288,285,439,343,492,5,2,1,PGR003223,3223,256.2000,256.2000,256.2000,4425.5100,1,1,2026-08-24T00:00:00.000
3224,20260823,20260723,20260625,31440,250,220,496,154,330,4,5,2,PGR003224,3224,256.9000,256.9000,256.9000,4426.8800,1,1,2026-08-24T00:00:00.000
3225,20260805,20260813,20260807,25320,140,48,453,123,58,1,6,5,PGR003225,3225,257.6000,257.6000,257.6000,4428.2500,1,1,2026-08-24T00:00:00.000
3226,20260630,20260616,20260630,61800,443,432,310,160,335,8,5,1,PGR003226,3226,258.3000,258.3000,258.3000,4429.6200,1,1,2026-08-24T00:00:00.000
3227,20260719,20260724,20260612,35220,301,403,44,4,446,6,7,4,PGR003227,3227,259.0000,259.0000,259.0000,4430.9900,1,1,2026-08-24T00:00:00.000
3228,20260811,20260527,20260822,45720,103,211,247,268,56,4,1,2,PGR003228,3228,259.7000,259.7000,259.7000,4432.3600,1,1,2026-08-24T00:00:00.000
3229,20260822,20260614,20260822,80160,267,342,483,253,123,5,6,2,PGR003229,3229,260.4000,260.4000,260.4000,4433.7300,1,1,2026-08-24T00:00:00.000
3230,20260823,20260718,20260715,20520,267,33,-1,44,-1,2,5,2,PGR003230,3230,261.1000,261.1000,261.1000,4435.1000,1,1,2026-08-24T00:00:00.000
3231,20260704,20260608,20260607,24060,207,446,439,328,360,7,3,4,PGR003231,3231,261.8000,261.8000,261.8000,4436.4700,1,1,2026-08-24T00:00:00.000
3232,20260619,20260806,20260530,55440,404,290,341,171,439,6,5,1,PGR003232,3232,262.5000,262.5000,262.5000,4437.8400,1,1,2026-08-24T00:00:00.000
3233,20260603,20260527,20260725,46920,335,159,191,287,261,5,2,1,PGR003233,3233,263.2000,263.2000,263.2000,4439.2100,1,1,2026-08-24T00:00:00.000
3234,20260819,20260820,20260731,74340,446,429,467,331,480,1,5,2,PGR003234,3234,263.9000,263.9000,263.9000,4440.5800,1,1,2026-08-24T00:00:00.000
3235,20260626,20260616,20260730,80160,454,313,175,3,469,3,5,2,PGR003235,3235,264.6000,264.6000,264.6000,4441.9500,1,1,2026-08-24T00:00:00.000
3236,20260720,20260630,20260817,24600,43,71,45,47,69,5,1,5,PGR003236,3236,265.3000,265.3000,265.3000,4443.3200,1,1,2026-08-24T00:00:00.000
3237,20260807,20260625,20260801,25740,397,279,172,207,246,4,2,3,PGR003237,3237,266.0000,266.0000,266.0000,4444.6900,1,1,2026-08-24T00:00:00.000
3238,20260824,20260624,20260704,66420,442,130,295,90,152,4,3,4,PGR003238,3238,266.7000,266.7000,266.7000,4446.0600,1,1,2026-08-24T00:00:00.000
3239,20260626,20260610,20260819,11400,452,266,378,316,367,4,4,4,PGR003239,3239,267.4000,267.4000,267.4000,4447.4300,1,1,2026-08-24T00:00:00.000
3240,20260605,20260602,20260819,82860,319,494,90,321,249,1,5,2,PGR003240,3240,268.1000,268.1000,268.1000,4448.8000,1,1,2026-08-24T00:00:00.000
3241,20260726,20260818,20260725,47820,404,149,71,97,134,2,1,3,PGR003241,3241,268.8000,268.8000,268.8000,4450.1700,1,1,2026-08-24T00:00:00.000
3242,20260616,20260801,20260729,30960,328,309,372,153,324,3,2,1,PGR003242,3242,269.5000,269.5000,269.5000,4451.5400,1,1,2026-08-24T00:00:00.000
3243,20260711,20260802,20260628,75300,115,247,181,329,184,1,6,1,PGR003243,3243,270.2000,270.2000,270.2000,4452.9100,1,1,2026-08-24T00:00:00.000
3244,20260527,20260612,20260813,31200,184,390,222,230,267,2,4,3,PGR003244,3244,270.9000,270.9000,270.9000,4454.2800,1,1,2026-08-24T00:00:00.000
3245,20260601,20260622,20260717,34020,294,459,124,37,77,7,3,2,PGR003245,3245,271.6000,271.6000,271.6000,4455.6500,1,1,2026-08-24T00:00:00.000
3246,20260616,20260716,20260605,7860,435,228,281,27,212,5,3,4,PGR003246,3246,272.3000,272.3000,272.3000,4457.0200,1,1,2026-08-24T00:00:00.000
3247,20260806,20260531,20260806,76980,18,411,-1,260,-1,7,1,5,PGR003247,3247,273.0000,273.0000,273.0000,4458.3900,1,1,2026-08-24T00:00:00.000
3248,20260529,20260807,20260702,54000,216,62,342,236,246,3,7,1,PGR003248,3248,273.7000,273.7000,273.7000,4459.7600,1,1,2026-08-24T00:00:00.000
3249,20260618,20260722,20260813,34380,403,265,299,311,233,7,1,5,PGR003249,3249,274.4000,274.4000,274.4000,4461.1300,1,1,2026-08-24T00:00:00.000
3250,20260531,20260816,20260807,34020,221,240,57,37,254,4,5,3,PGR003250,3250,275.1000,275.1000,275.1000,4462.5000,1,1,2026-08-24T00:00:00.000
3251,20260619,20260601,20260822,3480,350,119,99,244,144,7,7,5,PGR003251,3251,275.8000,275.8000,275.8000,4463.8700,1,1,2026-08-24T00:00:00.000
3252,20260822,20260614,20260820,83280,51,230,140,234,123,4,3,2,PGR003252,3252,276.5000,276.5000,276.5000,4465.2400,1,1,2026-08-24T00:00:00.000
3253,20260602,20260616,20260821,7200,340,63,399,210,480,6,5,4,PGR003253,3253,277.2000,277.2000,277.2000,4466.6100,1,1,2026-08-24T00:00:00.000
3254,20260723,20260728,20260610,37740,467,205,401,37,422,1,3,2,PGR003254,3254,277.9000,277.9000,277.9000,4467.9800,1,1,2026-08-24T00:00:00.000
3255,20260801,20260722,20260728,76320,480,158,333,170,344,3,3,2,PGR003255,3255,278.6000,278.6000,278.6000,4469.3500,1,1,2026-08-24T00:00:00.000
3256,20260705,20260623,20260822,58500,210,204,129,36,168,8,2,1,PGR003256,3256,279.3000,279.3000,279.3000,4470.7200,1,1,2026-08-24T00:00:00.000
3257,20260719,20260804,20260608,13740,108,383,22,243,362,2,1,2,PGR003257,3257,280.0000,280.0000,280.0000,4472.0900,1,1,2026-08-24T00:00:00.000
3258,20260614,20260610,20260614,20100,82,64,336,282,468,8,7,2,PGR003258,3258,280.7000,280.7000,280.7000,4473.4600,1,1,2026-08-24T00:00:00.000
3259,20260708,20260711,20260715,25500,162,271,104,283,344,5,7,5,PGR003259,3259,281.4000,281.4000,281.4000,4474.8300,1,1,2026-08-24T00:00:00.000
3260,20260619,20260724,20260822,53880,108,442,307,264,450,7,4,3,PGR003260,3260,282.1000,282.1000,282.1000,4476.2000,1,1,2026-08-24T00:00:00.000
3261,20260824,20260614,20260809,9300,367,386,411,156,56,6,4,4,PGR003261,3261,282.8000,282.8000,282.8000,4477.5700,1,1,2026-08-24T00:00:00.000
3262,20260810,20260808,20260628,62580,306,149,435,110,185,4,7,4,PGR003262,3262,283.5000,283.5000,283.5000,4478.9400,1,1,2026-08-24T00:00:00.000
3263,20260731,20260702,20260708,5400,177,450,193,37,223,1,5,3,PGR003263,3263,284.2000,284.2000,284.2000,4480.3100,1,1,2026-08-24T00:00:00.000
3264,20260811,20260616,20260803,23520,471,49,-1,118,-1,7,1,3,PGR003264,3264,284.9000,284.9000,284.9000,4481.6800,1,1,2026-08-24T00:00:00.000
3265,20260623,20260707,20260815,61980,480,18,102,217,153,6,4,5,PGR003265,3265,285.6000,285.6000,285.6000,4483.0500,1,1,2026-08-24T00:00:00.000
3266,20260725,20260621,20260608,19320,205,210,451,147,418,5,7,4,PGR003266,3266,286.3000,286.3000,286.3000,4484.4200,1,1,2026-08-24T00:00:00.000
