PurchaseInvoiceMatchKey,InvoiceDateKey,MatchDateKey,PostingDateKey,PurchaseOrderLineKey,SupplierKey,ProductKey,CostCenterKey,PurchaseInvoiceMatchStatusKey,CurrencyKey,SupplierInvoiceNumber,SupplierInvoiceLineNumber,InvoiceQuantity,InvoiceAmount,QuantityVariance,PriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
2207,20260713,20260807,20260610,33,455,450,85,3,3,PIM002207,2207,545.0000,3033.5900,545.0000,3033.5900,1,1,2026-08-24T00:00:00.000
2208,20260702,20260804,20260802,253,399,334,171,1,5,PIM002208,2208,545.7000,3034.9600,545.7000,3034.9600,1,1,2026-08-24T00:00:00.000
2209,20260821,20260817,20260706,496,437,5,440,9,3,PIM002209,2209,546.4000,3036.3300,546.4000,3036.3300,1,1,2026-08-24T00:00:00.000
2210,20260724,20260715,20260703,491,27,-1,-1,4,4,PIM002210,2210,547.1000,3037.7000,547.1000,3037.7000,1,1,2026-08-24T00:00:00.000
2211,20260729,20260812,20260625,15,243,208,387,3,1,PIM002211,2211,547.8000,3039.0700,547.8000,3039.0700,1,1,2026-08-24T00:00:00.000
2212,20260531,20260813,20260730,325,274,345,71,2,5,PIM002212,2212,548.5000,3040.4400,548.5000,3040.4400,1,1,2026-08-24T00:00:00.000
2213,20260723,20260614,20260601,7,482,460,214,6,1,PIM002213,2213,549.2000,3041.8100,549.2000,3041.8100,1,1,2026-08-24T00:00:00.000
2214,20260614,20260717,20260810,274,498,483,241,5,2,PIM002214,2214,549.9000,3043.1800,549.9000,3043.1800,1,1,2026-08-24T00:00:00.000
2215,20260809,20260608,20260608,482,147,224,43,2,4,PIM002215,2215,550.6000,3044.5500,550.6000,3044.5500,1,1,2026-08-24T00:00:00.000
2216,20260724,20260809,20260813,485,206,239,52,5,4,PIM002216,2216,551.3000,3045.9200,551.3000,3045.9200,1,1,2026-08-24T00:00:00.000
2217,20260727,20260611,20260805,452,184,68,371,3,5,PIM002217,2217,552.0000,3047.2900,552.0000,3047.2900,1,1,2026-08-24T00:00:00.000
2218,20260531,20260611,20260625,453,500,175,266,5,3,PIM002218,2218,552.7000,3048.6600,552.7000,3048.6600,1,1,2026-08-24T00:00:00.000
2219,20260627,20260622,20260627,390,479,176,301,7,3,PIM002219,2219,553.4000,3050.0300,553.4000,3050.0300,1,1,2026-08-24T00:00:00.000
2220,20260613,20260607,20260608,47,351,385,450,6,4,PIM002220,2220,554.1000,3051.4000,554.1000,3051.4000,1,1,2026-08-24T00:00:00.000
2221,20260531,20260708,20260715,310,106,468,198,7,4,PIM002221,2221,554.8000,3052.7700,554.8000,3052.7700,1,1,2026-08-24T00:00:00.000
2222,20260729,20260725,20260720,415,183,20,444,2,4,PIM002222,2222,555.5000,3054.1400,555.5000,3054.1400,1,1,2026-08-24T00:00:00.000
2223,20260709,20260630,20260818,85,431,60,233,8,2,PIM002223,2223,556.2000,3055.5100,556.2000,3055.5100,1,1,2026-08-24T00:00:00.000
2224,20260705,20260817,20260630,99,30,286,391,8,5,PIM002224,2224,556.9000,3056.8800,556.9000,3056.8800,1,1,2026-08-24T00:00:00.000
2225,20260814,20260816,20260707,274,121,102,489,3,1,PIM002225,2225,557.6000,3058.2500,557.6000,3058.2500,1,1,2026-08-24T00:00:00.000
2226,20260804,20260625,20260619,332,297,126,390,2,2,PIM002226,2226,558.3000,3059.6200,558.3000,3059.6200,1,1,2026-08-24T00:00:00.000
2227,20260610,20260614,20260620,467,478,-1,-1,2,1,PIM002227,2227,559.0000,3060.9900,559.0000,3060.9900,1,1,2026-08-24T00:00:00.000
2228,20260725,20260820,20260810,292,394,239,334,4,4,PIM002228,2228,559.7000,3062.3600,559.7000,3062.3600,1,1,2026-08-24T00:00:00.000
2229,20260614,20260601,20260803,378,367,409,176,1,4,PIM002229,2229,560.4000,3063.7300,560.4000,3063.7300,1,1,2026-08-24T00:00:00.000
2230,20260624,20260622,20260602,365,106,407,56,5,1,PIM002230,2230,561.1000,3065.1000,561.1000,3065.1000,1,1,2026-08-24T00:00:00.000
2231,20260726,20260719,20260822,157,150,147,159,9,3,PIM002231,2231,561.8000,3066.4700,561.8000,3066.4700,1,1,2026-08-24T00:00:00.000
2232,20260530,20260822,20260623,410,56,440,265,4,4,PIM002232,2232,562.5000,3067.8400,562.5000,3067.8400,1,1,2026-08-24T00:00:00.000
2233,20260724,20260819,20260802,40,192,429,437,9,2,PIM002233,2233,563.2000,3069.2100,563.2000,3069.2100,1,1,2026-08-24T00:00:00.000
2234,20260815,20260602,20260606,408,83,258,304,1,3,PIM002234,2234,563.9000,3070.5800,563.9000,3070.5800,1,1,2026-08-24T00:00:00.000
2235,20260815,20260718,20260809,401,500,222,44,3,2,PIM002235,2235,564.6000,3071.9500,564.6000,3071.9500,1,1,2026-08-24T00:00:00.000
2236,20260814,20260705,20260815,276,405,470,159,6,3,PIM002236,2236,565.3000,3073.3200,565.3000,3073.3200,1,1,2026-08-24T00:00:00.000
2237,20260626,20260731,20260703,75,450,323,168,9,2,PIM002237,2237,566.0000,3074.6900,566.0000,3074.6900,1,1,2026-08-24T00:00:00.000
2238,20260627,20260620,20260728,467,7,69,51,9,1,PIM002238,2238,566.7000,3076.0600,566.7000,3076.0600,1,1,2026-08-24T00:00:00.000
2239,20260808,20260805,20260628,5,121,185,169,9,1,PIM002239,2239,567.4000,3077.4300,567.4000,3077.4300,1,1,2026-08-24T00:00:00.000
2240,20260618,20260719,20260628,424,266,200,486,7,1,PIM002240,2240,568.1000,3078.8000,568.1000,3078.8000,1,1,2026-08-24T00:00:00.000
2241,20260721,20260713,20260818,72,417,6,300,9,5,PIM002241,2241,568.8000,3080.1700,568.8000,3080.1700,1,1,2026-08-24T00:00:00.000
2242,20260706,20260811,20260603,456,57,458,349,4,3,PIM002242,2242,569.5000,3081.5400,569.5000,3081.5400,1,1,2026-08-24T00:00:00.000
2243,20260808,20260731,20260530,62,403,406,49,4,4,PIM002243,2243,570.2000,3082.9100,570.2000,3082.9100,1,1,2026-08-24T00:00:00.000
2244,20260625,20260705,20260724,220,413,-1,-1,7,5,PIM002244,2244,570.9000,3084.2800,570.9000,3084.2800,1,1,2026-08-24T00:00:00.000
2245,20260622,20260708,20260716,367,328,102,288,1,2,PIM002245,2245,571.6000,3085.6500,571.6000,3085.6500,1,1,2026-08-24T00:00:00.000
2246,20260603,20260706,20260618,35,73,364,119,6,1,PIM002246,2246,572.3000,3087.0200,572.3000,3087.0200,1,1,2026-08-24T00:00:00.000
2247,20260622,20260710,20260713,178,118,487,392,4,1,PIM002247,2247,573.0000,3088.3900,573.0000,3088.3900,1,1,2026-08-24T00:00:00.000
2248,20260721,20260603,20260810,157,363,479,180,5,2,PIM002248,2248,573.7000,3089.7600,573.7000,3089.7600,1,1,2026-08-24T00:00:00.000
2249,20260708,20260624,20260815,331,154,304,430,8,2,PIM002249,2249,574.4000,3091.1300,574.4000,3091.1300,1,1,2026-08-24T00:00:00.000
2250,20260704,20260720,20260611,57,294,374,418,8,5,PIM002250,2250,575.1000,3092.5000,575.1000,3092.5000,1,1,2026-08-24T00:00:00.000
2251,20260703,20260604,20260724,282,236,114,65,7,1,PIM002251,2251,575.8000,3093.8700,575.8000,3093.8700,1,1,2026-08-24T00:00:00.000
2252,20260821,20260709,20260811,103,79,126,139,5,2,PIM002252,2252,576.5000,3095.2400,576.5000,3095.2400,1,1,2026-08-24T00:00:00.000
2253,20260610,20260621,20260620,490,81,253,444,3,5,PIM002253,2253,577.2000,3096.6100,577.2000,3096.6100,1,1,2026-08-24T00:00:00.000
2254,20260623,20260709,20260615,484,103,418,365,7,5,PIM002254,2254,577.9000,3097.9800,577.9000,3097.9800,1,1,2026-08-24T00:00:00.000
2255,20260728,20260804,20260813,138,283,499,118,5,3,PIM002255,2255,578.6000,3099.3500,578.6000,3099.3500,1,1,2026-08-24T00:00:00.000
2256,20260619,20260818,20260824,43,284,93,168,8,2,PIM002256,2256,579.3000,3100.7200,579.3000,3100.7200,1,1,2026-08-24T00:00:00.000
2257,20260715,20260723,20260726,362,224,70,438,3,3,PIM002257,2257,580.0000,3102.0900,580.0000,3102.0900,1,1,2026-08-24T00:00:00.000
2258,20260703,20260728,20260702,102,266,363,186,5,4,PIM002258,2258,580.7000,3103.4600,580.7000,3103.4600,1,1,2026-08-24T00:00:00.000
2259,20260711,20260721,20260609,345,379,316,434,2,5,PIM002259,2259,581.4000,3104.8300,581.4000,3104.8300,1,1,2026-08-24T00:00:00.000
2260,20260818,20260728,20260818,299,235,162,325,2,4,PIM002260,2260,582.1000,3106.2000,582.1000,3106.2000,1,1,2026-08-24T00:00:00.000
2261,20260824,20260605,20260604,256,59,-1,-1,7,2,PIM002261,2261,582.8000,3107.5700,582.8000,3107.5700,1,1,2026-08-24T00:00:00.000
2262,20260627,20260818,20260618,273,109,345,402,1,4,PIM002262,2262,583.5000,3108.9400,583.5000,3108.9400,1,1,2026-08-24T00:00:00.000
2263,20260708,20260713,20260618,448,433,279,133,3,4,PIM002263,2263,584.2000,3110.3100,584.2000,3110.3100,1,1,2026-08-24T00:00:00.000
2264,20260819,20260801,20260629,350,478,38,116,5,1,PIM002264,2264,584.9000,3111.6800,584.9000,3111.6800,1,1,2026-08-24T00:00:00.000
2265,20260609,20260702,20260617,396,483,189,476,5,3,PIM002265,2265,585.6000,3113.0500,585.6000,3113.0500,1,1,2026-08-24T00:00:00.000
2266,20260601,20260802,20260721,351,429,132,468,7,5,PIM002266,2266,586.3000,3114.4200,586.3000,3114.4200,1,1,2026-08-24T00:00:00.000
2267,20260602,20260628,20260710,397,339,389,373,8,2,PIM002267,2267,587.0000,3115.7900,587.0000,3115.7900,1,1,2026-08-24T00:00:00.000
2268,20260728,20260728,20260604,112,258,446,186,4,4,PIM002268,2268,587.7000,3117.1600,587.7000,3117.1600,1,1,2026-08-24T00:00:00.000
2269,20260819,20260616,20260726,163,100,349,186,4,3,PIM002269,2269,588.4000,3118.5300,588.4000,3118.5300,1,1,2026-08-24T00:00:00.000
2270,20260813,20260624,20260712,147,393,183,67,5,4,PIM002270,2270,589.1000,3119.9000,589.1000,3119.9000,1,1,2026-08-24T00:00:00.000
2271,20260803,20260812,20260718,320,72,53,297,8,2,PIM002271,2271,589.8000,3121.2700,589.8000,3121.2700,1,1,2026-08-24T00:00:00.000
2272,20260801,20260605,20260716,134,417,149,273,6,5,PIM002272,2272,590.5000,3122.6400,590.5000,3122.6400,1,1,2026-08-24T00:00:00.000
2273,20260712,20260614,20260607,151,207,433,111,5,3,PIM002273,2273,591.2000,3124.0100,591.2000,3124.0100,1,1,2026-08-24T00:00:00.000
2274,20260721,20260724,20260725,189,380,272,486,7,5,PIM002274,2274,591.9000,3125.3800,591.9000,3125.3800,1,1,2026-08-24T00:00:00.000
2275,20260719,20260807,20260718,108,268,206,329,5,3,PIM002275,2275,592.6000,3126.7500,592.6000,3126.7500,1,1,2026-08-24T00:00:00.000
2276,20260725,20260718,20260811,230,457,398,388,5,2,PIM002276,2276,593.3000,3128.1200,593.3000,3128.1200,1,1,2026-08-24T00:00:00.000
2277,20260729,20260720,20260728,247,152,139,45,7,1,PIM002277,2277,594.0000,3129.4900,594.0000,3129.4900,1,1,2026-08-24T00:00:00.000
2278,20260615,20260621,20260720,460,215,-1,-1,6,1,PIM002278,2278,594.7000,3130.8600,594.7000,3130.8600,1,1,2026-08-24T00:00:00.000
2279,20260530,20260805,20260716,242,376,344,192,7,4,PIM002279,2279,595.4000,3132.2300,595.4000,3132.2300,1,1,2026-08-24T00:00:00.000
2280,20260612,20260726,20260630,171,1,207,472,9,1,PIM002280,2280,596.1000,3133.6000,596.1000,3133.6000,1,1,2026-08-24T00:00:00.000
2281,20260616,20260627,20260527,128,38,272,144,5,5,PIM002281,2281,596.8000,3134.9700,596.8000,3134.9700,1,1,2026-08-24T00:00:00.000
2282,20260718,20260802,20260714,308,41,353,391,4,5,PIM002282,2282,597.5000,3136.3400,597.5000,3136.3400,1,1,2026-08-24T00:00:00.000
2283,20260820,20260808,20260802,397,495,361,284,6,1,PIM002283,2283,598.2000,3137.7100,598.2000,3137.7100,1,1,2026-08-24T00:00:00.000
2284,20260711,20260615,20260616,477,310,75,12,5,3,PIM002284,2284,598.9000,3139.0800,598.9000,3139.0800,1,1,2026-08-24T00:00:00.000
2285,20260602,20260622,20260531,102,466,307,367,7,4,PIM002285,2285,599.6000,3140.4500,599.6000,3140.4500,1,1,2026-08-24T00:00:00.000
2286,20260813,20260813,20260726,56,10,492,259,9,1,PIM002286,2286,600.3000,3141.8200,600.3000,3141.8200,1,1,2026-08-24T00:00:00.000
2287,20260610,20260824,20260724,191,386,158,163,2,4,PIM002287,2287,601.0000,3143.1900,601.0000,3143.1900,1,1,2026-08-24T00:00:00.000
2288,20260728,20260719,20260708,407,158,135,431,3,2,PIM002288,2288,601.7000,3144.5600,601.7000,3144.5600,1,1,2026-08-24T00:00:00.000
2289,20260812,20260710,20260713,7,498,249,369,1,1,PIM002289,2289,602.4000,3145.9300,602.4000,3145.9300,1,1,2026-08-24T00:00:00.000
2290,20260818,20260709,20260710,344,136,379,187,4,4,PIM002290,2290,603.1000,3147.3000,603.1000,3147.3000,1,1,2026-08-24T00:00:00.000
2291,20260628,20260724,20260807,26,354,65,386,3,3,PIM002291,2291,603.8000,3148.6700,603.8000,3148.6700,1,1,2026-08-24T00:00:00.000
2292,20260627,20260816,20260709,208,87,156,138,4,1,PIM002292,2292,604.5000,3150.0400,604.5000,3150.0400,1,1,2026-08-24T00:00:00.000
2293,20260609,20260723,20260529,456,407,217,272,8,2,PIM002293,2293,605.2000,3151.4100,605.2000,3151.4100,1,1,2026-08-24T00:00:00.000
2294,20260627,20260625,20260602,321,69,70,297,5,5,PIM002294,2294,605.9000,3152.7800,605.9000,3152.7800,1,1,2026-08-24T00:00:00.000
2295,20260810,20260707,20260715,357,89,-1,-1,9,3,PIM002295,2295,606.6000,3154.1500,606.6000,3154.1500,1,1,2026-08-24T00:00:00.000
2296,20260620,20260711,20260622,259,448,281,9,6,3,PIM002296,2296,607.3000,3155.5200,607.3000,3155.5200,1,1,2026-08-24T00:00:00.000
2297,20260613,20260705,20260801,349,442,321,118,8,4,PIM002297,2297,608.0000,3156.8900,608.0000,3156.8900,1,1,2026-08-24T00:00:00.000
2298,20260810,20260806,20260804,345,356,407,80,9,1,PIM002298,2298,608.7000,3158.2600,608.7000,3158.2600,1,1,2026-08-24T00:00:00.000
2299,20260623,20260730,20260701,4,37,490,230,7,2,PIM002299,2299,609.4000,3159.6300,609.4000,3159.6300,1,1,2026-08-24T00:00:00.000
2300,20260820,20260601,20260712,382,98,380,289,5,2,PIM002300,2300,610.1000,3161.0000,610.1000,3161.0000,1,1,2026-08-24T00:00:00.000
2301,20260725,20260804,20260710,369,54,497,356,1,5,PIM002301,2301,610.8000,3162.3700,610.8000,3162.3700,1,1,2026-08-24T00:00:00.000
2302,20260814,20260528,20260717,500,201,437,145,3,1,PIM002302,2302,611.5000,3163.7400,611.5000,3163.7400,1,1,2026-08-24T00:00:00.000
2303,20260711,20260606,20260627,90,321,361,323,8,3,PIM002303,2303,612.2000,3165.1100,612.2000,3165.1100,1,1,2026-08-24T00:00:00.000
2304,20260721,20260609,20260710,444,359,290,147,8,1,PIM002304,2304,612.9000,3166.4800,612.9000,3166.4800,1,1,2026-08-24T00:00:00.000
2305,20260606,20260820,20260620,327,462,76,306,6,3,PIM002305,2305,613.6000,3167.8500,613.6000,3167.8500,1,1,2026-08-24T00:00:00.000
2306,20260617,20260723,20260606,186,312,473,422,5,3,PIM002306,2306,614.3000,3169.2200,614.3000,3169.2200,1,1,2026-08-24T00:00:00.000
2307,20260617,20260721,20260811,144,74,46,439,7,2,PIM002307,2307,615.0000,3170.5900,615.0000,3170.5900,1,1,2026-08-24T00:00:00.000
2308,20260529,20260529,20260618,357,61,467,324,5,1,PIM002308,2308,615.7000,3171.9600,615.7000,3171.9600,1,1,2026-08-24T00:00:00.000
2309,20260821,20260713,20260530,231,359,387,402,9,2,PIM002309,2309,616.4000,3173.3300,616.4000,3173.3300,1,1,2026-08-24T00:00:00.000
2310,20260620,20260630,20260713,336,209,482,71,4,5,PIM002310,2310,617.1000,3174.7000,617.1000,3174.7000,1,1,2026-08-24T00:00:00.000
2311,20260707,20260704,20260726,22,264,448,178,4,5,PIM002311,2311,617.8000,3176.0700,617.8000,3176.0700,1,1,2026-08-24T00:00:00.000
2312,20260824,20260630,20260612,105,32,-1,-1,1,2,PIM002312,2312,618.5000,3177.4400,618.5000,3177.4400,1,1,2026-08-24T00:00:00.000
2313,20260625,20260602,20260731,144,99,394,201,1,1,PIM002313,2313,619.2000,3178.8100,619.2000,3178.8100,1,1,2026-08-24T00:00:00.000
2314,20260713,20260715,20260816,134,181,228,454,7,2,PIM002314,2314,619.9000,3180.1800,619.9000,3180.1800,1,1,2026-08-24T00:00:00.000
2315,20260819,20260712,20260712,94,340,343,102,2,5,PIM002315,2315,620.6000,3181.5500,620.6000,3181.5500,1,1,2026-08-24T00:00:00.000
2316,20260713,20260623,20260618,438,302,480,154,5,4,PIM002316,2316,621.3000,3182.9200,621.3000,3182.9200,1,1,2026-08-24T00:00:00.000
2317,20260704,20260621,20260712,208,230,393,314,1,5,PIM002317,2317,622.0000,3184.2900,622.0000,3184.2900,1,1,2026-08-24T00:00:00.000
2318,20260717,20260822,20260801,433,346,489,86,6,3,PIM002318,2318,622.7000,3185.6600,622.7000,3185.6600,1,1,2026-08-24T00:00:00.000
2319,20260610,20260818,20260604,307,238,144,163,3,1,PIM002319,2319,623.4000,3187.0300,623.4000,3187.0300,1,1,2026-08-24T00:00:00.000
2320,20260809,20260528,20260624,14,96,145,192,1,2,PIM002320,2320,624.1000,3188.4000,624.1000,3188.4000,1,1,2026-08-24T00:00:00.000
2321,20260818,20260616,20260626,143,412,296,378,9,5,PIM002321,2321,624.8000,3189.7700,624.8000,3189.7700,1,1,2026-08-24T00:00:00.000
2322,20260730,20260602,20260813,21,26,286,96,4,2,PIM002322,2322,625.5000,3191.1400,625.5000,3191.1400,1,1,2026-08-24T00:00:00.000
2323,20260703,20260803,20260822,283,117,38,241,7,1,PIM002323,2323,626.2000,3192.5100,626.2000,3192.5100,1,1,2026-08-24T00:00:00.000
2324,20260809,20260814,20260609,393,184,149,46,6,5,PIM002324,2324,626.9000,3193.8800,626.9000,3193.8800,1,1,2026-08-24T00:00:00.000
2325,20260802,20260601,20260810,150,84,64,452,1,4,PIM002325,2325,627.6000,3195.2500,627.6000,3195.2500,1,1,2026-08-24T00:00:00.000
2326,20260818,20260619,20260706,51,4,179,289,1,5,PIM002326,2326,628.3000,3196.6200,628.3000,3196.6200,1,1,2026-08-24T00:00:00.000
2327,20260716,20260716,20260609,262,55,54,394,4,3,PIM002327,2327,629.0000,3197.9900,629.0000,3197.9900,1,1,2026-08-24T00:00:00.000
2328,20260603,20260813,20260823,358,485,87,88,6,4,PIM002328,2328,629.7000,3199.3600,629.7000,3199.3600,1,1,2026-08-24T00:00:00.000
2329,20260722,20260803,20260729,408,253,-1,-1,5,3,PIM002329,2329,630.4000,3200.7300,630.4000,3200.7300,1,1,2026-08-24T00:00:00.000
2330,20260822,20260617,20260627,193,238,294,484,8,3,PIM002330,2330,631.1000,3202.1000,631.1000,3202.1000,1,1,2026-08-24T00:00:00.000
2331,20260528,20260611,20260709,181,248,383,459,8,5,PIM002331,2331,631.8000,3203.4700,631.8000,3203.4700,1,1,2026-08-24T00:00:00.000
2332,20260728,20260625,20260728,69,285,229,396,6,5,PIM002332,2332,632.5000,3204.8400,632.5000,3204.8400,1,1,2026-08-24T00:00:00.000
2333,20260818,20260713,20260629,313,252,49,193,9,2,PIM002333,2333,633.2000,3206.2100,633.2000,3206.2100,1,1,2026-08-24T00:00:00.000
2334,20260529,20260621,20260612,9,7,104,382,2,3,PIM002334,2334,633.9000,3207.5800,633.9000,3207.5800,1,1,2026-08-24T00:00:00.000
2335,20260705,20260814,20260528,176,187,491,374,9,5,PIM002335,2335,634.6000,3208.9500,634.6000,3208.9500,1,1,2026-08-24T00:00:00.000
2336,20260608,20260803,20260609,433,42,12,402,1,2,PIM002336,2336,635.3000,3210.3200,635.3000,3210.3200,1,1,2026-08-24T00:00:00.000
2337,20260715,20260716,20260702,410,222,102,60,4,4,PIM002337,2337,636.0000,3211.6900,636.0000,3211.6900,1,1,2026-08-24T00:00:00.000
2338,20260610,20260711,20260620,412,102,226,437,8,3,PIM002338,2338,636.7000,3213.0600,636.7000,3213.0600,1,1,2026-08-24T00:00:00.000
2339,20260612,20260723,20260815,155,105,348,280,9,3,PIM002339,2339,637.4000,3214.4300,637.4000,3214.4300,1,1,2026-08-24T00:00:00.000
2340,20260715,20260819,20260625,111,170,151,457,9,3,PIM002340,2340,638.1000,3215.8000,638.1000,3215.8000,1,1,2026-08-24T00:00:00.000
2341,20260625,20260618,20260731,216,122,398,383,3,1,PIM002341,2341,638.8000,3217.1700,638.8000,3217.1700,1,1,2026-08-24T00:00:00.000
2342,20260617,20260618,20260802,223,4,174,212,2,5,PIM002342,2342,639.5000,3218.5400,639.5000,3218.5400,1,1,2026-08-24T00:00:00.000
2343,20260714,20260625,20260614,282,113,321,356,3,3,PIM002343,2343,640.2000,3219.9100,640.2000,3219.9100,1,1,2026-08-24T00:00:00.000
2344,20260618,20260809,20260802,217,434,479,73,1,3,PIM002344,2344,640.9000,3221.2800,640.9000,3221.2800,1,1,2026-08-24T00:00:00.000
2345,20260702,20260703,20260812,170,424,330,342,6,4,PIM002345,2345,641.6000,3222.6500,641.6000,3222.6500,1,1,2026-08-24T00:00:00.000
2346,20260716,20260820,20260814,411,322,-1,-1,1,5,PIM002346,2346,642.3000,3224.0200,642.3000,3224.0200,1,1,2026-08-24T00:00:00.000
2347,20260627,20260616,20260616,72,491,386,474,8,2,PIM002347,2347,643.0000,3225.3900,643.0000,3225.3900,1,1,2026-08-24T00:00:00.000
2348,20260807,20260626,20260807,108,293,23,141,2,1,PIM002348,2348,643.7000,3226.7600,643.7000,3226.7600,1,1,2026-08-24T00:00:00.000
2349,20260608,20260722,20260714,76,102,238,275,7,3,PIM002349,2349,644.4000,3228.1300,644.4000,3228.1300,1,1,2026-08-24T00:00:00.000
2350,20260724,20260620,20260602,162,135,332,86,3,1,PIM002350,2350,645.1000,3229.5000,645.1000,3229.5000,1,1,2026-08-24T00:00:00.000
2351,20260630,20260721,20260725,126,103,166,395,3,3,PIM002351,2351,645.8000,3230.8700,645.8000,3230.8700,1,1,2026-08-24T00:00:00.000
2352,20260703,20260610,20260609,295,361,325,398,1,2,PIM002352,2352,646.5000,3232.2400,646.5000,3232.2400,1,1,2026-08-24T00:00:00.000
2353,20260730,20260706,20260716,120,362,188,476,4,4,PIM002353,2353,647.2000,3233.6100,647.2000,3233.6100,1,1,2026-08-24T00:00:00.000
2354,20260724,20260609,20260619,232,110,56,87,5,3,PIM002354,2354,647.9000,3234.9800,647.9000,3234.9800,1,1,2026-08-24T00:00:00.000
2355,20260809,20260604,20260626,174,121,370,49,7,2,PIM002355,2355,648.6000,3236.3500,648.6000,3236.3500,1,1,2026-08-24T00:00:00.000
2356,20260802,20260530,20260721,65,396,148,319,7,3,PIM002356,2356,649.3000,3237.7200,649.3000,3237.7200,1,1,2026-08-24T00:00:00.000
2357,20260530,20260712,20260812,43,337,108,284,6,1,PIM002357,2357,650.0000,3239.0900,650.0000,3239.0900,1,1,2026-08-24T00:00:00.000
2358,20260602,20260702,20260628,350,9,463,125,3,3,PIM002358,2358,650.7000,3240.4600,650.7000,3240.4600,1,1,2026-08-24T00:00:00.000
2359,20260612,20260703,20260727,105,186,258,209,5,1,PIM002359,2359,651.4000,3241.8300,651.4000,3241.8300,1,1,2026-08-24T00:00:00.000
2360,20260722,20260821,20260804,344,326,454,469,1,2,PIM002360,2360,652.1000,3243.2000,652.1000,3243.2000,1,1,2026-08-24T00:00:00.000
2361,20260813,20260814,20260715,266,79,363,336,5,1,PIM002361,2361,652.8000,3244.5700,652.8000,3244.5700,1,1,2026-08-24T00:00:00.000
2362,20260808,20260611,20260628,396,134,254,465,6,1,PIM002362,2362,653.5000,3245.9400,653.5000,3245.9400,1,1,2026-08-24T00:00:00.000
2363,20260819,20260623,20260727,395,247,-1,-1,9,3,PIM002363,2363,654.2000,3247.3100,654.2000,3247.3100,1,1,2026-08-24T00:00:00.000
2364,20260607,20260727,20260624,63,470,46,420,2,3,PIM002364,2364,654.9000,3248.6800,654.9000,3248.6800,1,1,2026-08-24T00:00:00.000
2365,20260705,20260815,20260724,361,197,45,186,4,4,PIM002365,2365,655.6000,3250.0500,655.6000,3250.0500,1,1,2026-08-24T00:00:00.000
2366,20260731,20260703,20260722,247,397,420,25,9,2,PIM002366,2366,656.3000,3251.4200,656.3000,3251.4200,1,1,2026-08-24T00:00:00.000
2367,20260629,20260527,20260529,433,26,462,321,8,2,PIM002367,2367,657.0000,3252.7900,657.0000,3252.7900,1,1,2026-08-24T00:00:00.000
2368,20260623,20260823,20260713,234,254,95,91,7,4,PIM002368,2368,657.7000,3254.1600,657.7000,3254.1600,1,1,2026-08-24T00:00:00.000
