EnergyDemandPeakKey,PeakDateKey,PeakTimeOfDayKey,EnergyMeterPointKey,EnergyDemandContractKey,PlantKey,UnitOfMeasureKey,DemandPeakEventNumber,PeakDemandQuantity,ContractExcessQuantity,PenaltyCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
2154,20260812,25380,317,312,296,5,EDP002154,507.900000,507.900000,2960.9800,1,1,2026-08-24T00:00:00.000
2155,20260801,24180,102,413,56,1,EDP002155,508.600000,508.600000,2962.3500,1,1,2026-08-24T00:00:00.000
2156,20260725,30480,473,422,298,4,EDP002156,509.300000,509.300000,2963.7200,1,1,2026-08-24T00:00:00.000
2157,20260717,11160,320,161,151,3,EDP002157,510.000000,510.000000,2965.0900,1,1,2026-08-24T00:00:00.000
2158,20260623,1920,265,100,269,3,EDP002158,510.700000,510.700000,2966.4600,1,1,2026-08-24T00:00:00.000
2159,20260703,26640,286,-1,12,6,EDP002159,511.400000,511.400000,2967.8300,1,1,2026-08-24T00:00:00.000
2160,20260616,66960,211,367,196,4,EDP002160,512.100000,512.100000,2969.2000,1,1,2026-08-24T00:00:00.000
2161,20260529,69960,174,428,117,1,EDP002161,512.800000,512.800000,2970.5700,1,1,2026-08-24T00:00:00.000
2162,20260619,47700,44,149,272,3,EDP002162,513.500000,513.500000,2971.9400,1,1,2026-08-24T00:00:00.000
2163,20260818,37200,339,484,93,4,EDP002163,514.200000,514.200000,2973.3100,1,1,2026-08-24T00:00:00.000
2164,20260730,31080,307,441,325,4,EDP002164,514.900000,514.900000,2974.6800,1,1,2026-08-24T00:00:00.000
2165,20260710,2040,307,169,188,4,EDP002165,515.600000,515.600000,2976.0500,1,1,2026-08-24T00:00:00.000
2166,20260715,45300,275,202,46,6,EDP002166,516.300000,516.300000,2977.4200,1,1,2026-08-24T00:00:00.000
2167,20260625,6540,6,9,187,6,EDP002167,517.000000,517.000000,2978.7900,1,1,2026-08-24T00:00:00.000
2168,20260703,51180,214,477,282,7,EDP002168,517.700000,517.700000,2980.1600,1,1,2026-08-24T00:00:00.000
2169,20260706,46560,338,462,158,6,EDP002169,518.400000,518.400000,2981.5300,1,1,2026-08-24T00:00:00.000
2170,20260807,49740,428,413,245,1,EDP002170,519.100000,519.100000,2982.9000,1,1,2026-08-24T00:00:00.000
2171,20260528,24180,31,398,251,2,EDP002171,519.800000,519.800000,2984.2700,1,1,2026-08-24T00:00:00.000
2172,20260712,10740,333,265,255,6,EDP002172,520.500000,520.500000,2985.6400,1,1,2026-08-24T00:00:00.000
2173,20260708,4080,159,200,229,5,EDP002173,521.200000,521.200000,2987.0100,1,1,2026-08-24T00:00:00.000
2174,20260726,50040,229,100,55,4,EDP002174,521.900000,521.900000,2988.3800,1,1,2026-08-24T00:00:00.000
2175,20260809,18240,463,256,236,4,EDP002175,522.600000,522.600000,2989.7500,1,1,2026-08-24T00:00:00.000
2176,20260807,36360,81,-1,91,4,EDP002176,523.300000,523.300000,2991.1200,1,1,2026-08-24T00:00:00.000
2177,20260709,58020,140,335,249,1,EDP002177,524.000000,524.000000,2992.4900,1,1,2026-08-24T00:00:00.000
2178,20260805,53580,180,192,173,3,EDP002178,524.700000,524.700000,2993.8600,1,1,2026-08-24T00:00:00.000
2179,20260727,10200,11,132,138,4,EDP002179,525.400000,525.400000,2995.2300,1,1,2026-08-24T00:00:00.000
2180,20260730,40200,403,263,307,7,EDP002180,526.100000,526.100000,2996.6000,1,1,2026-08-24T00:00:00.000
2181,20260603,36180,25,381,176,3,EDP002181,526.800000,526.800000,2997.9700,1,1,2026-08-24T00:00:00.000
2182,20260531,11460,147,323,240,1,EDP002182,527.500000,527.500000,2999.3400,1,1,2026-08-24T00:00:00.000
2183,20260801,30420,59,255,270,3,EDP002183,528.200000,528.200000,3000.7100,1,1,2026-08-24T00:00:00.000
2184,20260816,80940,135,216,274,1,EDP002184,528.900000,528.900000,3002.0800,1,1,2026-08-24T00:00:00.000
2185,20260630,65220,352,332,331,7,EDP002185,529.600000,529.600000,3003.4500,1,1,2026-08-24T00:00:00.000
2186,20260723,32580,283,162,322,4,EDP002186,530.300000,530.300000,3004.8200,1,1,2026-08-24T00:00:00.000
2187,20260719,45540,401,160,1,5,EDP002187,531.000000,531.000000,3006.1900,1,1,2026-08-24T00:00:00.000
2188,20260621,10860,386,426,264,4,EDP002188,531.700000,531.700000,3007.5600,1,1,2026-08-24T00:00:00.000
2189,20260629,34860,331,441,72,1,EDP002189,532.400000,532.400000,3008.9300,1,1,2026-08-24T00:00:00.000
2190,20260824,39600,420,475,229,6,EDP002190,533.100000,533.100000,3010.3000,1,1,2026-08-24T00:00:00.000
2191,20260711,52680,408,380,151,4,EDP002191,533.800000,533.800000,3011.6700,1,1,2026-08-24T00:00:00.000
2192,20260528,51960,3,395,5,4,EDP002192,534.500000,534.500000,3013.0400,1,1,2026-08-24T00:00:00.000
2193,20260601,49500,389,-1,3,2,EDP002193,535.200000,535.200000,3014.4100,1,1,2026-08-24T00:00:00.000
2194,20260530,85200,340,325,87,4,EDP002194,535.900000,535.900000,3015.7800,1,1,2026-08-24T00:00:00.000
2195,20260813,50580,32,1,107,2,EDP002195,536.600000,536.600000,3017.1500,1,1,2026-08-24T00:00:00.000
2196,20260824,22440,83,305,99,4,EDP002196,537.300000,537.300000,3018.5200,1,1,2026-08-24T00:00:00.000
2197,20260602,19500,215,311,24,1,EDP002197,538.000000,538.000000,3019.8900,1,1,2026-08-24T00:00:00.000
2198,20260722,12300,151,134,98,7,EDP002198,538.700000,538.700000,3021.2600,1,1,2026-08-24T00:00:00.000
2199,20260708,13320,181,102,24,5,EDP002199,539.400000,539.400000,3022.6300,1,1,2026-08-24T00:00:00.000
2200,20260629,16620,431,354,199,2,EDP002200,540.100000,540.100000,3024.0000,1,1,2026-08-24T00:00:00.000
2201,20260527,34560,429,372,235,3,EDP002201,540.800000,540.800000,3025.3700,1,1,2026-08-24T00:00:00.000
2202,20260613,48780,129,271,69,4,EDP002202,541.500000,541.500000,3026.7400,1,1,2026-08-24T00:00:00.000
2203,20260613,9180,133,306,169,2,EDP002203,542.200000,542.200000,3028.1100,1,1,2026-08-24T00:00:00.000
2204,20260702,68400,386,245,348,3,EDP002204,542.900000,542.900000,3029.4800,1,1,2026-08-24T00:00:00.000
2205,20260630,75360,190,495,184,5,EDP002205,543.600000,543.600000,3030.8500,1,1,2026-08-24T00:00:00.000
2206,20260607,81900,482,322,245,4,EDP002206,544.300000,544.300000,3032.2200,1,1,2026-08-24T00:00:00.000
2207,20260627,2760,449,5,107,5,EDP002207,545.000000,545.000000,3033.5900,1,1,2026-08-24T00:00:00.000
2208,20260608,780,314,309,186,7,EDP002208,545.700000,545.700000,3034.9600,1,1,2026-08-24T00:00:00.000
2209,20260702,25860,328,296,101,1,EDP002209,546.400000,546.400000,3036.3300,1,1,2026-08-24T00:00:00.000
2210,20260629,77100,167,-1,332,3,EDP002210,547.100000,547.100000,3037.7000,1,1,2026-08-24T00:00:00.000
2211,20260613,4260,268,76,300,2,EDP002211,547.800000,547.800000,3039.0700,1,1,2026-08-24T00:00:00.000
2212,20260819,34260,110,172,256,7,EDP002212,548.500000,548.500000,3040.4400,1,1,2026-08-24T00:00:00.000
2213,20260607,78840,246,40,89,6,EDP002213,549.200000,549.200000,3041.8100,1,1,2026-08-24T00:00:00.000
2214,20260704,4500,135,88,190,4,EDP002214,549.900000,549.900000,3043.1800,1,1,2026-08-24T00:00:00.000
2215,20260730,80940,370,337,266,4,EDP002215,550.600000,550.600000,3044.5500,1,1,2026-08-24T00:00:00.000
2216,20260706,84600,496,242,99,2,EDP002216,551.300000,551.300000,3045.9200,1,1,2026-08-24T00:00:00.000
2217,20260623,73380,210,5,145,6,EDP002217,552.000000,552.000000,3047.2900,1,1,2026-08-24T00:00:00.000
2218,20260718,22080,418,383,349,2,EDP002218,552.700000,552.700000,3048.6600,1,1,2026-08-24T00:00:00.000
2219,20260602,36780,380,79,53,2,EDP002219,553.400000,553.400000,3050.0300,1,1,2026-08-24T00:00:00.000
2220,20260824,35700,145,430,114,3,EDP002220,554.100000,554.100000,3051.4000,1,1,2026-08-24T00:00:00.000
2221,20260717,3120,433,223,293,1,EDP002221,554.800000,554.800000,3052.7700,1,1,2026-08-24T00:00:00.000
2222,20260717,83160,228,8,229,2,EDP002222,555.500000,555.500000,3054.1400,1,1,2026-08-24T00:00:00.000
2223,20260730,37920,364,229,159,1,EDP002223,556.200000,556.200000,3055.5100,1,1,2026-08-24T00:00:00.000
2224,20260528,40800,11,432,280,2,EDP002224,556.900000,556.900000,3056.8800,1,1,2026-08-24T00:00:00.000
2225,20260530,63300,384,119,199,5,EDP002225,557.600000,557.600000,3058.2500,1,1,2026-08-24T00:00:00.000
2226,20260823,58380,62,367,339,1,EDP002226,558.300000,558.300000,3059.6200,1,1,2026-08-24T00:00:00.000
2227,20260601,9360,72,-1,39,7,EDP002227,559.000000,559.000000,3060.9900,1,1,2026-08-24T00:00:00.000
2228,20260704,68280,138,476,336,3,EDP002228,559.700000,559.700000,3062.3600,1,1,2026-08-24T00:00:00.000
2229,20260527,73260,243,434,14,2,EDP002229,560.400000,560.400000,3063.7300,1,1,2026-08-24T00:00:00.000
2230,20260701,62100,205,27,77,6,EDP002230,561.100000,561.100000,3065.1000,1,1,2026-08-24T00:00:00.000
2231,20260621,22080,42,340,3,4,EDP002231,561.800000,561.800000,3066.4700,1,1,2026-08-24T00:00:00.000
2232,20260609,1620,199,354,54,5,EDP002232,562.500000,562.500000,3067.8400,1,1,2026-08-24T00:00:00.000
2233,20260726,32340,472,272,16,4,EDP002233,563.200000,563.200000,3069.2100,1,1,2026-08-24T00:00:00.000
2234,20260709,74160,309,404,125,6,EDP002234,563.900000,563.900000,3070.5800,1,1,2026-08-24T00:00:00.000
2235,20260808,36540,66,122,52,4,EDP002235,564.600000,564.600000,3071.9500,1,1,2026-08-24T00:00:00.000
2236,20260713,34860,454,397,208,1,EDP002236,565.300000,565.300000,3073.3200,1,1,2026-08-24T00:00:00.000
2237,20260815,77340,34,481,112,2,EDP002237,566.000000,566.000000,3074.6900,1,1,2026-08-24T00:00:00.000
2238,20260527,78420,128,343,299,1,EDP002238,566.700000,566.700000,3076.0600,1,1,2026-08-24T00:00:00.000
2239,20260709,45540,322,241,144,3,EDP002239,567.400000,567.400000,3077.4300,1,1,2026-08-24T00:00:00.000
2240,20260610,50940,58,53,346,2,EDP002240,568.100000,568.100000,3078.8000,1,1,2026-08-24T00:00:00.000
2241,20260816,55860,497,450,33,1,EDP002241,568.800000,568.800000,3080.1700,1,1,2026-08-24T00:00:00.000
2242,20260610,49440,52,261,250,7,EDP002242,569.500000,569.500000,3081.5400,1,1,2026-08-24T00:00:00.000
2243,20260815,7860,423,125,313,7,EDP002243,570.200000,570.200000,3082.9100,1,1,2026-08-24T00:00:00.000
2244,20260710,14160,123,-1,265,5,EDP002244,570.900000,570.900000,3084.2800,1,1,2026-08-24T00:00:00.000
2245,20260730,7320,307,21,163,4,EDP002245,571.600000,571.600000,3085.6500,1,1,2026-08-24T00:00:00.000
2246,20260810,45660,381,432,215,4,EDP002246,572.300000,572.300000,3087.0200,1,1,2026-08-24T00:00:00.000
2247,20260718,3480,447,481,62,5,EDP002247,573.000000,573.000000,3088.3900,1,1,2026-08-24T00:00:00.000
2248,20260630,600,225,202,247,3,EDP002248,573.700000,573.700000,3089.7600,1,1,2026-08-24T00:00:00.000
2249,20260603,10560,486,372,228,2,EDP002249,574.400000,574.400000,3091.1300,1,1,2026-08-24T00:00:00.000
2250,20260617,36360,495,444,91,6,EDP002250,575.100000,575.100000,3092.5000,1,1,2026-08-24T00:00:00.000
2251,20260803,33660,295,274,317,4,EDP002251,575.800000,575.800000,3093.8700,1,1,2026-08-24T00:00:00.000
2252,20260630,62220,208,350,107,2,EDP002252,576.500000,576.500000,3095.2400,1,1,2026-08-24T00:00:00.000
2253,20260704,70620,186,355,231,6,EDP002253,577.200000,577.200000,3096.6100,1,1,2026-08-24T00:00:00.000
2254,20260710,70680,157,169,297,2,EDP002254,577.900000,577.900000,3097.9800,1,1,2026-08-24T00:00:00.000
2255,20260529,31920,494,347,98,7,EDP002255,578.600000,578.600000,3099.3500,1,1,2026-08-24T00:00:00.000
2256,20260610,59880,482,67,344,6,EDP002256,579.300000,579.300000,3100.7200,1,1,2026-08-24T00:00:00.000
2257,20260817,68340,110,483,305,6,EDP002257,580.000000,580.000000,3102.0900,1,1,2026-08-24T00:00:00.000
2258,20260717,13080,164,451,141,1,EDP002258,580.700000,580.700000,3103.4600,1,1,2026-08-24T00:00:00.000
2259,20260603,33900,307,495,290,5,EDP002259,581.400000,581.400000,3104.8300,1,1,2026-08-24T00:00:00.000
2260,20260725,35700,222,440,76,7,EDP002260,582.100000,582.100000,3106.2000,1,1,2026-08-24T00:00:00.000
2261,20260823,22260,388,-1,169,5,EDP002261,582.800000,582.800000,3107.5700,1,1,2026-08-24T00:00:00.000
2262,20260615,43140,165,358,225,6,EDP002262,583.500000,583.500000,3108.9400,1,1,2026-08-24T00:00:00.000
2263,20260623,38160,361,48,320,2,EDP002263,584.200000,584.200000,3110.3100,1,1,2026-08-24T00:00:00.000
2264,20260819,71040,21,24,54,3,EDP002264,584.900000,584.900000,3111.6800,1,1,2026-08-24T00:00:00.000
2265,20260809,71520,333,66,190,1,EDP002265,585.600000,585.600000,3113.0500,1,1,2026-08-24T00:00:00.000
2266,20260720,35280,459,144,50,5,EDP002266,586.300000,586.300000,3114.4200,1,1,2026-08-24T00:00:00.000
2267,20260715,29340,50,228,60,1,EDP002267,587.000000,587.000000,3115.7900,1,1,2026-08-24T00:00:00.000
2268,20260612,25440,91,400,309,2,EDP002268,587.700000,587.700000,3117.1600,1,1,2026-08-24T00:00:00.000
2269,20260702,73980,53,21,350,3,EDP002269,588.400000,588.400000,3118.5300,1,1,2026-08-24T00:00:00.000
2270,20260803,24180,227,45,263,1,EDP002270,589.100000,589.100000,3119.9000,1,1,2026-08-24T00:00:00.000
2271,20260718,10260,138,398,195,7,EDP002271,589.800000,589.800000,3121.2700,1,1,2026-08-24T00:00:00.000
2272,20260808,2940,290,26,280,7,EDP002272,590.500000,590.500000,3122.6400,1,1,2026-08-24T00:00:00.000
2273,20260728,11580,77,237,13,2,EDP002273,591.200000,591.200000,3124.0100,1,1,2026-08-24T00:00:00.000
2274,20260621,44760,214,66,226,1,EDP002274,591.900000,591.900000,3125.3800,1,1,2026-08-24T00:00:00.000
2275,20260723,1260,452,446,246,2,EDP002275,592.600000,592.600000,3126.7500,1,1,2026-08-24T00:00:00.000
2276,20260815,72480,55,116,270,3,EDP002276,593.300000,593.300000,3128.1200,1,1,2026-08-24T00:00:00.000
2277,20260630,58980,100,102,189,3,EDP002277,594.000000,594.000000,3129.4900,1,1,2026-08-24T00:00:00.000
2278,20260709,39420,156,-1,122,7,EDP002278,594.700000,594.700000,3130.8600,1,1,2026-08-24T00:00:00.000
2279,20260610,7020,479,97,92,1,EDP002279,595.400000,595.400000,3132.2300,1,1,2026-08-24T00:00:00.000
2280,20260721,14460,406,66,303,5,EDP002280,596.100000,596.100000,3133.6000,1,1,2026-08-24T00:00:00.000
2281,20260602,76560,198,56,34,1,EDP002281,596.800000,596.800000,3134.9700,1,1,2026-08-24T00:00:00.000
2282,20260625,33360,326,348,81,3,EDP002282,597.500000,597.500000,3136.3400,1,1,2026-08-24T00:00:00.000
2283,20260710,78480,45,336,199,2,EDP002283,598.200000,598.200000,3137.7100,1,1,2026-08-24T00:00:00.000
2284,20260714,24900,342,91,309,4,EDP002284,598.900000,598.900000,3139.0800,1,1,2026-08-24T00:00:00.000
2285,20260619,52560,231,61,66,1,EDP002285,599.600000,599.600000,3140.4500,1,1,2026-08-24T00:00:00.000
2286,20260612,57960,60,119,197,7,EDP002286,600.300000,600.300000,3141.8200,1,1,2026-08-24T00:00:00.000
2287,20260531,85140,497,285,184,3,EDP002287,601.000000,601.000000,3143.1900,1,1,2026-08-24T00:00:00.000
2288,20260614,37440,200,367,274,2,EDP002288,601.700000,601.700000,3144.5600,1,1,2026-08-24T00:00:00.000
2289,20260529,35580,254,358,264,5,EDP002289,602.400000,602.400000,3145.9300,1,1,2026-08-24T00:00:00.000
2290,20260531,18000,368,115,56,4,EDP002290,603.100000,603.100000,3147.3000,1,1,2026-08-24T00:00:00.000
2291,20260814,43140,279,430,269,3,EDP002291,603.800000,603.800000,3148.6700,1,1,2026-08-24T00:00:00.000
2292,20260724,12060,187,395,282,1,EDP002292,604.500000,604.500000,3150.0400,1,1,2026-08-24T00:00:00.000
2293,20260801,600,156,40,334,1,EDP002293,605.200000,605.200000,3151.4100,1,1,2026-08-24T00:00:00.000
2294,20260716,82860,388,145,139,5,EDP002294,605.900000,605.900000,3152.7800,1,1,2026-08-24T00:00:00.000
2295,20260808,72240,453,-1,200,6,EDP002295,606.600000,606.600000,3154.1500,1,1,2026-08-24T00:00:00.000
2296,20260629,72060,403,364,136,6,EDP002296,607.300000,607.300000,3155.5200,1,1,2026-08-24T00:00:00.000
2297,20260605,16320,220,42,170,1,EDP002297,608.000000,608.000000,3156.8900,1,1,2026-08-24T00:00:00.000
2298,20260617,40740,114,460,162,2,EDP002298,608.700000,608.700000,3158.2600,1,1,2026-08-24T00:00:00.000
2299,20260804,6900,308,444,159,2,EDP002299,609.400000,609.400000,3159.6300,1,1,2026-08-24T00:00:00.000
2300,20260724,41580,395,45,258,7,EDP002300,610.100000,610.100000,3161.0000,1,1,2026-08-24T00:00:00.000
2301,20260623,49860,284,140,80,5,EDP002301,610.800000,610.800000,3162.3700,1,1,2026-08-24T00:00:00.000
2302,20260729,18540,380,399,65,3,EDP002302,611.500000,611.500000,3163.7400,1,1,2026-08-24T00:00:00.000
2303,20260802,48600,344,396,276,2,EDP002303,612.200000,612.200000,3165.1100,1,1,2026-08-24T00:00:00.000
2304,20260615,13320,500,219,301,2,EDP002304,612.900000,612.900000,3166.4800,1,1,2026-08-24T00:00:00.000
2305,20260618,2760,266,8,135,2,EDP002305,613.600000,613.600000,3167.8500,1,1,2026-08-24T00:00:00.000
2306,20260813,79500,64,437,244,2,EDP002306,614.300000,614.300000,3169.2200,1,1,2026-08-24T00:00:00.000
2307,20260818,71640,148,6,196,5,EDP002307,615.000000,615.000000,3170.5900,1,1,2026-08-24T00:00:00.000
2308,20260602,73140,174,57,100,2,EDP002308,615.700000,615.700000,3171.9600,1,1,2026-08-24T00:00:00.000
2309,20260725,70680,205,248,153,7,EDP002309,616.400000,616.400000,3173.3300,1,1,2026-08-24T00:00:00.000
2310,20260812,40380,267,99,321,3,EDP002310,617.100000,617.100000,3174.7000,1,1,2026-08-24T00:00:00.000
2311,20260629,85380,205,401,317,6,EDP002311,617.800000,617.800000,3176.0700,1,1,2026-08-24T00:00:00.000
2312,20260621,55320,104,-1,88,2,EDP002312,618.500000,618.500000,3177.4400,1,1,2026-08-24T00:00:00.000
2313,20260721,35340,284,96,34,5,EDP002313,619.200000,619.200000,3178.8100,1,1,2026-08-24T00:00:00.000
2314,20260806,48900,33,471,34,7,EDP002314,619.900000,619.900000,3180.1800,1,1,2026-08-24T00:00:00.000
2315,20260602,48120,229,403,181,3,EDP002315,620.600000,620.600000,3181.5500,1,1,2026-08-24T00:00:00.000
2316,20260815,67500,273,216,246,2,EDP002316,621.300000,621.300000,3182.9200,1,1,2026-08-24T00:00:00.000
2317,20260704,16440,121,210,61,6,EDP002317,622.000000,622.000000,3184.2900,1,1,2026-08-24T00:00:00.000
2318,20260816,5400,426,84,272,1,EDP002318,622.700000,622.700000,3185.6600,1,1,2026-08-24T00:00:00.000
2319,20260721,41640,408,60,36,4,EDP002319,623.400000,623.400000,3187.0300,1,1,2026-08-24T00:00:00.000
2320,20260802,69480,402,278,283,2,EDP002320,624.100000,624.100000,3188.4000,1,1,2026-08-24T00:00:00.000
2321,20260623,58020,249,231,349,1,EDP002321,624.800000,624.800000,3189.7700,1,1,2026-08-24T00:00:00.000
2322,20260530,30360,327,481,73,3,EDP002322,625.500000,625.500000,3191.1400,1,1,2026-08-24T00:00:00.000
2323,20260820,75900,362,351,167,4,EDP002323,626.200000,626.200000,3192.5100,1,1,2026-08-24T00:00:00.000
2324,20260725,27960,364,434,108,2,EDP002324,626.900000,626.900000,3193.8800,1,1,2026-08-24T00:00:00.000
2325,20260802,43440,44,417,186,2,EDP002325,627.600000,627.600000,3195.2500,1,1,2026-08-24T00:00:00.000
2326,20260712,76740,391,412,279,1,EDP002326,628.300000,628.300000,3196.6200,1,1,2026-08-24T00:00:00.000
2327,20260629,8580,292,112,101,5,EDP002327,629.000000,629.000000,3197.9900,1,1,2026-08-24T00:00:00.000
2328,20260627,5580,428,355,236,4,EDP002328,629.700000,629.700000,3199.3600,1,1,2026-08-24T00:00:00.000
2329,20260706,1920,349,-1,140,5,EDP002329,630.400000,630.400000,3200.7300,1,1,2026-08-24T00:00:00.000
2330,20260717,65520,260,487,93,5,EDP002330,631.100000,631.100000,3202.1000,1,1,2026-08-24T00:00:00.000
2331,20260705,73680,160,143,80,2,EDP002331,631.800000,631.800000,3203.4700,1,1,2026-08-24T00:00:00.000
2332,20260703,7680,414,29,51,1,EDP002332,632.500000,632.500000,3204.8400,1,1,2026-08-24T00:00:00.000
2333,20260814,26460,436,317,43,3,EDP002333,633.200000,633.200000,3206.2100,1,1,2026-08-24T00:00:00.000
2334,20260618,68460,271,270,8,3,EDP002334,633.900000,633.900000,3207.5800,1,1,2026-08-24T00:00:00.000
2335,20260803,86220,476,433,43,7,EDP002335,634.600000,634.600000,3208.9500,1,1,2026-08-24T00:00:00.000
2336,20260528,49980,318,164,102,7,EDP002336,635.300000,635.300000,3210.3200,1,1,2026-08-24T00:00:00.000
2337,20260531,68040,156,26,55,3,EDP002337,636.000000,636.000000,3211.6900,1,1,2026-08-24T00:00:00.000
2338,20260821,38340,418,33,80,6,EDP002338,636.700000,636.700000,3213.0600,1,1,2026-08-24T00:00:00.000
2339,20260612,9420,32,179,49,7,EDP002339,637.400000,637.400000,3214.4300,1,1,2026-08-24T00:00:00.000
2340,20260607,42480,152,325,26,2,EDP002340,638.100000,638.100000,3215.8000,1,1,2026-08-24T00:00:00.000
2341,20260529,11580,83,420,66,6,EDP002341,638.800000,638.800000,3217.1700,1,1,2026-08-24T00:00:00.000
2342,20260812,34800,435,204,213,4,EDP002342,639.500000,639.500000,3218.5400,1,1,2026-08-24T00:00:00.000
2343,20260616,69660,176,425,275,5,EDP002343,640.200000,640.200000,3219.9100,1,1,2026-08-24T00:00:00.000
2344,20260609,75600,46,28,71,5,EDP002344,640.900000,640.900000,3221.2800,1,1,2026-08-24T00:00:00.000
2345,20260709,85260,437,103,208,1,EDP002345,641.600000,641.600000,3222.6500,1,1,2026-08-24T00:00:00.000
2346,20260821,76140,403,-1,9,6,EDP002346,642.300000,642.300000,3224.0200,1,1,2026-08-24T00:00:00.000
2347,20260619,77340,298,165,112,4,EDP002347,643.000000,643.000000,3225.3900,1,1,2026-08-24T00:00:00.000
2348,20260803,74520,34,378,133,4,EDP002348,643.700000,643.700000,3226.7600,1,1,2026-08-24T00:00:00.000
2349,20260604,75060,457,85,165,1,EDP002349,644.400000,644.400000,3228.1300,1,1,2026-08-24T00:00:00.000
2350,20260610,31260,242,458,300,7,EDP002350,645.100000,645.100000,3229.5000,1,1,2026-08-24T00:00:00.000
2351,20260803,49380,330,322,33,2,EDP002351,645.800000,645.800000,3230.8700,1,1,2026-08-24T00:00:00.000
2352,20260820,83520,6,371,73,3,EDP002352,646.500000,646.500000,3232.2400,1,1,2026-08-24T00:00:00.000
2353,20260711,1800,175,26,333,2,EDP002353,647.200000,647.200000,3233.6100,1,1,2026-08-24T00:00:00.000
2354,20260601,9480,490,328,89,6,EDP002354,647.900000,647.900000,3234.9800,1,1,2026-08-24T00:00:00.000
2355,20260621,46380,342,441,201,3,EDP002355,648.600000,648.600000,3236.3500,1,1,2026-08-24T00:00:00.000
2356,20260802,1260,477,417,242,2,EDP002356,649.300000,649.300000,3237.7200,1,1,2026-08-24T00:00:00.000
