LaborTimesheetKey,ClaimDateKey,LaborDateKey,StartTimeOfDayKey,EndTimeOfDayKey,EmployeeKey,LaborAssignmentKey,LaborRosterSlotKey,WorkCenterKey,CostCenterKey,LaborPayTypeKey,LaborClaimStatusKey,CurrencyKey,TimesheetNumber,LaborClaimLineNumber,RegularHours,OvertimeHours,LaborCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
8236,20260701,20260610,76740,74100,223,441,385,89,133,7,2,5,LT008236,8236,5.0000,5.0000,2293.3200,1,1,2026-08-24T00:00:00.000
8237,20260723,20260730,2880,44160,184,94,332,308,226,8,3,5,LT008237,8237,6.0000,6.0000,2294.6900,1,1,2026-08-24T00:00:00.000
8238,20260718,20260819,23760,62280,114,333,60,353,145,1,2,2,LT008238,8238,7.0000,7.0000,2296.0600,1,1,2026-08-24T00:00:00.000
8239,20260601,20260528,6180,44820,179,248,295,313,448,4,6,5,LT008239,8239,8.0000,8.0000,2297.4300,1,1,2026-08-24T00:00:00.000
8240,20260608,20260616,78360,84960,65,60,169,233,301,5,5,2,LT008240,8240,9.0000,9.0000,2298.8000,1,1,2026-08-24T00:00:00.000
8241,20260716,20260625,35340,81540,392,326,393,419,115,10,2,5,LT008241,8241,10.0000,10.0000,2300.1700,1,1,2026-08-24T00:00:00.000
8242,20260629,20260801,5880,52740,149,54,400,90,316,11,1,1,LT008242,8242,11.0000,11.0000,2301.5400,1,1,2026-08-24T00:00:00.000
8243,20260702,20260620,79020,82200,454,36,213,195,494,7,6,3,LT008243,8243,12.0000,12.0000,2302.9100,1,1,2026-08-24T00:00:00.000
8244,20260607,20260725,83880,69480,11,360,121,138,412,1,2,2,LT008244,8244,13.0000,13.0000,2304.2800,1,1,2026-08-24T00:00:00.000
8245,20260722,20260824,38700,42420,147,112,-1,-1,119,7,5,3,LT008245,8245,14.0000,14.0000,2305.6500,1,1,2026-08-24T00:00:00.000
8246,20260703,20260717,8460,17580,373,88,115,424,100,1,7,5,LT008246,8246,15.0000,15.0000,2307.0200,1,1,2026-08-24T00:00:00.000
8247,20260718,20260620,31260,8460,183,456,432,362,77,7,3,2,LT008247,8247,16.0000,16.0000,2308.3900,1,1,2026-08-24T00:00:00.000
8248,20260530,20260527,31680,29100,494,189,318,76,347,1,1,1,LT008248,8248,17.0000,17.0000,2309.7600,1,1,2026-08-24T00:00:00.000
8249,20260621,20260806,32940,66300,353,488,196,106,317,8,1,4,LT008249,8249,18.0000,18.0000,2311.1300,1,1,2026-08-24T00:00:00.000
8250,20260609,20260628,32640,77880,241,325,186,87,42,10,2,1,LT008250,8250,19.0000,19.0000,2312.5000,1,1,2026-08-24T00:00:00.000
8251,20260623,20260625,47640,56400,317,34,77,251,55,7,5,5,LT008251,8251,20.0000,20.0000,2313.8700,1,1,2026-08-24T00:00:00.000
8252,20260709,20260610,50160,68700,430,438,21,60,390,4,3,2,LT008252,8252,21.0000,21.0000,2315.2400,1,1,2026-08-24T00:00:00.000
8253,20260528,20260603,1800,55440,244,20,397,72,12,12,3,4,LT008253,8253,22.0000,22.0000,2316.6100,1,1,2026-08-24T00:00:00.000
8254,20260819,20260811,33000,62460,431,415,254,347,51,10,5,2,LT008254,8254,23.0000,23.0000,2317.9800,1,1,2026-08-24T00:00:00.000
8255,20260725,20260729,53460,6840,150,294,17,198,141,10,3,2,LT008255,8255,24.0000,24.0000,2319.3500,1,1,2026-08-24T00:00:00.000
8256,20260729,20260815,27000,1740,283,4,473,288,134,10,5,5,LT008256,8256,1.0000,1.0000,2320.7200,1,1,2026-08-24T00:00:00.000
8257,20260709,20260815,56940,20160,451,453,376,28,92,3,5,3,LT008257,8257,2.0000,2.0000,2322.0900,1,1,2026-08-24T00:00:00.000
8258,20260602,20260719,39660,55680,493,159,229,45,155,5,6,5,LT008258,8258,3.0000,3.0000,2323.4600,1,1,2026-08-24T00:00:00.000
8259,20260701,20260727,58320,25140,426,312,187,234,449,3,5,4,LT008259,8259,4.0000,4.0000,2324.8300,1,1,2026-08-24T00:00:00.000
8260,20260707,20260709,46200,53820,476,353,186,22,82,8,6,1,LT008260,8260,5.0000,5.0000,2326.2000,1,1,2026-08-24T00:00:00.000
8261,20260802,20260712,31560,20460,436,304,381,462,78,1,6,1,LT008261,8261,6.0000,6.0000,2327.5700,1,1,2026-08-24T00:00:00.000
8262,20260805,20260711,45120,83640,153,10,-1,-1,253,1,6,1,LT008262,8262,7.0000,7.0000,2328.9400,1,1,2026-08-24T00:00:00.000
8263,20260606,20260727,80400,48240,193,99,127,458,81,2,3,3,LT008263,8263,8.0000,8.0000,2330.3100,1,1,2026-08-24T00:00:00.000
8264,20260604,20260617,20940,76560,229,258,428,197,72,6,5,3,LT008264,8264,9.0000,9.0000,2331.6800,1,1,2026-08-24T00:00:00.000
8265,20260621,20260812,63780,78300,496,200,68,92,330,10,3,2,LT008265,8265,10.0000,10.0000,2333.0500,1,1,2026-08-24T00:00:00.000
8266,20260616,20260808,10320,70740,5,207,191,303,21,2,2,1,LT008266,8266,11.0000,11.0000,2334.4200,1,1,2026-08-24T00:00:00.000
8267,20260819,20260619,55800,50340,368,142,372,250,470,7,3,5,LT008267,8267,12.0000,12.0000,2335.7900,1,1,2026-08-24T00:00:00.000
8268,20260730,20260810,66780,64680,469,315,13,408,330,8,7,3,LT008268,8268,13.0000,13.0000,2337.1600,1,1,2026-08-24T00:00:00.000
8269,20260709,20260711,64140,63120,296,142,28,57,305,3,6,5,LT008269,8269,14.0000,14.0000,2338.5300,1,1,2026-08-24T00:00:00.000
8270,20260613,20260706,36660,48240,286,356,408,179,26,10,2,5,LT008270,8270,15.0000,15.0000,2339.9000,1,1,2026-08-24T00:00:00.000
8271,20260726,20260602,12480,80700,294,231,187,99,475,3,2,3,LT008271,8271,16.0000,16.0000,2341.2700,1,1,2026-08-24T00:00:00.000
8272,20260819,20260716,8520,61740,271,344,36,394,452,2,2,2,LT008272,8272,17.0000,17.0000,2342.6400,1,1,2026-08-24T00:00:00.000
8273,20260630,20260709,54540,20760,412,94,380,301,243,6,2,4,LT008273,8273,18.0000,18.0000,2344.0100,1,1,2026-08-24T00:00:00.000
8274,20260718,20260722,8280,38220,449,46,272,202,410,10,1,3,LT008274,8274,19.0000,19.0000,2345.3800,1,1,2026-08-24T00:00:00.000
8275,20260805,20260607,29160,67380,41,299,303,156,190,9,7,3,LT008275,8275,20.0000,20.0000,2346.7500,1,1,2026-08-24T00:00:00.000
8276,20260724,20260703,76200,74400,53,378,448,38,354,7,4,2,LT008276,8276,21.0000,21.0000,2348.1200,1,1,2026-08-24T00:00:00.000
8277,20260707,20260617,4980,29040,301,339,152,290,312,3,5,4,LT008277,8277,22.0000,22.0000,2349.4900,1,1,2026-08-24T00:00:00.000
8278,20260817,20260823,28920,51540,480,300,270,294,303,12,7,1,LT008278,8278,23.0000,23.0000,2350.8600,1,1,2026-08-24T00:00:00.000
8279,20260728,20260604,69960,50940,177,420,-1,-1,208,12,4,1,LT008279,8279,24.0000,24.0000,2352.2300,1,1,2026-08-24T00:00:00.000
8280,20260705,20260619,2460,76140,445,197,456,272,100,8,1,1,LT008280,8280,1.0000,1.0000,2353.6000,1,1,2026-08-24T00:00:00.000
8281,20260804,20260821,83520,24060,258,18,96,97,100,5,5,5,LT008281,8281,2.0000,2.0000,2354.9700,1,1,2026-08-24T00:00:00.000
8282,20260617,20260728,65400,2460,479,74,324,214,342,6,2,3,LT008282,8282,3.0000,3.0000,2356.3400,1,1,2026-08-24T00:00:00.000
8283,20260813,20260610,18720,62400,150,307,174,292,68,1,1,2,LT008283,8283,4.0000,4.0000,2357.7100,1,1,2026-08-24T00:00:00.000
8284,20260625,20260820,27000,77160,94,152,434,265,362,8,1,4,LT008284,8284,5.0000,5.0000,2359.0800,1,1,2026-08-24T00:00:00.000
8285,20260803,20260717,68700,53160,141,469,475,188,386,4,5,2,LT008285,8285,6.0000,6.0000,2360.4500,1,1,2026-08-24T00:00:00.000
8286,20260604,20260703,79560,64140,10,289,258,31,26,4,4,1,LT008286,8286,7.0000,7.0000,2361.8200,1,1,2026-08-24T00:00:00.000
8287,20260705,20260713,24660,58200,472,24,9,426,140,10,3,1,LT008287,8287,8.0000,8.0000,2363.1900,1,1,2026-08-24T00:00:00.000
8288,20260811,20260818,24840,56160,205,122,308,15,105,1,3,3,LT008288,8288,9.0000,9.0000,2364.5600,1,1,2026-08-24T00:00:00.000
8289,20260803,20260802,82680,85920,420,30,129,139,486,9,5,1,LT008289,8289,10.0000,10.0000,2365.9300,1,1,2026-08-24T00:00:00.000
8290,20260802,20260716,38460,52080,171,321,256,35,297,6,7,3,LT008290,8290,11.0000,11.0000,2367.3000,1,1,2026-08-24T00:00:00.000
8291,20260727,20260625,75720,61320,216,109,215,313,108,1,7,3,LT008291,8291,12.0000,12.0000,2368.6700,1,1,2026-08-24T00:00:00.000
8292,20260606,20260818,13260,9540,85,106,246,187,339,7,1,3,LT008292,8292,13.0000,13.0000,2370.0400,1,1,2026-08-24T00:00:00.000
8293,20260630,20260625,50700,67860,73,96,127,342,147,10,5,3,LT008293,8293,14.0000,14.0000,2371.4100,1,1,2026-08-24T00:00:00.000
8294,20260622,20260629,25140,52260,127,162,36,130,446,9,5,4,LT008294,8294,15.0000,15.0000,2372.7800,1,1,2026-08-24T00:00:00.000
8295,20260613,20260618,37920,78840,290,56,314,485,157,2,2,3,LT008295,8295,16.0000,16.0000,2374.1500,1,1,2026-08-24T00:00:00.000
8296,20260712,20260713,80220,81000,491,319,-1,-1,8,11,6,5,LT008296,8296,17.0000,17.0000,2375.5200,1,1,2026-08-24T00:00:00.000
8297,20260527,20260706,32700,59580,443,135,375,59,399,7,5,2,LT008297,8297,18.0000,18.0000,2376.8900,1,1,2026-08-24T00:00:00.000
8298,20260612,20260627,69660,85020,42,426,434,255,468,1,4,3,LT008298,8298,19.0000,19.0000,2378.2600,1,1,2026-08-24T00:00:00.000
8299,20260628,20260703,12900,4740,42,430,287,272,468,8,5,2,LT008299,8299,20.0000,20.0000,2379.6300,1,1,2026-08-24T00:00:00.000
8300,20260730,20260824,62580,68100,481,207,137,158,365,4,6,1,LT008300,8300,21.0000,21.0000,2381.0000,1,1,2026-08-24T00:00:00.000
8301,20260529,20260813,59160,27420,499,443,23,480,39,7,1,3,LT008301,8301,22.0000,22.0000,2382.3700,1,1,2026-08-24T00:00:00.000
8302,20260811,20260621,64800,68160,102,412,93,387,421,4,4,5,LT008302,8302,23.0000,23.0000,2383.7400,1,1,2026-08-24T00:00:00.000
8303,20260531,20260717,6960,44100,494,486,29,451,85,8,4,5,LT008303,8303,24.0000,24.0000,2385.1100,1,1,2026-08-24T00:00:00.000
8304,20260731,20260731,65280,15120,386,325,428,12,130,8,5,1,LT008304,8304,1.0000,1.0000,2386.4800,1,1,2026-08-24T00:00:00.000
8305,20260706,20260528,33120,63840,93,254,386,89,56,3,5,4,LT008305,8305,2.0000,2.0000,2387.8500,1,1,2026-08-24T00:00:00.000
8306,20260623,20260820,3240,84480,14,292,82,466,72,4,5,4,LT008306,8306,3.0000,3.0000,2389.2200,1,1,2026-08-24T00:00:00.000
8307,20260804,20260817,82500,64200,73,31,444,188,251,4,5,1,LT008307,8307,4.0000,4.0000,2390.5900,1,1,2026-08-24T00:00:00.000
8308,20260606,20260719,14760,40740,481,289,103,396,305,12,1,3,LT008308,8308,5.0000,5.0000,2391.9600,1,1,2026-08-24T00:00:00.000
8309,20260822,20260707,67320,34740,446,64,141,455,5,10,2,2,LT008309,8309,6.0000,6.0000,2393.3300,1,1,2026-08-24T00:00:00.000
8310,20260601,20260814,53820,83940,378,117,50,465,104,1,6,2,LT008310,8310,7.0000,7.0000,2394.7000,1,1,2026-08-24T00:00:00.000
8311,20260816,20260618,81660,70740,67,417,74,292,275,10,5,1,LT008311,8311,8.0000,8.0000,2396.0700,1,1,2026-08-24T00:00:00.000
8312,20260810,20260711,63120,51360,322,303,391,335,408,11,1,3,LT008312,8312,9.0000,9.0000,2397.4400,1,1,2026-08-24T00:00:00.000
8313,20260720,20260813,60420,33300,480,355,-1,-1,216,10,2,1,LT008313,8313,10.0000,10.0000,2398.8100,1,1,2026-08-24T00:00:00.000
8314,20260722,20260802,68700,78480,162,50,242,444,402,12,6,4,LT008314,8314,11.0000,11.0000,2400.1800,1,1,2026-08-24T00:00:00.000
8315,20260821,20260723,46440,7500,192,241,416,456,494,10,7,5,LT008315,8315,12.0000,12.0000,2401.5500,1,1,2026-08-24T00:00:00.000
8316,20260711,20260721,68460,68040,460,462,40,456,187,8,4,2,LT008316,8316,13.0000,13.0000,2402.9200,1,1,2026-08-24T00:00:00.000
8317,20260628,20260721,45180,54420,304,184,351,275,271,4,4,1,LT008317,8317,14.0000,14.0000,2404.2900,1,1,2026-08-24T00:00:00.000
8318,20260621,20260809,59100,2100,371,207,466,355,86,8,2,5,LT008318,8318,15.0000,15.0000,2405.6600,1,1,2026-08-24T00:00:00.000
8319,20260612,20260712,34260,26460,333,359,404,459,479,6,2,2,LT008319,8319,16.0000,16.0000,2407.0300,1,1,2026-08-24T00:00:00.000
8320,20260717,20260806,33120,21360,350,245,455,76,122,2,6,2,LT008320,8320,17.0000,17.0000,2408.4000,1,1,2026-08-24T00:00:00.000
8321,20260809,20260605,55680,3120,184,266,126,98,86,9,5,1,LT008321,8321,18.0000,18.0000,2409.7700,1,1,2026-08-24T00:00:00.000
8322,20260707,20260803,23100,46080,93,64,375,325,99,9,4,5,LT008322,8322,19.0000,19.0000,2411.1400,1,1,2026-08-24T00:00:00.000
8323,20260805,20260818,36960,6240,281,464,61,71,194,1,4,3,LT008323,8323,20.0000,20.0000,2412.5100,1,1,2026-08-24T00:00:00.000
8324,20260808,20260614,83640,78720,453,344,455,15,484,3,3,4,LT008324,8324,21.0000,21.0000,2413.8800,1,1,2026-08-24T00:00:00.000
8325,20260705,20260629,0,58320,127,381,112,353,460,3,6,5,LT008325,8325,22.0000,22.0000,2415.2500,1,1,2026-08-24T00:00:00.000
8326,20260807,20260702,59940,27540,489,185,266,446,6,10,3,3,LT008326,8326,23.0000,23.0000,2416.6200,1,1,2026-08-24T00:00:00.000
8327,20260713,20260529,78540,38820,278,78,50,395,119,2,2,2,LT008327,8327,24.0000,24.0000,2417.9900,1,1,2026-08-24T00:00:00.000
8328,20260801,20260814,28920,60300,8,434,106,126,118,4,4,4,LT008328,8328,1.0000,1.0000,2419.3600,1,1,2026-08-24T00:00:00.000
8329,20260617,20260705,37080,77220,261,262,449,364,342,10,1,4,LT008329,8329,2.0000,2.0000,2420.7300,1,1,2026-08-24T00:00:00.000
8330,20260624,20260630,46380,81480,29,344,-1,-1,370,10,3,3,LT008330,8330,3.0000,3.0000,2422.1000,1,1,2026-08-24T00:00:00.000
8331,20260730,20260809,67140,72240,100,417,88,185,77,9,6,4,LT008331,8331,4.0000,4.0000,2423.4700,1,1,2026-08-24T00:00:00.000
8332,20260815,20260618,61860,54000,64,401,199,355,202,6,2,3,LT008332,8332,5.0000,5.0000,2424.8400,1,1,2026-08-24T00:00:00.000
8333,20260712,20260728,76140,82320,79,329,152,20,282,12,7,3,LT008333,8333,6.0000,6.0000,2426.2100,1,1,2026-08-24T00:00:00.000
8334,20260622,20260614,3120,12600,210,155,318,490,117,4,4,5,LT008334,8334,7.0000,7.0000,2427.5800,1,1,2026-08-24T00:00:00.000
8335,20260726,20260530,10860,73860,453,374,156,5,55,9,3,5,LT008335,8335,8.0000,8.0000,2428.9500,1,1,2026-08-24T00:00:00.000
8336,20260530,20260709,17160,76560,492,430,288,369,385,12,4,5,LT008336,8336,9.0000,9.0000,2430.3200,1,1,2026-08-24T00:00:00.000
8337,20260803,20260630,80700,7620,463,458,48,183,299,11,7,4,LT008337,8337,10.0000,10.0000,2431.6900,1,1,2026-08-24T00:00:00.000
8338,20260808,20260616,58860,25680,25,405,471,154,367,11,4,2,LT008338,8338,11.0000,11.0000,2433.0600,1,1,2026-08-24T00:00:00.000
8339,20260711,20260701,62760,55380,86,89,270,326,451,6,6,1,LT008339,8339,12.0000,12.0000,2434.4300,1,1,2026-08-24T00:00:00.000
8340,20260611,20260727,6480,35640,231,469,216,54,423,1,1,4,LT008340,8340,13.0000,13.0000,2435.8000,1,1,2026-08-24T00:00:00.000
8341,20260814,20260725,63420,85260,261,154,81,62,451,9,7,1,LT008341,8341,14.0000,14.0000,2437.1700,1,1,2026-08-24T00:00:00.000
8342,20260610,20260616,12780,20880,356,298,79,363,348,10,3,5,LT008342,8342,15.0000,15.0000,2438.5400,1,1,2026-08-24T00:00:00.000
8343,20260812,20260729,1260,15360,78,298,358,297,416,4,4,5,LT008343,8343,16.0000,16.0000,2439.9100,1,1,2026-08-24T00:00:00.000
8344,20260812,20260611,24120,24780,245,386,120,279,114,10,6,1,LT008344,8344,17.0000,17.0000,2441.2800,1,1,2026-08-24T00:00:00.000
8345,20260822,20260812,3360,74880,313,357,493,388,46,10,5,3,LT008345,8345,18.0000,18.0000,2442.6500,1,1,2026-08-24T00:00:00.000
8346,20260728,20260703,19680,3960,379,94,100,381,362,5,7,3,LT008346,8346,19.0000,19.0000,2444.0200,1,1,2026-08-24T00:00:00.000
8347,20260614,20260621,51960,19200,422,21,-1,-1,302,8,4,2,LT008347,8347,20.0000,20.0000,2445.3900,1,1,2026-08-24T00:00:00.000
8348,20260706,20260605,8220,56700,300,403,410,492,177,12,5,5,LT008348,8348,21.0000,21.0000,2446.7600,1,1,2026-08-24T00:00:00.000
8349,20260627,20260728,44160,74040,356,53,98,367,277,6,2,4,LT008349,8349,22.0000,22.0000,2448.1300,1,1,2026-08-24T00:00:00.000
8350,20260528,20260820,29400,960,252,282,171,126,132,1,1,4,LT008350,8350,23.0000,23.0000,2449.5000,1,1,2026-08-24T00:00:00.000
8351,20260809,20260607,19740,49260,273,266,448,271,420,5,2,4,LT008351,8351,24.0000,24.0000,2450.8700,1,1,2026-08-24T00:00:00.000
8352,20260718,20260731,55920,49920,302,242,96,135,417,2,6,3,LT008352,8352,1.0000,1.0000,2452.2400,1,1,2026-08-24T00:00:00.000
8353,20260806,20260701,13440,69120,250,252,367,295,71,2,7,1,LT008353,8353,2.0000,2.0000,2453.6100,1,1,2026-08-24T00:00:00.000
8354,20260626,20260704,50880,33120,230,268,378,35,283,1,3,5,LT008354,8354,3.0000,3.0000,2454.9800,1,1,2026-08-24T00:00:00.000
8355,20260706,20260621,51780,48780,248,483,155,473,171,12,7,4,LT008355,8355,4.0000,4.0000,2456.3500,1,1,2026-08-24T00:00:00.000
8356,20260729,20260618,77160,13320,411,125,156,322,3,2,4,4,LT008356,8356,5.0000,5.0000,2457.7200,1,1,2026-08-24T00:00:00.000
8357,20260630,20260806,57480,50940,256,480,8,364,43,2,1,3,LT008357,8357,6.0000,6.0000,2459.0900,1,1,2026-08-24T00:00:00.000
8358,20260817,20260613,69120,70320,291,77,403,489,66,2,7,2,LT008358,8358,7.0000,7.0000,2460.4600,1,1,2026-08-24T00:00:00.000
8359,20260731,20260608,34320,16440,468,269,172,304,225,10,7,3,LT008359,8359,8.0000,8.0000,2461.8300,1,1,2026-08-24T00:00:00.000
8360,20260730,20260618,54540,7500,260,181,38,181,397,3,7,3,LT008360,8360,9.0000,9.0000,2463.2000,1,1,2026-08-24T00:00:00.000
8361,20260724,20260610,60780,49860,230,458,198,293,362,9,5,4,LT008361,8361,10.0000,10.0000,2464.5700,1,1,2026-08-24T00:00:00.000
8362,20260721,20260822,8520,52500,479,184,384,165,453,1,1,1,LT008362,8362,11.0000,11.0000,2465.9400,1,1,2026-08-24T00:00:00.000
8363,20260714,20260627,54180,85980,119,376,411,276,408,6,3,5,LT008363,8363,12.0000,12.0000,2467.3100,1,1,2026-08-24T00:00:00.000
8364,20260715,20260802,60660,61320,254,68,-1,-1,268,1,6,1,LT008364,8364,13.0000,13.0000,2468.6800,1,1,2026-08-24T00:00:00.000
8365,20260712,20260607,20040,48780,470,183,254,209,111,10,4,2,LT008365,8365,14.0000,14.0000,2470.0500,1,1,2026-08-24T00:00:00.000
8366,20260712,20260726,78180,62340,418,289,37,213,112,2,1,3,LT008366,8366,15.0000,15.0000,2471.4200,1,1,2026-08-24T00:00:00.000
8367,20260801,20260725,50760,20340,472,87,161,137,264,3,4,2,LT008367,8367,16.0000,16.0000,2472.7900,1,1,2026-08-24T00:00:00.000
8368,20260721,20260612,6360,79920,257,377,117,62,489,11,1,5,LT008368,8368,17.0000,17.0000,2474.1600,1,1,2026-08-24T00:00:00.000
8369,20260606,20260713,76860,54120,157,311,439,427,399,11,2,4,LT008369,8369,18.0000,18.0000,2475.5300,1,1,2026-08-24T00:00:00.000
8370,20260613,20260612,85620,22080,343,15,177,28,167,8,1,3,LT008370,8370,19.0000,19.0000,2476.9000,1,1,2026-08-24T00:00:00.000
8371,20260824,20260604,19200,4320,181,432,429,426,446,10,2,4,LT008371,8371,20.0000,20.0000,2478.2700,1,1,2026-08-24T00:00:00.000
8372,20260804,20260603,31860,71760,72,418,264,14,294,10,2,3,LT008372,8372,21.0000,21.0000,2479.6400,1,1,2026-08-24T00:00:00.000
8373,20260815,20260703,50640,5460,449,383,275,480,495,8,2,5,LT008373,8373,22.0000,22.0000,2481.0100,1,1,2026-08-24T00:00:00.000
8374,20260806,20260616,79860,16080,109,498,359,193,375,9,3,3,LT008374,8374,23.0000,23.0000,2482.3800,1,1,2026-08-24T00:00:00.000
8375,20260530,20260622,69180,58920,205,370,52,395,16,3,4,2,LT008375,8375,24.0000,24.0000,2483.7500,1,1,2026-08-24T00:00:00.000
8376,20260612,20260703,15780,14040,168,284,428,30,246,1,1,2,LT008376,8376,1.0000,1.0000,2485.1200,1,1,2026-08-24T00:00:00.000
8377,20260722,20260708,6240,66300,78,149,219,123,420,3,4,2,LT008377,8377,2.0000,2.0000,2486.4900,1,1,2026-08-24T00:00:00.000
8378,20260814,20260812,53220,21960,353,373,482,337,203,1,5,1,LT008378,8378,3.0000,3.0000,2487.8600,1,1,2026-08-24T00:00:00.000
8379,20260725,20260708,20160,9180,423,223,175,484,37,3,2,4,LT008379,8379,4.0000,4.0000,2489.2300,1,1,2026-08-24T00:00:00.000
8380,20260823,20260701,77040,57540,429,305,18,277,439,8,5,2,LT008380,8380,5.0000,5.0000,2490.6000,1,1,2026-08-24T00:00:00.000
8381,20260619,20260626,48480,19620,432,10,-1,-1,429,2,7,1,LT008381,8381,6.0000,6.0000,2491.9700,1,1,2026-08-24T00:00:00.000
8382,20260727,20260624,33900,72900,491,397,12,29,198,3,4,2,LT008382,8382,7.0000,7.0000,2493.3400,1,1,2026-08-24T00:00:00.000
8383,20260814,20260802,76380,22440,286,40,399,251,50,10,5,5,LT008383,8383,8.0000,8.0000,2494.7100,1,1,2026-08-24T00:00:00.000
8384,20260814,20260706,67320,75060,334,498,119,448,118,10,5,2,LT008384,8384,9.0000,9.0000,2496.0800,1,1,2026-08-24T00:00:00.000
8385,20260727,20260801,26760,13560,183,423,147,463,341,1,4,2,LT008385,8385,10.0000,10.0000,2497.4500,1,1,2026-08-24T00:00:00.000
8386,20260729,20260628,59340,43440,225,144,318,365,221,12,2,1,LT008386,8386,11.0000,11.0000,2498.8200,1,1,2026-08-24T00:00:00.000
8387,20260721,20260605,56160,64560,326,16,19,358,330,2,5,2,LT008387,8387,12.0000,12.0000,2500.1900,1,1,2026-08-24T00:00:00.000
8388,20260613,20260610,66900,58680,500,35,2,207,125,1,1,1,LT008388,8388,13.0000,13.0000,2501.5600,1,1,2026-08-24T00:00:00.000
8389,20260728,20260801,24960,61260,68,111,61,67,159,2,1,2,LT008389,8389,14.0000,14.0000,2502.9300,1,1,2026-08-24T00:00:00.000
8390,20260729,20260726,85320,71340,48,21,145,340,342,4,5,5,LT008390,8390,15.0000,15.0000,2504.3000,1,1,2026-08-24T00:00:00.000
8391,20260714,20260812,2400,67320,108,278,280,378,181,8,5,2,LT008391,8391,16.0000,16.0000,2505.6700,1,1,2026-08-24T00:00:00.000
8392,20260708,20260605,45480,1380,175,397,172,403,128,7,6,3,LT008392,8392,17.0000,17.0000,2507.0400,1,1,2026-08-24T00:00:00.000
8393,20260823,20260601,49920,35760,40,252,264,2,45,8,3,4,LT008393,8393,18.0000,18.0000,2508.4100,1,1,2026-08-24T00:00:00.000
8394,20260719,20260627,46560,68220,266,12,161,258,490,12,1,3,LT008394,8394,19.0000,19.0000,2509.7800,1,1,2026-08-24T00:00:00.000
8395,20260706,20260802,46500,3900,278,18,47,207,480,5,5,1,LT008395,8395,20.0000,20.0000,2511.1500,1,1,2026-08-24T00:00:00.000
8396,20260606,20260619,300,73560,341,170,30,177,300,11,7,3,LT008396,8396,21.0000,21.0000,2512.5200,1,1,2026-08-24T00:00:00.000
8397,20260816,20260730,77340,84180,279,228,208,316,313,8,6,5,LT008397,8397,22.0000,22.0000,2513.8900,1,1,2026-08-24T00:00:00.000
8398,20260527,20260626,53520,28440,273,94,-1,-1,27,4,7,3,LT008398,8398,23.0000,23.0000,2515.2600,1,1,2026-08-24T00:00:00.000
8399,20260602,20260812,62460,45420,201,320,274,41,495,4,6,1,LT008399,8399,24.0000,24.0000,2516.6300,1,1,2026-08-24T00:00:00.000
8400,20260806,20260530,30000,82260,353,303,400,190,119,3,6,1,LT008400,8400,1.0000,1.0000,2518.0000,1,1,2026-08-24T00:00:00.000
8401,20260628,20260706,24480,51600,257,246,499,195,480,11,2,4,LT008401,8401,2.0000,2.0000,2519.3700,1,1,2026-08-24T00:00:00.000
8402,20260620,20260702,83340,11040,257,45,101,478,331,4,6,4,LT008402,8402,3.0000,3.0000,2520.7400,1,1,2026-08-24T00:00:00.000
8403,20260806,20260812,50520,29820,483,305,275,120,388,4,1,2,LT008403,8403,4.0000,4.0000,2522.1100,1,1,2026-08-24T00:00:00.000
8404,20260703,20260707,82200,49320,419,317,301,489,226,7,5,2,LT008404,8404,5.0000,5.0000,2523.4800,1,1,2026-08-24T00:00:00.000
8405,20260616,20260613,3780,8400,238,421,90,475,177,5,5,4,LT008405,8405,6.0000,6.0000,2524.8500,1,1,2026-08-24T00:00:00.000
8406,20260531,20260627,480,71340,470,12,210,44,462,1,2,1,LT008406,8406,7.0000,7.0000,2526.2200,1,1,2026-08-24T00:00:00.000
8407,20260531,20260718,3180,54060,452,408,119,368,173,2,1,5,LT008407,8407,8.0000,8.0000,2527.5900,1,1,2026-08-24T00:00:00.000
8408,20260606,20260621,80160,39540,223,50,61,142,128,12,2,2,LT008408,8408,9.0000,9.0000,2528.9600,1,1,2026-08-24T00:00:00.000
8409,20260728,20260706,38400,62580,428,147,454,118,77,7,1,2,LT008409,8409,10.0000,10.0000,2530.3300,1,1,2026-08-24T00:00:00.000
