EnergyGreenhouseGasSnapshotKey,SnapshotDateKey,PlantKey,EnergyCarrierKey,EnergyEmissionFactorKey,BusinessUnitKey,EnergyEmissionScopeKey,UnitOfMeasureKey,ActivityQuantity,CarbonDioxideEquivalentTonnes,BiogenicCarbonDioxideTonnes,SourceSystemKey,BatchId,LoadedAtUtc
1577,20260608,42,46,485,294,2,2,104.000000,578.000000,578.000000,1,1,2026-08-24T00:00:00.000
1578,20260807,137,46,353,185,1,2,104.700000,579.000000,579.000000,1,1,2026-08-24T00:00:00.000
1579,20260618,291,45,36,235,1,1,105.400000,580.000000,580.000000,1,1,2026-08-24T00:00:00.000
1580,20260725,308,31,95,181,5,5,106.100000,581.000000,581.000000,1,1,2026-08-24T00:00:00.000
1581,20260624,14,41,486,-1,1,6,106.800000,582.000000,582.000000,1,1,2026-08-24T00:00:00.000
1582,20260705,113,28,192,7,5,4,107.500000,583.000000,583.000000,1,1,2026-08-24T00:00:00.000
1583,20260625,112,45,32,310,4,2,108.200000,584.000000,584.000000,1,1,2026-08-24T00:00:00.000
1584,20260821,286,49,195,260,2,3,108.900000,585.000000,585.000000,1,1,2026-08-24T00:00:00.000
1585,20260808,248,17,300,205,3,2,109.600000,586.000000,586.000000,1,1,2026-08-24T00:00:00.000
1586,20260804,258,44,471,301,3,4,110.300000,587.000000,587.000000,1,1,2026-08-24T00:00:00.000
1587,20260705,220,36,218,493,1,3,111.000000,588.000000,588.000000,1,1,2026-08-24T00:00:00.000
1588,20260803,342,51,446,214,4,4,111.700000,589.000000,589.000000,1,1,2026-08-24T00:00:00.000
1589,20260622,58,10,193,464,5,1,112.400000,590.000000,590.000000,1,1,2026-08-24T00:00:00.000
1590,20260708,183,15,396,32,5,7,113.100000,591.000000,591.000000,1,1,2026-08-24T00:00:00.000
1591,20260722,166,49,441,189,1,3,113.800000,592.000000,592.000000,1,1,2026-08-24T00:00:00.000
1592,20260803,306,29,136,202,1,1,114.500000,593.000000,593.000000,1,1,2026-08-24T00:00:00.000
1593,20260803,295,38,52,495,2,2,115.200000,594.000000,594.000000,1,1,2026-08-24T00:00:00.000
1594,20260715,38,42,393,140,3,3,115.900000,595.000000,595.000000,1,1,2026-08-24T00:00:00.000
1595,20260702,281,55,415,466,4,3,116.600000,596.000000,596.000000,1,1,2026-08-24T00:00:00.000
1596,20260602,200,28,267,469,1,3,117.300000,597.000000,597.000000,1,1,2026-08-24T00:00:00.000
1597,20260630,159,31,24,133,4,6,118.000000,598.000000,598.000000,1,1,2026-08-24T00:00:00.000
1598,20260726,310,41,224,-1,5,2,118.700000,599.000000,599.000000,1,1,2026-08-24T00:00:00.000
1599,20260730,84,7,121,340,4,1,119.400000,600.000000,600.000000,1,1,2026-08-24T00:00:00.000
1600,20260824,282,42,252,313,2,6,120.100000,601.000000,601.000000,1,1,2026-08-24T00:00:00.000
1601,20260822,291,21,418,285,3,4,120.800000,602.000000,602.000000,1,1,2026-08-24T00:00:00.000
1602,20260818,22,35,140,382,2,7,121.500000,603.000000,603.000000,1,1,2026-08-24T00:00:00.000
1603,20260815,13,48,493,108,4,5,122.200000,604.000000,604.000000,1,1,2026-08-24T00:00:00.000
1604,20260711,91,44,410,156,1,5,122.900000,605.000000,605.000000,1,1,2026-08-24T00:00:00.000
1605,20260624,225,30,412,420,2,4,123.600000,606.000000,606.000000,1,1,2026-08-24T00:00:00.000
1606,20260612,276,17,137,83,1,4,124.300000,607.000000,607.000000,1,1,2026-08-24T00:00:00.000
1607,20260819,215,32,406,88,4,2,125.000000,608.000000,608.000000,1,1,2026-08-24T00:00:00.000
1608,20260625,63,13,195,300,2,5,125.700000,609.000000,609.000000,1,1,2026-08-24T00:00:00.000
1609,20260801,25,20,244,46,1,6,126.400000,610.000000,610.000000,1,1,2026-08-24T00:00:00.000
1610,20260815,248,33,261,367,4,4,127.100000,611.000000,611.000000,1,1,2026-08-24T00:00:00.000
1611,20260731,121,22,326,336,3,7,127.800000,612.000000,612.000000,1,1,2026-08-24T00:00:00.000
1612,20260604,310,43,399,89,2,2,128.500000,613.000000,613.000000,1,1,2026-08-24T00:00:00.000
1613,20260814,321,31,135,128,4,4,129.200000,614.000000,614.000000,1,1,2026-08-24T00:00:00.000
1614,20260612,228,30,210,269,5,6,129.900000,615.000000,615.000000,1,1,2026-08-24T00:00:00.000
1615,20260606,308,46,450,-1,2,3,130.600000,616.000000,616.000000,1,1,2026-08-24T00:00:00.000
1616,20260529,213,37,161,419,2,7,131.300000,617.000000,617.000000,1,1,2026-08-24T00:00:00.000
1617,20260704,50,46,333,85,2,2,132.000000,618.000000,618.000000,1,1,2026-08-24T00:00:00.000
1618,20260610,21,10,27,272,4,7,132.700000,619.000000,619.000000,1,1,2026-08-24T00:00:00.000
1619,20260819,160,7,371,200,3,7,133.400000,620.000000,620.000000,1,1,2026-08-24T00:00:00.000
1620,20260606,51,15,274,183,4,7,134.100000,621.000000,621.000000,1,1,2026-08-24T00:00:00.000
1621,20260703,291,54,318,403,3,5,134.800000,622.000000,622.000000,1,1,2026-08-24T00:00:00.000
1622,20260728,33,18,113,20,5,5,135.500000,623.000000,623.000000,1,1,2026-08-24T00:00:00.000
1623,20260730,101,43,337,322,5,1,136.200000,624.000000,624.000000,1,1,2026-08-24T00:00:00.000
1624,20260611,197,38,80,38,2,5,136.900000,625.000000,625.000000,1,1,2026-08-24T00:00:00.000
1625,20260617,116,38,394,120,3,2,137.600000,626.000000,626.000000,1,1,2026-08-24T00:00:00.000
1626,20260807,226,50,306,148,2,5,138.300000,627.000000,627.000000,1,1,2026-08-24T00:00:00.000
1627,20260608,156,21,295,473,5,5,139.000000,628.000000,628.000000,1,1,2026-08-24T00:00:00.000
1628,20260808,93,22,212,430,4,5,139.700000,629.000000,629.000000,1,1,2026-08-24T00:00:00.000
1629,20260815,40,3,462,146,3,5,140.400000,630.000000,630.000000,1,1,2026-08-24T00:00:00.000
1630,20260602,136,50,271,388,1,3,141.100000,631.000000,631.000000,1,1,2026-08-24T00:00:00.000
1631,20260623,55,11,58,362,1,4,141.800000,632.000000,632.000000,1,1,2026-08-24T00:00:00.000
1632,20260812,331,13,356,-1,2,5,142.500000,633.000000,633.000000,1,1,2026-08-24T00:00:00.000
1633,20260627,9,11,133,485,2,6,143.200000,634.000000,634.000000,1,1,2026-08-24T00:00:00.000
1634,20260706,336,52,433,490,3,1,143.900000,635.000000,635.000000,1,1,2026-08-24T00:00:00.000
1635,20260611,268,26,368,365,5,1,144.600000,636.000000,636.000000,1,1,2026-08-24T00:00:00.000
1636,20260731,58,44,411,297,1,2,145.300000,637.000000,637.000000,1,1,2026-08-24T00:00:00.000
1637,20260810,299,41,43,84,1,7,146.000000,638.000000,638.000000,1,1,2026-08-24T00:00:00.000
1638,20260623,167,47,404,187,5,4,146.700000,639.000000,639.000000,1,1,2026-08-24T00:00:00.000
1639,20260806,239,31,79,266,4,3,147.400000,640.000000,640.000000,1,1,2026-08-24T00:00:00.000
1640,20260705,318,6,66,497,4,7,148.100000,641.000000,641.000000,1,1,2026-08-24T00:00:00.000
1641,20260719,279,34,319,220,5,4,148.800000,642.000000,642.000000,1,1,2026-08-24T00:00:00.000
1642,20260615,313,21,488,287,2,2,149.500000,643.000000,643.000000,1,1,2026-08-24T00:00:00.000
1643,20260714,280,16,193,382,4,1,150.200000,644.000000,644.000000,1,1,2026-08-24T00:00:00.000
1644,20260723,329,43,84,111,4,3,150.900000,645.000000,645.000000,1,1,2026-08-24T00:00:00.000
1645,20260807,313,11,253,143,4,3,151.600000,646.000000,646.000000,1,1,2026-08-24T00:00:00.000
1646,20260803,343,42,124,230,2,2,152.300000,647.000000,647.000000,1,1,2026-08-24T00:00:00.000
1647,20260630,113,54,207,214,3,2,153.000000,648.000000,648.000000,1,1,2026-08-24T00:00:00.000
1648,20260531,344,30,465,68,4,3,153.700000,649.000000,649.000000,1,1,2026-08-24T00:00:00.000
1649,20260809,340,11,261,-1,3,6,154.400000,650.000000,650.000000,1,1,2026-08-24T00:00:00.000
1650,20260607,258,1,248,33,4,3,155.100000,651.000000,651.000000,1,1,2026-08-24T00:00:00.000
1651,20260804,343,1,272,167,3,3,155.800000,652.000000,652.000000,1,1,2026-08-24T00:00:00.000
1652,20260730,211,20,65,499,3,4,156.500000,653.000000,653.000000,1,1,2026-08-24T00:00:00.000
1653,20260824,61,38,152,309,1,7,157.200000,654.000000,654.000000,1,1,2026-08-24T00:00:00.000
1654,20260624,82,30,63,101,2,1,157.900000,655.000000,655.000000,1,1,2026-08-24T00:00:00.000
1655,20260727,241,9,436,3,1,2,158.600000,656.000000,656.000000,1,1,2026-08-24T00:00:00.000
1656,20260620,318,44,378,363,2,3,159.300000,657.000000,657.000000,1,1,2026-08-24T00:00:00.000
1657,20260803,118,6,366,74,4,7,160.000000,658.000000,658.000000,1,1,2026-08-24T00:00:00.000
1658,20260701,137,31,296,149,5,1,160.700000,659.000000,659.000000,1,1,2026-08-24T00:00:00.000
1659,20260619,95,29,236,299,1,2,161.400000,660.000000,660.000000,1,1,2026-08-24T00:00:00.000
1660,20260809,301,49,459,311,1,7,162.100000,661.000000,661.000000,1,1,2026-08-24T00:00:00.000
1661,20260705,9,10,14,356,2,2,162.800000,662.000000,662.000000,1,1,2026-08-24T00:00:00.000
1662,20260726,227,2,493,203,3,7,163.500000,663.000000,663.000000,1,1,2026-08-24T00:00:00.000
1663,20260719,169,43,354,117,3,7,164.200000,664.000000,664.000000,1,1,2026-08-24T00:00:00.000
1664,20260603,233,35,272,225,3,1,164.900000,665.000000,665.000000,1,1,2026-08-24T00:00:00.000
1665,20260716,244,27,254,66,1,2,165.600000,666.000000,666.000000,1,1,2026-08-24T00:00:00.000
1666,20260809,3,36,366,-1,2,5,166.300000,667.000000,667.000000,1,1,2026-08-24T00:00:00.000
1667,20260614,62,47,313,332,4,1,167.000000,668.000000,668.000000,1,1,2026-08-24T00:00:00.000
1668,20260801,246,46,233,366,4,2,167.700000,669.000000,669.000000,1,1,2026-08-24T00:00:00.000
1669,20260806,306,30,215,76,4,5,168.400000,670.000000,670.000000,1,1,2026-08-24T00:00:00.000
1670,20260617,61,30,476,366,3,6,169.100000,671.000000,671.000000,1,1,2026-08-24T00:00:00.000
1671,20260608,17,38,220,195,3,4,169.800000,672.000000,672.000000,1,1,2026-08-24T00:00:00.000
1672,20260709,287,28,279,268,4,5,170.500000,673.000000,673.000000,1,1,2026-08-24T00:00:00.000
1673,20260627,275,5,34,25,3,1,171.200000,674.000000,674.000000,1,1,2026-08-24T00:00:00.000
1674,20260815,313,42,61,365,2,4,171.900000,675.000000,675.000000,1,1,2026-08-24T00:00:00.000
1675,20260625,97,48,418,106,1,5,172.600000,676.000000,676.000000,1,1,2026-08-24T00:00:00.000
1676,20260621,197,55,206,425,4,4,173.300000,677.000000,677.000000,1,1,2026-08-24T00:00:00.000
1677,20260714,187,6,120,52,5,4,174.000000,678.000000,678.000000,1,1,2026-08-24T00:00:00.000
1678,20260611,77,2,441,276,4,4,174.700000,679.000000,679.000000,1,1,2026-08-24T00:00:00.000
1679,20260824,267,42,235,159,2,6,175.400000,680.000000,680.000000,1,1,2026-08-24T00:00:00.000
1680,20260602,200,38,113,50,2,6,176.100000,681.000000,681.000000,1,1,2026-08-24T00:00:00.000
1681,20260808,268,2,265,169,5,7,176.800000,682.000000,682.000000,1,1,2026-08-24T00:00:00.000
1682,20260703,224,54,108,320,3,1,177.500000,683.000000,683.000000,1,1,2026-08-24T00:00:00.000
1683,20260713,269,43,460,-1,2,1,178.200000,684.000000,684.000000,1,1,2026-08-24T00:00:00.000
1684,20260709,243,47,81,175,4,2,178.900000,685.000000,685.000000,1,1,2026-08-24T00:00:00.000
1685,20260529,130,55,74,12,5,4,179.600000,686.000000,686.000000,1,1,2026-08-24T00:00:00.000
1686,20260611,164,39,292,395,5,2,180.300000,687.000000,687.000000,1,1,2026-08-24T00:00:00.000
1687,20260709,190,40,350,134,5,2,181.000000,688.000000,688.000000,1,1,2026-08-24T00:00:00.000
1688,20260721,129,35,399,479,3,4,181.700000,689.000000,689.000000,1,1,2026-08-24T00:00:00.000
1689,20260715,53,29,107,257,5,3,182.400000,690.000000,690.000000,1,1,2026-08-24T00:00:00.000
1690,20260615,53,13,449,315,2,6,183.100000,691.000000,691.000000,1,1,2026-08-24T00:00:00.000
1691,20260606,85,18,330,453,4,7,183.800000,692.000000,692.000000,1,1,2026-08-24T00:00:00.000
1692,20260619,151,3,346,67,5,7,184.500000,693.000000,693.000000,1,1,2026-08-24T00:00:00.000
1693,20260608,113,9,488,204,1,4,185.200000,694.000000,694.000000,1,1,2026-08-24T00:00:00.000
1694,20260617,144,20,177,110,2,3,185.900000,695.000000,695.000000,1,1,2026-08-24T00:00:00.000
1695,20260804,235,1,308,400,2,1,186.600000,696.000000,696.000000,1,1,2026-08-24T00:00:00.000
1696,20260728,97,43,326,244,1,4,187.300000,697.000000,697.000000,1,1,2026-08-24T00:00:00.000
1697,20260726,81,7,401,400,1,4,188.000000,698.000000,698.000000,1,1,2026-08-24T00:00:00.000
1698,20260603,245,15,176,183,4,3,188.700000,699.000000,699.000000,1,1,2026-08-24T00:00:00.000
1699,20260817,254,25,127,438,3,4,189.400000,700.000000,700.000000,1,1,2026-08-24T00:00:00.000
1700,20260727,232,34,28,-1,3,4,190.100000,701.000000,701.000000,1,1,2026-08-24T00:00:00.000
1701,20260813,220,30,66,419,4,5,190.800000,702.000000,702.000000,1,1,2026-08-24T00:00:00.000
1702,20260805,251,52,188,80,2,1,191.500000,703.000000,703.000000,1,1,2026-08-24T00:00:00.000
1703,20260529,139,26,341,119,2,6,192.200000,704.000000,704.000000,1,1,2026-08-24T00:00:00.000
1704,20260605,197,41,360,32,4,2,192.900000,705.000000,705.000000,1,1,2026-08-24T00:00:00.000
1705,20260713,34,19,205,4,3,4,193.600000,706.000000,706.000000,1,1,2026-08-24T00:00:00.000
1706,20260612,61,7,79,279,5,3,194.300000,707.000000,707.000000,1,1,2026-08-24T00:00:00.000
1707,20260614,262,21,390,52,5,4,195.000000,708.000000,708.000000,1,1,2026-08-24T00:00:00.000
1708,20260708,231,30,240,36,2,4,195.700000,709.000000,709.000000,1,1,2026-08-24T00:00:00.000
1709,20260529,8,20,415,90,4,7,196.400000,710.000000,710.000000,1,1,2026-08-24T00:00:00.000
1710,20260817,290,22,237,239,3,2,197.100000,711.000000,711.000000,1,1,2026-08-24T00:00:00.000
1711,20260608,157,12,50,133,4,1,197.800000,712.000000,712.000000,1,1,2026-08-24T00:00:00.000
1712,20260811,207,1,132,113,5,5,198.500000,713.000000,713.000000,1,1,2026-08-24T00:00:00.000
1713,20260719,160,20,53,150,3,6,199.200000,714.000000,714.000000,1,1,2026-08-24T00:00:00.000
1714,20260529,207,42,80,153,2,7,199.900000,715.000000,715.000000,1,1,2026-08-24T00:00:00.000
1715,20260625,84,16,295,150,4,7,200.600000,716.000000,716.000000,1,1,2026-08-24T00:00:00.000
1716,20260620,166,16,135,52,5,4,201.300000,717.000000,717.000000,1,1,2026-08-24T00:00:00.000
1717,20260718,91,10,115,-1,5,2,202.000000,718.000000,718.000000,1,1,2026-08-24T00:00:00.000
1718,20260728,215,7,197,430,5,5,202.700000,719.000000,719.000000,1,1,2026-08-24T00:00:00.000
1719,20260816,277,31,251,62,5,2,203.400000,720.000000,720.000000,1,1,2026-08-24T00:00:00.000
1720,20260811,153,32,189,436,2,3,204.100000,721.000000,721.000000,1,1,2026-08-24T00:00:00.000
1721,20260724,82,55,178,58,5,7,204.800000,722.000000,722.000000,1,1,2026-08-24T00:00:00.000
1722,20260706,321,38,251,338,4,2,205.500000,723.000000,723.000000,1,1,2026-08-24T00:00:00.000
1723,20260626,218,27,340,305,3,7,206.200000,724.000000,724.000000,1,1,2026-08-24T00:00:00.000
1724,20260616,86,5,75,56,3,5,206.900000,725.000000,725.000000,1,1,2026-08-24T00:00:00.000
1725,20260531,88,19,179,28,4,7,207.600000,726.000000,726.000000,1,1,2026-08-24T00:00:00.000
1726,20260626,224,55,239,181,3,1,208.300000,727.000000,727.000000,1,1,2026-08-24T00:00:00.000
1727,20260809,306,24,26,169,4,5,209.000000,728.000000,728.000000,1,1,2026-08-24T00:00:00.000
1728,20260723,225,6,4,391,5,2,209.700000,729.000000,729.000000,1,1,2026-08-24T00:00:00.000
1729,20260604,241,51,373,391,3,5,210.400000,730.000000,730.000000,1,1,2026-08-24T00:00:00.000
1730,20260724,235,19,281,145,1,2,211.100000,731.000000,731.000000,1,1,2026-08-24T00:00:00.000
1731,20260621,295,40,15,311,3,4,211.800000,732.000000,732.000000,1,1,2026-08-24T00:00:00.000
1732,20260706,111,25,165,351,4,3,212.500000,733.000000,733.000000,1,1,2026-08-24T00:00:00.000
1733,20260824,300,37,53,221,5,4,213.200000,734.000000,734.000000,1,1,2026-08-24T00:00:00.000
1734,20260630,347,43,239,-1,1,4,213.900000,735.000000,735.000000,1,1,2026-08-24T00:00:00.000
1735,20260805,307,32,239,385,1,1,214.600000,736.000000,736.000000,1,1,2026-08-24T00:00:00.000
1736,20260709,165,26,267,439,4,4,215.300000,737.000000,737.000000,1,1,2026-08-24T00:00:00.000
1737,20260803,140,9,107,239,5,7,216.000000,738.000000,738.000000,1,1,2026-08-24T00:00:00.000
1738,20260729,254,11,111,146,1,5,216.700000,739.000000,739.000000,1,1,2026-08-24T00:00:00.000
1739,20260805,91,16,429,383,4,1,217.400000,740.000000,740.000000,1,1,2026-08-24T00:00:00.000
1740,20260823,197,40,467,250,1,6,218.100000,741.000000,741.000000,1,1,2026-08-24T00:00:00.000
1741,20260824,77,13,259,308,3,1,218.800000,742.000000,742.000000,1,1,2026-08-24T00:00:00.000
1742,20260807,325,9,446,248,4,5,219.500000,743.000000,743.000000,1,1,2026-08-24T00:00:00.000
1743,20260723,294,12,134,478,5,4,220.200000,744.000000,744.000000,1,1,2026-08-24T00:00:00.000
1744,20260531,162,45,332,14,1,4,220.900000,745.000000,745.000000,1,1,2026-08-24T00:00:00.000
1745,20260527,9,51,302,60,1,1,221.600000,746.000000,746.000000,1,1,2026-08-24T00:00:00.000
1746,20260619,146,52,343,87,2,4,222.300000,747.000000,747.000000,1,1,2026-08-24T00:00:00.000
1747,20260812,159,42,82,242,5,4,223.000000,748.000000,748.000000,1,1,2026-08-24T00:00:00.000
1748,20260709,341,16,184,224,1,2,223.700000,749.000000,749.000000,1,1,2026-08-24T00:00:00.000
1749,20260807,133,26,90,490,4,6,224.400000,750.000000,750.000000,1,1,2026-08-24T00:00:00.000
1750,20260722,320,23,268,349,5,4,225.100000,751.000000,751.000000,1,1,2026-08-24T00:00:00.000
1751,20260609,9,48,48,-1,5,2,225.800000,752.000000,752.000000,1,1,2026-08-24T00:00:00.000
1752,20260712,248,35,401,391,5,6,226.500000,753.000000,753.000000,1,1,2026-08-24T00:00:00.000
1753,20260727,130,20,106,397,2,4,227.200000,754.000000,754.000000,1,1,2026-08-24T00:00:00.000
1754,20260619,290,13,326,187,1,2,227.900000,755.000000,755.000000,1,1,2026-08-24T00:00:00.000
1755,20260617,303,40,412,167,3,2,228.600000,756.000000,756.000000,1,1,2026-08-24T00:00:00.000
1756,20260730,142,20,281,206,1,6,229.300000,757.000000,757.000000,1,1,2026-08-24T00:00:00.000
1757,20260802,142,3,58,188,1,3,230.000000,758.000000,758.000000,1,1,2026-08-24T00:00:00.000
1758,20260822,97,46,336,489,4,1,230.700000,759.000000,759.000000,1,1,2026-08-24T00:00:00.000
1759,20260731,100,24,58,208,2,1,231.400000,760.000000,760.000000,1,1,2026-08-24T00:00:00.000
1760,20260817,307,12,385,86,1,2,232.100000,761.000000,761.000000,1,1,2026-08-24T00:00:00.000
1761,20260616,158,43,166,29,2,5,232.800000,762.000000,762.000000,1,1,2026-08-24T00:00:00.000
1762,20260714,219,47,95,476,1,4,233.500000,763.000000,763.000000,1,1,2026-08-24T00:00:00.000
1763,20260724,332,17,154,274,5,5,234.200000,764.000000,764.000000,1,1,2026-08-24T00:00:00.000
1764,20260708,277,46,122,494,1,4,234.900000,765.000000,765.000000,1,1,2026-08-24T00:00:00.000
1765,20260528,66,31,247,77,2,3,235.600000,766.000000,766.000000,1,1,2026-08-24T00:00:00.000
1766,20260711,328,16,435,482,2,7,236.300000,767.000000,767.000000,1,1,2026-08-24T00:00:00.000
1767,20260604,76,7,218,478,1,6,237.000000,768.000000,768.000000,1,1,2026-08-24T00:00:00.000
1768,20260819,39,35,476,-1,3,2,237.700000,769.000000,769.000000,1,1,2026-08-24T00:00:00.000
1769,20260816,54,12,268,224,3,1,238.400000,770.000000,770.000000,1,1,2026-08-24T00:00:00.000
1770,20260813,150,3,282,240,3,7,239.100000,771.000000,771.000000,1,1,2026-08-24T00:00:00.000
1771,20260821,158,46,276,492,5,6,239.800000,772.000000,772.000000,1,1,2026-08-24T00:00:00.000
1772,20260814,328,14,309,422,5,3,240.500000,773.000000,773.000000,1,1,2026-08-24T00:00:00.000
1773,20260807,17,20,473,242,2,4,241.200000,774.000000,774.000000,1,1,2026-08-24T00:00:00.000
1774,20260729,68,19,138,282,4,7,241.900000,775.000000,775.000000,1,1,2026-08-24T00:00:00.000
1775,20260615,327,7,49,92,1,7,242.600000,776.000000,776.000000,1,1,2026-08-24T00:00:00.000
1776,20260624,176,2,293,497,3,5,243.300000,777.000000,777.000000,1,1,2026-08-24T00:00:00.000
1777,20260609,108,36,95,134,1,2,244.000000,778.000000,778.000000,1,1,2026-08-24T00:00:00.000
1778,20260717,19,18,136,92,4,4,244.700000,779.000000,779.000000,1,1,2026-08-24T00:00:00.000
1779,20260528,146,37,280,161,3,1,245.400000,780.000000,780.000000,1,1,2026-08-24T00:00:00.000
1780,20260612,140,8,227,72,5,2,246.100000,781.000000,781.000000,1,1,2026-08-24T00:00:00.000
1781,20260722,75,25,402,148,2,2,246.800000,782.000000,782.000000,1,1,2026-08-24T00:00:00.000
1782,20260703,241,46,321,204,5,5,247.500000,783.000000,783.000000,1,1,2026-08-24T00:00:00.000
1783,20260822,5,7,477,286,5,3,248.200000,784.000000,784.000000,1,1,2026-08-24T00:00:00.000
1784,20260604,155,34,3,162,2,1,248.900000,785.000000,785.000000,1,1,2026-08-24T00:00:00.000
1785,20260725,33,17,112,-1,1,4,249.600000,786.000000,786.000000,1,1,2026-08-24T00:00:00.000
1786,20260703,19,21,390,446,4,3,250.300000,787.000000,787.000000,1,1,2026-08-24T00:00:00.000
1787,20260815,146,54,83,346,4,7,251.000000,788.000000,788.000000,1,1,2026-08-24T00:00:00.000
1788,20260711,165,23,227,221,1,6,251.700000,789.000000,789.000000,1,1,2026-08-24T00:00:00.000
1789,20260618,279,8,236,303,5,1,252.400000,790.000000,790.000000,1,1,2026-08-24T00:00:00.000
1790,20260716,163,53,487,293,1,4,253.100000,791.000000,791.000000,1,1,2026-08-24T00:00:00.000
1791,20260731,259,14,225,225,4,5,253.800000,792.000000,792.000000,1,1,2026-08-24T00:00:00.000
1792,20260721,310,12,256,477,3,3,254.500000,793.000000,793.000000,1,1,2026-08-24T00:00:00.000
1793,20260805,230,53,298,49,2,3,255.200000,794.000000,794.000000,1,1,2026-08-24T00:00:00.000
1794,20260803,346,12,62,109,4,5,255.900000,795.000000,795.000000,1,1,2026-08-24T00:00:00.000
1795,20260703,185,42,388,351,3,3,256.600000,796.000000,796.000000,1,1,2026-08-24T00:00:00.000
1796,20260613,8,31,65,189,4,2,257.300000,797.000000,797.000000,1,1,2026-08-24T00:00:00.000
1797,20260605,34,54,464,220,1,4,258.000000,798.000000,798.000000,1,1,2026-08-24T00:00:00.000
1798,20260616,43,33,155,440,3,3,258.700000,799.000000,799.000000,1,1,2026-08-24T00:00:00.000
1799,20260718,214,54,369,347,2,6,259.400000,800.000000,800.000000,1,1,2026-08-24T00:00:00.000
1800,20260626,91,33,262,371,5,4,260.100000,801.000000,801.000000,1,1,2026-08-24T00:00:00.000
1801,20260603,8,5,111,15,2,2,260.800000,802.000000,802.000000,1,1,2026-08-24T00:00:00.000
1802,20260711,18,34,116,-1,3,6,261.500000,803.000000,803.000000,1,1,2026-08-24T00:00:00.000
1803,20260720,115,35,251,68,4,4,262.200000,804.000000,804.000000,1,1,2026-08-24T00:00:00.000
1804,20260725,236,17,382,468,1,4,262.900000,805.000000,805.000000,1,1,2026-08-24T00:00:00.000
1805,20260714,347,42,84,417,4,6,263.600000,806.000000,806.000000,1,1,2026-08-24T00:00:00.000
1806,20260611,308,30,423,4,1,1,264.300000,807.000000,807.000000,1,1,2026-08-24T00:00:00.000
1807,20260719,66,17,175,413,2,2,265.000000,808.000000,808.000000,1,1,2026-08-24T00:00:00.000
1808,20260718,222,15,422,208,1,3,265.700000,809.000000,809.000000,1,1,2026-08-24T00:00:00.000
1809,20260801,86,15,127,88,5,5,266.400000,810.000000,810.000000,1,1,2026-08-24T00:00:00.000
1810,20260813,9,37,406,189,1,6,267.100000,811.000000,811.000000,1,1,2026-08-24T00:00:00.000
1811,20260717,53,28,339,359,3,7,267.800000,812.000000,812.000000,1,1,2026-08-24T00:00:00.000
1812,20260730,62,10,225,122,5,1,268.500000,813.000000,813.000000,1,1,2026-08-24T00:00:00.000
1813,20260724,125,39,362,396,2,6,269.200000,814.000000,814.000000,1,1,2026-08-24T00:00:00.000
1814,20260702,298,5,246,447,3,7,269.900000,815.000000,815.000000,1,1,2026-08-24T00:00:00.000
1815,20260814,46,52,491,486,3,4,270.600000,816.000000,816.000000,1,1,2026-08-24T00:00:00.000
1816,20260617,280,24,438,124,2,3,271.300000,817.000000,817.000000,1,1,2026-08-24T00:00:00.000
1817,20260613,347,54,457,426,3,6,272.000000,818.000000,818.000000,1,1,2026-08-24T00:00:00.000
1818,20260726,184,32,3,54,3,1,272.700000,819.000000,819.000000,1,1,2026-08-24T00:00:00.000
1819,20260731,302,18,270,-1,5,7,273.400000,820.000000,820.000000,1,1,2026-08-24T00:00:00.000
1820,20260612,30,50,46,337,3,2,274.100000,821.000000,821.000000,1,1,2026-08-24T00:00:00.000
1821,20260719,324,54,118,255,3,2,274.800000,822.000000,822.000000,1,1,2026-08-24T00:00:00.000
1822,20260622,119,39,495,350,5,5,275.500000,823.000000,823.000000,1,1,2026-08-24T00:00:00.000
1823,20260805,140,51,271,278,1,4,276.200000,824.000000,824.000000,1,1,2026-08-24T00:00:00.000
1824,20260710,35,7,8,489,1,5,276.900000,825.000000,825.000000,1,1,2026-08-24T00:00:00.000
1825,20260528,52,38,71,61,5,2,277.600000,826.000000,826.000000,1,1,2026-08-24T00:00:00.000
1826,20260706,203,20,83,478,2,6,278.300000,827.000000,827.000000,1,1,2026-08-24T00:00:00.000
1827,20260711,346,45,39,70,4,4,279.000000,828.000000,828.000000,1,1,2026-08-24T00:00:00.000
1828,20260704,25,3,23,177,4,4,279.700000,829.000000,829.000000,1,1,2026-08-24T00:00:00.000
1829,20260816,55,50,133,296,3,3,280.400000,830.000000,830.000000,1,1,2026-08-24T00:00:00.000
1830,20260621,124,13,259,422,2,4,281.100000,831.000000,831.000000,1,1,2026-08-24T00:00:00.000
1831,20260807,111,25,154,305,5,6,281.800000,832.000000,832.000000,1,1,2026-08-24T00:00:00.000
1832,20260809,255,15,106,226,2,7,282.500000,833.000000,833.000000,1,1,2026-08-24T00:00:00.000
1833,20260619,348,44,26,131,2,5,283.200000,834.000000,834.000000,1,1,2026-08-24T00:00:00.000
1834,20260729,269,19,323,409,1,3,283.900000,835.000000,835.000000,1,1,2026-08-24T00:00:00.000
1835,20260602,174,15,236,400,4,1,284.600000,836.000000,836.000000,1,1,2026-08-24T00:00:00.000
1836,20260707,150,17,278,-1,3,5,285.300000,837.000000,837.000000,1,1,2026-08-24T00:00:00.000
