SupplierKey,SupplierNumber,GeoPostalCodeKey,SupplierTierKey,SupplierCategoryKey,SupplierRiskClassKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,SupplierQualificationStatusKey,RecordStatusKey,SupplierName,SupplierLegalName,AccountOpenedDate,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,MinorityOwnedFlag,QualityCertifiedFlag,OnTimeTargetPercent,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
479,S000479,342,2,234,10,5,9,13,7,1,Meridian Supplier 479,Atlas Supplier 479,2022-04-24,S000479,JPY,S000479,S000479,1,1,0.0479,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e303b3369765ea79e6bd63a640acfc32e303b3369765ea79e6bd63a640acfc3
480,S000480,368,16,112,12,5,13,3,3,3,Vertex Supplier 480,Cedar Supplier 480,2022-04-25,S000480,USD,S000480,S000480,0,0,0.0480,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33215493bcb95afba569ce96b17184de33215493bcb95afba569ce96b17184de
481,S000481,383,3,165,12,4,4,7,5,4,Zenith Supplier 481,Ion Supplier 481,2022-04-26,S000481,EUR,S000481,S000481,1,1,0.0481,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319af2716ea354e980ab6301232b0265319af2716ea354e980ab6301232b0265
482,S000482,381,3,252,11,1,6,10,2,2,Northstar Supplier 482,Titan Supplier 482,2022-04-27,S000482,GBP,S000482,S000482,1,1,0.0482,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0b73c0ad41e59318ea90d6c62c9625cc0b73c0ad41e59318ea90d6c62c9625c
483,S000483,366,15,295,9,2,6,15,6,3,Harbor Supplier 483,Evergreen Supplier 483,2022-04-28,S000483,CAD,S000483,S000483,1,1,0.0483,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ad200c262eb5f408cae7eda916868c36ad200c262eb5f408cae7eda916868c3
484,S000484,442,11,216,10,5,10,6,6,3,Harbor Supplier 484,Titan Supplier 484,2022-04-29,S000484,MXN,S000484,S000484,1,1,0.0484,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d68a579fbf99517798a11badc61aff11d68a579fbf99517798a11badc61aff11
485,S000485,294,8,235,3,5,13,6,9,1,Quartz Supplier 485,Riverton Supplier 485,2022-04-30,S000485,JPY,S000485,S000485,0,0,0.0485,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ba937ed9a0a5556bef368ae930279e32ba937ed9a0a5556bef368ae930279e3
486,S000486,183,16,145,8,5,3,17,9,2,Orion Supplier 486,Ion Supplier 486,2022-05-01,S000486,USD,S000486,S000486,1,1,0.0486,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d367d8b25b775ae6b09fb071f0fde7f0d367d8b25b775ae6b09fb071f0fde7f0
487,S000487,371,4,228,2,4,7,12,4,3,Beacon Supplier 487,Evergreen Supplier 487,2022-05-02,S000487,EUR,S000487,S000487,1,1,0.0487,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e49ed6b2be158768fdcf2a278f37f5a2e49ed6b2be158768fdcf2a278f37f5a
488,S000488,218,20,227,8,3,14,6,3,1,Pioneer Supplier 488,Zenith Supplier 488,2022-05-03,S000488,GBP,S000488,S000488,1,1,0.0488,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92a00d52dbc518d9b19a9eb52d763c8c92a00d52dbc518d9b19a9eb52d763c8
489,S000489,398,15,163,6,4,14,11,5,3,Titan Supplier 489,Evergreen Supplier 489,2022-05-04,S000489,CAD,S000489,S000489,1,1,0.0489,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ef6e262104c56f68594ab6d447774643ef6e262104c56f68594ab6d44777464
490,S000490,456,7,128,4,4,4,14,4,2,Riverton Supplier 490,Quartz Supplier 490,2022-05-05,S000490,MXN,S000490,S000490,0,0,0.0490,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d0ce4c6ff5f57d89fa4179a983dfc038d0ce4c6ff5f57d89fa4179a983dfc03
491,S000491,218,15,16,3,4,11,16,1,3,Junction Supplier 491,Unity Supplier 491,2022-05-06,S000491,JPY,S000491,S000491,1,1,0.0491,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,527033f8abe356b89ee68c858292c203527033f8abe356b89ee68c858292c203
492,S000492,145,8,70,12,2,16,13,6,4,Quartz Supplier 492,Beacon Supplier 492,2022-05-07,S000492,USD,S000492,S000492,1,1,0.0492,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e4b07c119959aea54cc67489291fad02e4b07c119959aea54cc67489291fad
493,S000493,15,2,18,1,1,13,2,1,1,Unity Supplier 493,Beacon Supplier 493,2022-05-08,S000493,EUR,S000493,S000493,1,1,0.0493,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ed4393c6acd5c268f2f54d4697346519ed4393c6acd5c268f2f54d469734651
494,S000494,98,5,21,8,2,14,3,1,4,Delta Supplier 494,Northstar Supplier 494,2022-05-09,S000494,GBP,S000494,S000494,1,1,0.0494,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c49af9d96d25534b4b4aea87942cdd68c49af9d96d25534b4b4aea87942cdd6
495,S000495,21,17,219,2,1,11,5,4,1,Forge Supplier 495,Willow Supplier 495,2022-05-10,S000495,CAD,S000495,S000495,0,0,0.0495,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8874b290a543564aaa72bae8d9e35e6d8874b290a543564aaa72bae8d9e35e6d
496,S000496,285,5,230,9,4,1,1,4,3,Cedar Supplier 496,Granite Supplier 496,2022-05-11,S000496,MXN,S000496,S000496,1,1,0.0496,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b1a39ef8008551b9cba6e7da39ff9c81b1a39ef8008551b9cba6e7da39ff9c8
497,S000497,436,20,6,11,4,9,7,9,3,Orion Supplier 497,Junction Supplier 497,2022-05-12,S000497,JPY,S000497,S000497,1,1,0.0497,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,797457c9aa70582d8150383b283b0b12797457c9aa70582d8150383b283b0b12
498,S000498,243,19,25,7,5,15,11,6,1,Granite Supplier 498,Riverton Supplier 498,2022-05-13,S000498,USD,S000498,S000498,1,1,0.0498,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d31f8092a05b558413f8d81f4dbdb566d31f8092a05b558413f8d81f4dbdb5
499,S000499,290,1,72,2,4,16,12,8,4,Titan Supplier 499,Unity Supplier 499,2022-05-14,S000499,EUR,S000499,S000499,1,1,0.0499,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7708f39c39d5c80883672759bf0aff5d7708f39c39d5c80883672759bf0aff5
500,S000500,109,18,138,6,4,3,9,1,3,Vertex Supplier 500,Liberty Supplier 500,2022-05-15,S000500,GBP,S000500,S000500,0,0,0.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,280ecd11835a55fe824fe00817a5b318280ecd11835a55fe824fe00817a5b318
