CustomerKey,CustomerNumber,GeoPostalCodeKey,CustomerSegmentKey,CustomerChannelKey,CustomerGroupKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,CustomerStatusKey,RecordStatusKey,CustomerName,CustomerLegalName,AccountOpenedDate,CreditLimitAmount,CreditHoldFlag,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,StrategicAccountFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
485,C000485,61,8,42,237,5,14,18,8,2,Zenith Customer 485,Evergreen Customer 485,2022-04-30,674.4500,0,C000485,JPY,C000485,C000485,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4656f6cc8469562eb48a39c514ebdc394656f6cc8469562eb48a39c514ebdc39
486,C000486,443,38,32,70,5,2,5,10,4,Vertex Customer 486,Evergreen Customer 486,2022-05-01,675.8200,1,C000486,USD,C000486,C000486,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd6f4ae5694f5a168804fdb38790dc75fd6f4ae5694f5a168804fdb38790dc75
487,C000487,257,418,41,85,3,7,3,7,3,Keystone Customer 487,Cedar Customer 487,2022-05-02,677.1900,1,C000487,EUR,C000487,C000487,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e93e2b04fe115d72b833f7d239ff1575e93e2b04fe115d72b833f7d239ff1575
488,C000488,305,49,51,347,3,9,18,8,1,Evergreen Customer 488,Quartz Customer 488,2022-05-03,678.5600,1,C000488,GBP,C000488,C000488,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4d9758433bb527cb5b21b8c748bb1e5c4d9758433bb527cb5b21b8c748bb1e5
489,C000489,16,303,37,4,1,10,3,1,3,Granite Customer 489,Riverton Customer 489,2022-05-04,679.9300,1,C000489,CAD,C000489,C000489,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb37369839b5739881de17cc902f6521bb37369839b5739881de17cc902f652
490,C000490,52,346,7,209,5,12,10,7,1,Delta Customer 490,Cedar Customer 490,2022-05-05,681.3000,0,C000490,MXN,C000490,C000490,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9348a6c9130d5c76a15d2e29b2230ce39348a6c9130d5c76a15d2e29b2230ce3
491,C000491,313,6,66,318,3,13,1,1,4,Meridian Customer 491,Quartz Customer 491,2022-05-06,682.6700,1,C000491,JPY,C000491,C000491,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b77c9258435a54b0a82f8d95553ba70fb77c9258435a54b0a82f8d95553ba70f
492,C000492,262,23,14,103,3,6,17,4,2,Delta Customer 492,Liberty Customer 492,2022-05-07,684.0400,1,C000492,USD,C000492,C000492,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b52d3b761d665a86ac149d3e91783365b52d3b761d665a86ac149d3e91783365
493,C000493,268,18,79,323,4,13,5,7,2,Riverton Customer 493,Zenith Customer 493,2022-05-08,685.4100,1,C000493,EUR,C000493,C000493,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ebc079104d25c9da4fb59fdc9d985ee3ebc079104d25c9da4fb59fdc9d985ee
494,C000494,204,400,53,312,1,2,17,5,1,Willow Customer 494,Meridian Customer 494,2022-05-09,686.7800,1,C000494,GBP,C000494,C000494,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20157d886fa750a5bb15cdc564b327bf20157d886fa750a5bb15cdc564b327bf
495,C000495,219,404,21,147,5,5,16,5,1,Beacon Customer 495,Harbor Customer 495,2022-05-10,688.1500,0,C000495,CAD,C000495,C000495,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,393799d4b9cb50a0aaa67fbbf7cd7229393799d4b9cb50a0aaa67fbbf7cd7229
496,C000496,37,192,73,2,2,5,5,10,4,Northstar Customer 496,Meridian Customer 496,2022-05-11,689.5200,1,C000496,MXN,C000496,C000496,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7aa8150cc5b453c2b2a2fc6783581da67aa8150cc5b453c2b2a2fc6783581da6
497,C000497,358,197,77,118,3,11,11,7,3,Willow Customer 497,Pioneer Customer 497,2022-05-12,690.8900,1,C000497,JPY,C000497,C000497,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a56035aec956c7a45e254cf5863d0202a56035aec956c7a45e254cf5863d02
498,C000498,106,468,51,15,5,9,10,3,3,Titan Customer 498,Unity Customer 498,2022-05-13,692.2600,1,C000498,USD,C000498,C000498,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13a1faee9f39540fb817765d5f84d26f13a1faee9f39540fb817765d5f84d26f
499,C000499,160,7,77,229,4,10,15,4,3,Liberty Customer 499,Cedar Customer 499,2022-05-14,693.6300,1,C000499,EUR,C000499,C000499,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4bdc815a9fd56339b5fb0d3660fa371c4bdc815a9fd56339b5fb0d3660fa371
500,C000500,483,474,63,143,3,6,4,5,4,Harbor Customer 500,Forge Customer 500,2022-05-15,695.0000,0,C000500,GBP,C000500,C000500,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f45d4040860590d8fc67855e8c2228e2f45d4040860590d8fc67855e8c2228e
