DateKey,CalendarWeekKey,FiscalPeriodKey,YesNoFlagKey,FullDate,DayName,DayOfWeekNumber,IsoDayOfWeekNumber,DayOfMonthNumber,DayOfYearNumber,WeekOfYearNumber,IsoWeekNumber,CalendarMonthNumber,CalendarMonthName,CalendarMonthShortName,CalendarQuarterNumber,CalendarYearNumber,FiscalPeriodNumber,FiscalQuarterNumber,FiscalYearNumber,IsWeekend,IsHoliday,HolidayName,JulianDayNumber,DaysFromToday,WeeksFromToday,MonthsFromToday,IsMonthEnd,IsQuarterEnd,IsYearEnd,SourceSystemKey,BatchId,LoadedAtUtc
20240428,17,10,2,2024-04-28,Sunday,1,7,28,119,18,17,4,April,Apr,2,2024,10,4,2024,1,0,N/A,739004,-848,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240429,18,10,1,2024-04-29,Monday,2,1,29,120,18,18,4,April,Apr,2,2024,10,4,2024,0,0,N/A,739005,-847,-121,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240430,18,10,1,2024-04-30,Tuesday,3,2,30,121,18,18,4,April,Apr,2,2024,10,4,2024,0,0,N/A,739006,-846,-121,-28,1,0,0,1,1,2026-08-24T00:00:00.000
20240501,18,11,1,2024-05-01,Wednesday,4,3,1,122,18,18,5,May,May,2,2024,11,4,2024,0,0,N/A,739007,-845,-121,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240502,18,11,1,2024-05-02,Thursday,5,4,2,123,18,18,5,May,May,2,2024,11,4,2024,0,0,N/A,739008,-844,-121,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240503,18,11,1,2024-05-03,Friday,6,5,3,124,18,18,5,May,May,2,2024,11,4,2024,0,0,N/A,739009,-843,-121,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240504,18,11,2,2024-05-04,Saturday,7,6,4,125,18,18,5,May,May,2,2024,11,4,2024,1,0,N/A,739010,-842,-121,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240505,18,11,2,2024-05-05,Sunday,1,7,5,126,19,18,5,May,May,2,2024,11,4,2024,1,0,N/A,739011,-841,-121,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240506,19,11,1,2024-05-06,Monday,2,1,6,127,19,19,5,May,May,2,2024,11,4,2024,0,0,N/A,739012,-840,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240507,19,11,1,2024-05-07,Tuesday,3,2,7,128,19,19,5,May,May,2,2024,11,4,2024,0,0,N/A,739013,-839,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240508,19,11,1,2024-05-08,Wednesday,4,3,8,129,19,19,5,May,May,2,2024,11,4,2024,0,0,N/A,739014,-838,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240509,19,11,1,2024-05-09,Thursday,5,4,9,130,19,19,5,May,May,2,2024,11,4,2024,0,0,N/A,739015,-837,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240510,19,11,1,2024-05-10,Friday,6,5,10,131,19,19,5,May,May,2,2024,11,4,2024,0,0,N/A,739016,-836,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240511,19,11,2,2024-05-11,Saturday,7,6,11,132,19,19,5,May,May,2,2024,11,4,2024,1,0,N/A,739017,-835,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240512,19,11,2,2024-05-12,Sunday,1,7,12,133,20,19,5,May,May,2,2024,11,4,2024,1,0,N/A,739018,-834,-120,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240513,20,11,1,2024-05-13,Monday,2,1,13,134,20,20,5,May,May,2,2024,11,4,2024,0,0,N/A,739019,-833,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240514,20,11,1,2024-05-14,Tuesday,3,2,14,135,20,20,5,May,May,2,2024,11,4,2024,0,0,N/A,739020,-832,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240515,20,11,1,2024-05-15,Wednesday,4,3,15,136,20,20,5,May,May,2,2024,11,4,2024,0,0,N/A,739021,-831,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240516,20,11,1,2024-05-16,Thursday,5,4,16,137,20,20,5,May,May,2,2024,11,4,2024,0,0,N/A,739022,-830,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240517,20,11,1,2024-05-17,Friday,6,5,17,138,20,20,5,May,May,2,2024,11,4,2024,0,0,N/A,739023,-829,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240518,20,11,2,2024-05-18,Saturday,7,6,18,139,20,20,5,May,May,2,2024,11,4,2024,1,0,N/A,739024,-828,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240519,20,11,2,2024-05-19,Sunday,1,7,19,140,21,20,5,May,May,2,2024,11,4,2024,1,0,N/A,739025,-827,-119,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240520,21,11,1,2024-05-20,Monday,2,1,20,141,21,21,5,May,May,2,2024,11,4,2024,0,0,N/A,739026,-826,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240521,21,11,1,2024-05-21,Tuesday,3,2,21,142,21,21,5,May,May,2,2024,11,4,2024,0,0,N/A,739027,-825,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240522,21,11,1,2024-05-22,Wednesday,4,3,22,143,21,21,5,May,May,2,2024,11,4,2024,0,0,N/A,739028,-824,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240523,21,11,1,2024-05-23,Thursday,5,4,23,144,21,21,5,May,May,2,2024,11,4,2024,0,0,N/A,739029,-823,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240524,21,11,1,2024-05-24,Friday,6,5,24,145,21,21,5,May,May,2,2024,11,4,2024,0,0,N/A,739030,-822,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240525,21,11,2,2024-05-25,Saturday,7,6,25,146,21,21,5,May,May,2,2024,11,4,2024,1,0,N/A,739031,-821,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240526,21,11,2,2024-05-26,Sunday,1,7,26,147,22,21,5,May,May,2,2024,11,4,2024,1,0,N/A,739032,-820,-118,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240527,22,11,1,2024-05-27,Monday,2,1,27,148,22,22,5,May,May,2,2024,11,4,2024,0,0,N/A,739033,-819,-117,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240528,22,11,1,2024-05-28,Tuesday,3,2,28,149,22,22,5,May,May,2,2024,11,4,2024,0,0,N/A,739034,-818,-117,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240529,22,11,1,2024-05-29,Wednesday,4,3,29,150,22,22,5,May,May,2,2024,11,4,2024,0,0,N/A,739035,-817,-117,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240530,22,11,1,2024-05-30,Thursday,5,4,30,151,22,22,5,May,May,2,2024,11,4,2024,0,0,N/A,739036,-816,-117,-27,0,0,0,1,1,2026-08-24T00:00:00.000
20240531,22,11,1,2024-05-31,Friday,6,5,31,152,22,22,5,May,May,2,2024,11,4,2024,0,0,N/A,739037,-815,-117,-27,1,0,0,1,1,2026-08-24T00:00:00.000
20240601,22,12,2,2024-06-01,Saturday,7,6,1,153,22,22,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739038,-814,-117,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240602,22,12,2,2024-06-02,Sunday,1,7,2,154,23,22,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739039,-813,-117,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240603,23,12,1,2024-06-03,Monday,2,1,3,155,23,23,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739040,-812,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240604,23,12,1,2024-06-04,Tuesday,3,2,4,156,23,23,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739041,-811,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240605,23,12,1,2024-06-05,Wednesday,4,3,5,157,23,23,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739042,-810,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240606,23,12,1,2024-06-06,Thursday,5,4,6,158,23,23,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739043,-809,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240607,23,12,1,2024-06-07,Friday,6,5,7,159,23,23,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739044,-808,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240608,23,12,2,2024-06-08,Saturday,7,6,8,160,23,23,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739045,-807,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240609,23,12,2,2024-06-09,Sunday,1,7,9,161,24,23,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739046,-806,-116,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240610,24,12,1,2024-06-10,Monday,2,1,10,162,24,24,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739047,-805,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240611,24,12,1,2024-06-11,Tuesday,3,2,11,163,24,24,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739048,-804,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240612,24,12,1,2024-06-12,Wednesday,4,3,12,164,24,24,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739049,-803,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240613,24,12,1,2024-06-13,Thursday,5,4,13,165,24,24,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739050,-802,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240614,24,12,1,2024-06-14,Friday,6,5,14,166,24,24,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739051,-801,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240615,24,12,2,2024-06-15,Saturday,7,6,15,167,24,24,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739052,-800,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240616,24,12,2,2024-06-16,Sunday,1,7,16,168,25,24,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739053,-799,-115,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240617,25,12,1,2024-06-17,Monday,2,1,17,169,25,25,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739054,-798,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240618,25,12,1,2024-06-18,Tuesday,3,2,18,170,25,25,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739055,-797,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240619,25,12,1,2024-06-19,Wednesday,4,3,19,171,25,25,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739056,-796,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240620,25,12,1,2024-06-20,Thursday,5,4,20,172,25,25,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739057,-795,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240621,25,12,1,2024-06-21,Friday,6,5,21,173,25,25,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739058,-794,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240622,25,12,2,2024-06-22,Saturday,7,6,22,174,25,25,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739059,-793,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240623,25,12,2,2024-06-23,Sunday,1,7,23,175,26,25,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739060,-792,-114,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240624,26,12,1,2024-06-24,Monday,2,1,24,176,26,26,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739061,-791,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240625,26,12,1,2024-06-25,Tuesday,3,2,25,177,26,26,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739062,-790,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240626,26,12,1,2024-06-26,Wednesday,4,3,26,178,26,26,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739063,-789,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240627,26,12,1,2024-06-27,Thursday,5,4,27,179,26,26,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739064,-788,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240628,26,12,1,2024-06-28,Friday,6,5,28,180,26,26,6,June,Jun,2,2024,12,4,2024,0,0,N/A,739065,-787,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240629,26,12,2,2024-06-29,Saturday,7,6,29,181,26,26,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739066,-786,-113,-26,0,0,0,1,1,2026-08-24T00:00:00.000
20240630,26,12,2,2024-06-30,Sunday,1,7,30,182,27,26,6,June,Jun,2,2024,12,4,2024,1,0,N/A,739067,-785,-113,-26,1,1,0,1,1,2026-08-24T00:00:00.000
20240701,27,1,1,2024-07-01,Monday,2,1,1,183,27,27,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739068,-784,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240702,27,1,1,2024-07-02,Tuesday,3,2,2,184,27,27,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739069,-783,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240703,27,1,1,2024-07-03,Wednesday,4,3,3,185,27,27,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739070,-782,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240704,27,1,1,2024-07-04,Thursday,5,4,4,186,27,27,7,July,Jul,3,2024,1,1,2025,0,1,Independence Day,739071,-781,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240705,27,1,1,2024-07-05,Friday,6,5,5,187,27,27,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739072,-780,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240706,27,1,2,2024-07-06,Saturday,7,6,6,188,27,27,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739073,-779,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240707,27,1,2,2024-07-07,Sunday,1,7,7,189,28,27,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739074,-778,-112,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240708,28,1,1,2024-07-08,Monday,2,1,8,190,28,28,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739075,-777,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240709,28,1,1,2024-07-09,Tuesday,3,2,9,191,28,28,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739076,-776,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240710,28,1,1,2024-07-10,Wednesday,4,3,10,192,28,28,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739077,-775,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240711,28,1,1,2024-07-11,Thursday,5,4,11,193,28,28,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739078,-774,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240712,28,1,1,2024-07-12,Friday,6,5,12,194,28,28,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739079,-773,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240713,28,1,2,2024-07-13,Saturday,7,6,13,195,28,28,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739080,-772,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240714,28,1,2,2024-07-14,Sunday,1,7,14,196,29,28,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739081,-771,-111,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240715,29,1,1,2024-07-15,Monday,2,1,15,197,29,29,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739082,-770,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240716,29,1,1,2024-07-16,Tuesday,3,2,16,198,29,29,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739083,-769,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240717,29,1,1,2024-07-17,Wednesday,4,3,17,199,29,29,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739084,-768,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240718,29,1,1,2024-07-18,Thursday,5,4,18,200,29,29,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739085,-767,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240719,29,1,1,2024-07-19,Friday,6,5,19,201,29,29,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739086,-766,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240720,29,1,2,2024-07-20,Saturday,7,6,20,202,29,29,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739087,-765,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240721,29,1,2,2024-07-21,Sunday,1,7,21,203,30,29,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739088,-764,-110,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240722,30,1,1,2024-07-22,Monday,2,1,22,204,30,30,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739089,-763,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240723,30,1,1,2024-07-23,Tuesday,3,2,23,205,30,30,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739090,-762,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240724,30,1,1,2024-07-24,Wednesday,4,3,24,206,30,30,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739091,-761,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240725,30,1,1,2024-07-25,Thursday,5,4,25,207,30,30,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739092,-760,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240726,30,1,1,2024-07-26,Friday,6,5,26,208,30,30,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739093,-759,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240727,30,1,2,2024-07-27,Saturday,7,6,27,209,30,30,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739094,-758,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240728,30,1,2,2024-07-28,Sunday,1,7,28,210,31,30,7,July,Jul,3,2024,1,1,2025,1,0,N/A,739095,-757,-109,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240729,31,1,1,2024-07-29,Monday,2,1,29,211,31,31,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739096,-756,-108,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240730,31,1,1,2024-07-30,Tuesday,3,2,30,212,31,31,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739097,-755,-108,-25,0,0,0,1,1,2026-08-24T00:00:00.000
20240731,31,1,1,2024-07-31,Wednesday,4,3,31,213,31,31,7,July,Jul,3,2024,1,1,2025,0,0,N/A,739098,-754,-108,-25,1,0,0,1,1,2026-08-24T00:00:00.000
20240801,31,2,1,2024-08-01,Thursday,5,4,1,214,31,31,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739099,-753,-108,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240802,31,2,1,2024-08-02,Friday,6,5,2,215,31,31,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739100,-752,-108,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240803,31,2,2,2024-08-03,Saturday,7,6,3,216,31,31,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739101,-751,-108,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240804,31,2,2,2024-08-04,Sunday,1,7,4,217,32,31,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739102,-750,-108,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240805,32,2,1,2024-08-05,Monday,2,1,5,218,32,32,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739103,-749,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240806,32,2,1,2024-08-06,Tuesday,3,2,6,219,32,32,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739104,-748,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240807,32,2,1,2024-08-07,Wednesday,4,3,7,220,32,32,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739105,-747,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240808,32,2,1,2024-08-08,Thursday,5,4,8,221,32,32,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739106,-746,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240809,32,2,1,2024-08-09,Friday,6,5,9,222,32,32,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739107,-745,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240810,32,2,2,2024-08-10,Saturday,7,6,10,223,32,32,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739108,-744,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240811,32,2,2,2024-08-11,Sunday,1,7,11,224,33,32,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739109,-743,-107,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240812,33,2,1,2024-08-12,Monday,2,1,12,225,33,33,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739110,-742,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240813,33,2,1,2024-08-13,Tuesday,3,2,13,226,33,33,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739111,-741,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240814,33,2,1,2024-08-14,Wednesday,4,3,14,227,33,33,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739112,-740,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240815,33,2,1,2024-08-15,Thursday,5,4,15,228,33,33,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739113,-739,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240816,33,2,1,2024-08-16,Friday,6,5,16,229,33,33,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739114,-738,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240817,33,2,2,2024-08-17,Saturday,7,6,17,230,33,33,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739115,-737,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240818,33,2,2,2024-08-18,Sunday,1,7,18,231,34,33,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739116,-736,-106,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240819,34,2,1,2024-08-19,Monday,2,1,19,232,34,34,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739117,-735,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240820,34,2,1,2024-08-20,Tuesday,3,2,20,233,34,34,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739118,-734,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240821,34,2,1,2024-08-21,Wednesday,4,3,21,234,34,34,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739119,-733,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240822,34,2,1,2024-08-22,Thursday,5,4,22,235,34,34,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739120,-732,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240823,34,2,1,2024-08-23,Friday,6,5,23,236,34,34,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739121,-731,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240824,34,2,2,2024-08-24,Saturday,7,6,24,237,34,34,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739122,-730,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240825,34,2,2,2024-08-25,Sunday,1,7,25,238,35,34,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739123,-729,-105,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240826,35,2,1,2024-08-26,Monday,2,1,26,239,35,35,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739124,-728,-104,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240827,35,2,1,2024-08-27,Tuesday,3,2,27,240,35,35,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739125,-727,-104,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240828,35,2,1,2024-08-28,Wednesday,4,3,28,241,35,35,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739126,-726,-104,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240829,35,2,1,2024-08-29,Thursday,5,4,29,242,35,35,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739127,-725,-104,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240830,35,2,1,2024-08-30,Friday,6,5,30,243,35,35,8,August,Aug,3,2024,2,1,2025,0,0,N/A,739128,-724,-104,-24,0,0,0,1,1,2026-08-24T00:00:00.000
20240831,35,2,2,2024-08-31,Saturday,7,6,31,244,35,35,8,August,Aug,3,2024,2,1,2025,1,0,N/A,739129,-723,-104,-24,1,0,0,1,1,2026-08-24T00:00:00.000
20240901,35,3,2,2024-09-01,Sunday,1,7,1,245,36,35,9,September,Sep,3,2024,3,1,2025,1,0,N/A,739130,-722,-104,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240902,36,3,1,2024-09-02,Monday,2,1,2,246,36,36,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739131,-721,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240903,36,3,1,2024-09-03,Tuesday,3,2,3,247,36,36,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739132,-720,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240904,36,3,1,2024-09-04,Wednesday,4,3,4,248,36,36,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739133,-719,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240905,36,3,1,2024-09-05,Thursday,5,4,5,249,36,36,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739134,-718,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240906,36,3,1,2024-09-06,Friday,6,5,6,250,36,36,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739135,-717,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240907,36,3,2,2024-09-07,Saturday,7,6,7,251,36,36,9,September,Sep,3,2024,3,1,2025,1,0,N/A,739136,-716,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240908,36,3,2,2024-09-08,Sunday,1,7,8,252,37,36,9,September,Sep,3,2024,3,1,2025,1,0,N/A,739137,-715,-103,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240909,37,3,1,2024-09-09,Monday,2,1,9,253,37,37,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739138,-714,-102,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240910,37,3,1,2024-09-10,Tuesday,3,2,10,254,37,37,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739139,-713,-102,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240911,37,3,1,2024-09-11,Wednesday,4,3,11,255,37,37,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739140,-712,-102,-23,0,0,0,1,1,2026-08-24T00:00:00.000
20240912,37,3,1,2024-09-12,Thursday,5,4,12,256,37,37,9,September,Sep,3,2024,3,1,2025,0,0,N/A,739141,-711,-102,-23,0,0,0,1,1,2026-08-24T00:00:00.000
